geoid,name,total,native,foreign_born,county,county subdivision,state
4400542400,"Little Compton town, Newport County, Rhode Island",3521.0,3301.0,220.0,005,42400,44
4400545460,"Middletown town, Newport County, Rhode Island",16100.0,14711.0,1389.0,005,45460,44
4400549960,"Newport city, Newport County, Rhode Island",24745.0,22380.0,2365.0,005,49960,44
440050,"County subdivisions not defined, Newport County, Rhode Island",0.0,0.0,0.0,005,0,44
4400536820,"Jamestown town, Newport County, Rhode Island",5505.0,5104.0,401.0,005,36820,44
4400557880,"Portsmouth town, Newport County, Rhode Island",17463.0,16570.0,893.0,005,57880,44
4400570880,"Tiverton town, Newport County, Rhode Island",15870.0,15149.0,721.0,005,70880,44
4400374300,"Warwick city, Kent County, Rhode Island",81218.0,75434.0,5784.0,003,74300,44
4400318640,"Coventry town, Kent County, Rhode Island",34873.0,33769.0,1104.0,003,18640,44
4400378440,"West Warwick town, Kent County, Rhode Island",28709.0,26778.0,1931.0,003,78440,44
4400377720,"West Greenwich town, Kent County, Rhode Island",6118.0,5678.0,440.0,003,77720,44
4400322240,"East Greenwich town, Kent County, Rhode Island",13094.0,12155.0,939.0,003,22240,44
4400720080,"Cumberland town, Providence County, Rhode Island",34498.0,30651.0,3847.0,007,20080,44
4400780780,"Woonsocket city, Providence County, Rhode Island",41508.0,36708.0,4800.0,007,80780,44
4400751760,"North Providence town, Providence County, Rhode Island",32345.0,27628.0,4717.0,007,51760,44
4400741500,"Lincoln town, Providence County, Rhode Island",21630.0,19675.0,1955.0,007,41500,44
4400722960,"East Providence city, Providence County, Rhode Island",47425.0,39718.0,7707.0,007,22960,44
4400730340,"Glocester town, Providence County, Rhode Island",9993.0,9645.0,348.0,007,30340,44
4400752480,"North Smithfield town, Providence County, Rhode Island",12301.0,11692.0,609.0,007,52480,44
4400714140,"Central Falls city, Providence County, Rhode Island",19395.0,12014.0,7381.0,007,14140,44
4400766200,"Smithfield town, Providence County, Rhode Island",21611.0,20658.0,953.0,007,66200,44
4400754640,"Pawtucket city, Providence County, Rhode Island",71770.0,53821.0,17949.0,007,54640,44
4400759000,"Providence city, Providence County, Rhode Island",179509.0,127109.0,52400.0,007,59000,44
4400727460,"Foster town, Providence County, Rhode Island",4689.0,4605.0,84.0,007,27460,44
4400737720,"Johnston town, Providence County, Rhode Island",29159.0,26714.0,2445.0,007,37720,44
4400764220,"Scituate town, Providence County, Rhode Island",10529.0,10136.0,393.0,007,64220,44
4400711800,"Burrillville town, Providence County, Rhode Island",16363.0,16055.0,308.0,007,11800,44
4400719180,"Cranston city, Providence County, Rhode Island",80979.0,68978.0,12001.0,007,19180,44
440015140,"Barrington town, Bristol County, Rhode Island",16218.0,14826.0,1392.0,001,5140,44
4400173760,"Warren town, Bristol County, Rhode Island",10492.0,9738.0,754.0,001,73760,44
440019280,"Bristol town, Bristol County, Rhode Island",22318.0,19951.0,2367.0,001,9280,44
4400977000,"Westerly town, Washington County, Rhode Island",22626.0,21239.0,1387.0,009,77000,44
4400951580,"North Kingstown town, Washington County, Rhode Island",26178.0,25106.0,1072.0,009,51580,44
4400967460,"South Kingstown town, Washington County, Rhode Island",30712.0,29228.0,1484.0,009,67460,44
4400935380,"Hopkinton town, Washington County, Rhode Island",8112.0,7824.0,288.0,009,35380,44
4400961160,"Richmond town, Washington County, Rhode Island",7608.0,7293.0,315.0,009,61160,44
4400925300,"Exeter town, Washington County, Rhode Island",6761.0,6516.0,245.0,009,25300,44
4400948340,"Narragansett town, Washington County, Rhode Island",15601.0,14974.0,627.0,009,48340,44
4400950500,"New Shoreham town, Washington County, Rhode Island",830.0,781.0,49.0,009,50500,44
4400914500,"Charlestown town, Washington County, Rhode Island",7762.0,7616.0,146.0,009,14500,44
