geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
1500190630,"Hilo CCD, Hawaii County, Hawaii",32908.0,16347.0,101.0,15.0,13.0,131.0,251.0,186.0,260.0,310.0,5138.0,961.0,2293.0,1866.0,3363.0,732.0,252.0,475.0,16561.0,56.0,55.0,93.0,194.0,106.0,250.0,236.0,217.0,5111.0,885.0,1956.0,1876.0,3823.0,1162.0,313.0,228.0,001,90630,15,157.0,70.0,106.0,325.0,357.0,436.0,496.0,527.0,10249.0,1846.0,4249.0,3742.0,7186.0,1894.0,565.0,703.0,2474.0,1267.0,1207.0,6095.0,3254.0,2841.0,3162.0,1459.0,1703.0,10348.0,4822.0,5526.0
1500193240,"South Kona CCD, Hawaii County, Hawaii",8142.0,3846.0,0.0,37.0,51.0,25.0,80.0,31.0,46.0,46.0,1346.0,151.0,697.0,201.0,653.0,340.0,57.0,85.0,4296.0,47.0,23.0,58.0,11.0,77.0,27.0,51.0,30.0,1301.0,249.0,941.0,429.0,660.0,246.0,107.0,39.0,001,93240,15,47.0,60.0,109.0,36.0,157.0,58.0,97.0,76.0,2647.0,400.0,1638.0,630.0,1313.0,586.0,164.0,124.0,640.0,316.0,324.0,2038.0,848.0,1190.0,874.0,482.0,392.0,2187.0,1135.0,1052.0
1500192610,"North Kona CCD, Hawaii County, Hawaii",30363.0,15145.0,81.0,37.0,18.0,121.0,150.0,434.0,338.0,208.0,4085.0,857.0,2954.0,1159.0,3355.0,748.0,422.0,178.0,15218.0,76.0,10.0,111.0,143.0,105.0,262.0,173.0,207.0,4160.0,880.0,2433.0,1513.0,3334.0,1337.0,271.0,203.0,001,92610,15,157.0,47.0,129.0,264.0,255.0,696.0,511.0,415.0,8245.0,1737.0,5387.0,2672.0,6689.0,2085.0,693.0,381.0,2474.0,1387.0,1087.0,7124.0,3811.0,3313.0,3159.0,1348.0,1811.0,9848.0,4703.0,5145.0
1500190720,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",2993.0,1507.0,0.0,19.0,30.0,6.0,5.0,15.0,0.0,16.0,677.0,42.0,259.0,115.0,225.0,86.0,2.0,10.0,1486.0,0.0,42.0,42.0,28.0,3.0,21.0,2.0,10.0,658.0,52.0,248.0,156.0,157.0,39.0,11.0,17.0,001,90720,15,0.0,61.0,72.0,34.0,8.0,36.0,2.0,26.0,1335.0,94.0,507.0,271.0,382.0,125.0,13.0,27.0,239.0,91.0,148.0,601.0,301.0,300.0,165.0,98.0,67.0,547.0,323.0,224.0
1500192700,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",2061.0,1052.0,0.0,15.0,24.0,26.0,16.0,14.0,29.0,3.0,380.0,24.0,209.0,85.0,123.0,36.0,51.0,17.0,1009.0,0.0,20.0,19.0,5.0,27.0,59.0,0.0,0.0,332.0,11.0,254.0,54.0,140.0,64.0,19.0,5.0,001,92700,15,0.0,35.0,43.0,31.0,43.0,73.0,29.0,3.0,712.0,35.0,463.0,139.0,263.0,100.0,70.0,22.0,257.0,127.0,130.0,498.0,233.0,265.0,192.0,104.0,88.0,455.0,227.0,228.0
1500192790,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",7808.0,3947.0,20.0,1.0,22.0,0.0,72.0,45.0,73.0,40.0,1196.0,336.0,644.0,440.0,529.0,308.0,110.0,111.0,3861.0,0.0,0.0,7.0,59.0,74.0,44.0,37.0,36.0,963.0,354.0,727.0,540.0,647.0,310.0,49.0,14.0,001,92790,15,20.0,1.0,29.0,59.0,146.0,89.0,110.0,76.0,2159.0,690.0,1371.0,980.0,1176.0,618.0,159.0,125.0,530.0,273.0,257.0,2061.0,980.0,1081.0,902.0,529.0,373.0,2078.0,1058.0,1020.0
1500192520,"North Kohala CCD, Hawaii County, Hawaii",4550.0,2148.0,0.0,19.0,25.0,2.0,41.0,37.0,58.0,7.0,883.0,183.0,273.0,197.0,261.0,65.0,49.0,48.0,2402.0,8.0,5.0,55.0,5.0,0.0,22.0,28.0,1.0,828.0,98.0,471.0,178.0,558.0,83.0,54.0,8.0,001,92520,15,8.0,24.0,80.0,7.0,41.0,59.0,86.0,8.0,1711.0,281.0,744.0,375.0,819.0,148.0,103.0,56.0,313.0,189.0,124.0,1025.0,456.0,569.0,307.0,162.0,145.0,1126.0,423.0,703.0
1500192880,"Papaikou-Wailea CCD, Hawaii County, Hawaii",3516.0,1590.0,0.0,0.0,5.0,39.0,6.0,53.0,0.0,14.0,458.0,59.0,234.0,139.0,372.0,119.0,74.0,18.0,1926.0,3.0,20.0,10.0,21.0,56.0,15.0,20.0,6.0,660.0,60.0,280.0,180.0,385.0,152.0,39.0,19.0,001,92880,15,3.0,20.0,15.0,60.0,62.0,68.0,20.0,20.0,1118.0,119.0,514.0,319.0,757.0,271.0,113.0,37.0,268.0,117.0,151.0,633.0,293.0,340.0,421.0,211.0,210.0,1178.0,583.0,595.0
1500191170,"Kau CCD, Hawaii County, Hawaii",5882.0,2839.0,0.0,40.0,31.0,129.0,117.0,15.0,16.0,18.0,1087.0,190.0,370.0,315.0,381.0,41.0,45.0,44.0,3043.0,3.0,18.0,42.0,61.0,53.0,13.0,71.0,23.0,1197.0,179.0,598.0,194.0,378.0,208.0,0.0,5.0,001,91170,15,3.0,58.0,73.0,190.0,170.0,28.0,87.0,41.0,2284.0,369.0,968.0,509.0,759.0,249.0,45.0,49.0,650.0,366.0,284.0,1337.0,560.0,777.0,343.0,130.0,213.0,1102.0,511.0,591.0
1500193150,"South Kohala CCD, Hawaii County, Hawaii",13443.0,6434.0,30.0,0.0,0.0,70.0,86.0,89.0,48.0,58.0,1769.0,277.0,1423.0,499.0,1495.0,297.0,133.0,160.0,7009.0,33.0,21.0,15.0,49.0,19.0,75.0,128.0,60.0,1757.0,196.0,1367.0,976.0,1498.0,622.0,74.0,119.0,001,93150,15,63.0,21.0,15.0,119.0,105.0,164.0,176.0,118.0,3526.0,473.0,2790.0,1475.0,2993.0,919.0,207.0,279.0,781.0,381.0,400.0,3263.0,1700.0,1563.0,1405.0,590.0,815.0,4398.0,2085.0,2313.0
1500191350,"Keaau-Mountain View CCD, Hawaii County, Hawaii",25282.0,12489.0,33.0,23.0,99.0,142.0,70.0,153.0,437.0,21.0,4433.0,687.0,2830.0,1323.0,1303.0,539.0,209.0,187.0,12793.0,8.0,6.0,201.0,47.0,251.0,228.0,138.0,9.0,4250.0,731.0,1967.0,1258.0,2589.0,959.0,103.0,48.0,001,91350,15,41.0,29.0,300.0,189.0,321.0,381.0,575.0,30.0,8683.0,1418.0,4797.0,2581.0,3892.0,1498.0,312.0,235.0,1866.0,978.0,888.0,6215.0,3517.0,2698.0,2045.0,935.0,1110.0,5937.0,2238.0,3699.0
1500192430,"North Hilo CCD, Hawaii County, Hawaii",1184.0,579.0,0.0,0.0,0.0,3.0,20.0,51.0,18.0,0.0,172.0,21.0,93.0,45.0,86.0,55.0,6.0,9.0,605.0,0.0,0.0,9.0,13.0,0.0,37.0,0.0,0.0,187.0,18.0,137.0,60.0,103.0,26.0,0.0,15.0,001,92430,15,0.0,0.0,9.0,16.0,20.0,88.0,18.0,0.0,359.0,39.0,230.0,105.0,189.0,81.0,6.0,24.0,151.0,92.0,59.0,269.0,114.0,155.0,111.0,70.0,41.0,300.0,156.0,144.0
1500391800,"Koolaupoko CCD, Honolulu County, Hawaii",78691.0,38751.0,151.0,30.0,55.0,189.0,162.0,336.0,292.0,375.0,10224.0,2319.0,6109.0,3479.0,8997.0,3487.0,1636.0,910.0,39940.0,145.0,136.0,181.0,163.0,171.0,326.0,365.0,452.0,10138.0,2183.0,5312.0,3771.0,10498.0,4320.0,1097.0,682.0,003,91800,15,296.0,166.0,236.0,352.0,333.0,662.0,657.0,827.0,20362.0,4502.0,11421.0,7250.0,19495.0,7807.0,2733.0,1592.0,3529.0,1590.0,1939.0,15923.0,8428.0,7495.0,12132.0,6033.0,6099.0,31627.0,15030.0,16597.0
1500393420,"Wahiawa CCD, Honolulu County, Hawaii",23781.0,12226.0,110.0,45.0,148.0,82.0,48.0,53.0,151.0,115.0,4139.0,1132.0,2720.0,1272.0,1744.0,347.0,110.0,10.0,11555.0,197.0,113.0,177.0,259.0,114.0,87.0,107.0,174.0,2864.0,738.0,2424.0,1666.0,2038.0,497.0,91.0,9.0,003,93420,15,307.0,158.0,325.0,341.0,162.0,140.0,258.0,289.0,7003.0,1870.0,5144.0,2938.0,3782.0,844.0,201.0,19.0,1980.0,752.0,1228.0,7014.0,3852.0,3162.0,1064.0,467.0,597.0,4846.0,2211.0,2635.0
1500390270,"Ewa CCD, Honolulu County, Hawaii",229421.0,114107.0,1281.0,630.0,888.0,599.0,799.0,1354.0,1138.0,1161.0,32856.0,7604.0,19006.0,14904.0,23051.0,6906.0,1316.0,614.0,115314.0,1230.0,830.0,1847.0,1346.0,754.0,975.0,914.0,1453.0,30196.0,7145.0,18154.0,14154.0,25628.0,8063.0,1639.0,986.0,003,90270,15,2511.0,1460.0,2735.0,1945.0,1553.0,2329.0,2052.0,2614.0,63052.0,14749.0,37160.0,29058.0,48679.0,14969.0,2955.0,1600.0,17199.0,7850.0,9349.0,51909.0,26610.0,25299.0,19524.0,8836.0,10688.0,68203.0,31887.0,36316.0
1500393510,"Waialua CCD, Honolulu County, Hawaii",8650.0,4270.0,56.0,56.0,39.0,24.0,31.0,46.0,57.0,70.0,1208.0,359.0,845.0,379.0,770.0,222.0,80.0,28.0,4380.0,80.0,50.0,112.0,31.0,47.0,88.0,26.0,55.0,1155.0,146.0,898.0,379.0,898.0,321.0,70.0,24.0,003,93510,15,136.0,106.0,151.0,55.0,78.0,134.0,83.0,125.0,2363.0,505.0,1743.0,758.0,1668.0,543.0,150.0,52.0,868.0,379.0,489.0,2248.0,1204.0,1044.0,745.0,330.0,415.0,2413.0,1100.0,1313.0
1500391710,"Koolauloa CCD, Honolulu County, Hawaii",12293.0,6471.0,37.0,13.0,36.0,58.0,43.0,119.0,49.0,62.0,1955.0,338.0,1119.0,429.0,1382.0,495.0,140.0,196.0,5822.0,23.0,10.0,49.0,54.0,32.0,45.0,9.0,54.0,1321.0,306.0,915.0,527.0,1744.0,583.0,52.0,98.0,003,91710,15,60.0,23.0,85.0,112.0,75.0,164.0,58.0,116.0,3276.0,644.0,2034.0,956.0,3126.0,1078.0,192.0,294.0,693.0,417.0,276.0,2678.0,1457.0,1221.0,1564.0,831.0,733.0,4690.0,2213.0,2477.0
1500393600,"Waianae CCD, Honolulu County, Hawaii",29884.0,14296.0,208.0,106.0,63.0,165.0,288.0,239.0,458.0,223.0,7179.0,800.0,2114.0,872.0,1198.0,288.0,53.0,42.0,15588.0,169.0,128.0,109.0,183.0,295.0,236.0,489.0,171.0,6407.0,1224.0,2626.0,1145.0,1560.0,737.0,65.0,44.0,003,93600,15,377.0,234.0,172.0,348.0,583.0,475.0,947.0,394.0,13586.0,2024.0,4740.0,2017.0,2758.0,1025.0,118.0,86.0,3530.0,1750.0,1780.0,6764.0,2914.0,3850.0,1229.0,383.0,846.0,3987.0,1581.0,2406.0
1500390810,"Honolulu CCD, Honolulu County, Hawaii",297212.0,144744.0,2165.0,1035.0,1415.0,1320.0,1450.0,2836.0,1560.0,2185.0,32861.0,7445.0,20749.0,13219.0,35126.0,11322.0,6118.0,3938.0,152468.0,2950.0,1171.0,3078.0,2094.0,1661.0,2215.0,1345.0,2277.0,35442.0,6981.0,19479.0,14875.0,37530.0,14063.0,4446.0,2861.0,003,90810,15,5115.0,2206.0,4493.0,3414.0,3111.0,5051.0,2905.0,4462.0,68303.0,14426.0,40228.0,28094.0,72656.0,25385.0,10564.0,6799.0,30757.0,13966.0,16791.0,54654.0,28194.0,26460.0,42748.0,21378.0,21370.0,115404.0,56504.0,58900.0
1500991890,"Kula CCD, Maui County, Hawaii",10720.0,5282.0,3.0,8.0,0.0,10.0,5.0,5.0,23.0,16.0,1119.0,245.0,923.0,527.0,1514.0,361.0,281.0,242.0,5438.0,31.0,16.0,27.0,20.0,3.0,30.0,19.0,60.0,1122.0,305.0,1148.0,594.0,1431.0,427.0,64.0,141.0,009,91890,15,34.0,24.0,27.0,30.0,8.0,35.0,42.0,76.0,2241.0,550.0,2071.0,1121.0,2945.0,788.0,345.0,383.0,276.0,70.0,206.0,2621.0,1168.0,1453.0,1516.0,884.0,632.0,4461.0,2398.0,2063.0
1500992250,"Makawao-Paia CCD, Maui County, Hawaii",14594.0,7166.0,26.0,0.0,12.0,31.0,21.0,97.0,91.0,147.0,2606.0,537.0,1221.0,795.0,1133.0,231.0,182.0,36.0,7428.0,96.0,70.0,2.0,8.0,36.0,13.0,35.0,66.0,2125.0,570.0,1405.0,842.0,1419.0,567.0,124.0,50.0,009,92250,15,122.0,70.0,14.0,39.0,57.0,110.0,126.0,213.0,4731.0,1107.0,2626.0,1637.0,2552.0,798.0,306.0,86.0,751.0,425.0,326.0,3733.0,1758.0,1975.0,1190.0,449.0,741.0,3742.0,1582.0,2160.0
1500991530,"Kihei CCD, Maui County, Hawaii",17387.0,8666.0,78.0,22.0,35.0,111.0,51.0,40.0,112.0,94.0,2583.0,799.0,1728.0,727.0,1551.0,449.0,155.0,131.0,8721.0,70.0,62.0,48.0,49.0,47.0,27.0,143.0,115.0,2123.0,553.0,1856.0,910.0,2009.0,499.0,171.0,39.0,009,91530,15,148.0,84.0,83.0,160.0,98.0,67.0,255.0,209.0,4706.0,1352.0,3584.0,1637.0,3560.0,948.0,326.0,170.0,1104.0,543.0,561.0,4936.0,2527.0,2409.0,1444.0,735.0,709.0,5004.0,2286.0,2718.0
1500990360,"Haiku-Pauwela CCD, Maui County, Hawaii",7079.0,3531.0,22.0,0.0,0.0,37.0,30.0,0.0,47.0,16.0,1059.0,171.0,778.0,249.0,686.0,208.0,129.0,99.0,3548.0,19.0,0.0,9.0,13.0,31.0,55.0,0.0,48.0,717.0,158.0,447.0,576.0,911.0,382.0,98.0,84.0,009,90360,15,41.0,0.0,9.0,50.0,61.0,55.0,47.0,64.0,1776.0,329.0,1225.0,825.0,1597.0,590.0,227.0,183.0,327.0,152.0,175.0,1554.0,949.0,605.0,1000.0,436.0,564.0,2597.0,1122.0,1475.0
1500990450,"Hana CCD, Maui County, Hawaii",1103.0,542.0,0.0,0.0,0.0,12.0,10.0,19.0,0.0,0.0,323.0,33.0,57.0,6.0,28.0,54.0,0.0,0.0,561.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,114.0,37.0,165.0,31.0,130.0,68.0,0.0,0.0,009,90450,15,0.0,0.0,0.0,18.0,20.0,19.0,0.0,0.0,437.0,70.0,222.0,37.0,158.0,122.0,0.0,0.0,57.0,41.0,16.0,292.0,90.0,202.0,122.0,54.0,68.0,280.0,82.0,198.0
1500993870,"Wailuku CCD, Maui County, Hawaii",15231.0,7328.0,20.0,0.0,56.0,52.0,29.0,144.0,115.0,139.0,2493.0,658.0,1311.0,751.0,992.0,330.0,183.0,55.0,7903.0,27.0,47.0,106.0,119.0,98.0,108.0,131.0,188.0,2033.0,609.0,1435.0,884.0,1273.0,649.0,141.0,55.0,009,93870,15,47.0,47.0,162.0,171.0,127.0,252.0,246.0,327.0,4526.0,1267.0,2746.0,1635.0,2265.0,979.0,324.0,110.0,1379.0,555.0,824.0,4013.0,1969.0,2044.0,1413.0,568.0,845.0,3678.0,1560.0,2118.0
1500992070,"Lanai CCD, Maui County, Hawaii",2405.0,1177.0,0.0,25.0,40.0,19.0,0.0,0.0,8.0,32.0,468.0,50.0,156.0,107.0,190.0,52.0,30.0,0.0,1228.0,0.0,48.0,36.0,30.0,0.0,0.0,44.0,13.0,356.0,0.0,275.0,122.0,224.0,44.0,3.0,33.0,009,92070,15,0.0,73.0,76.0,49.0,0.0,0.0,52.0,45.0,824.0,50.0,431.0,229.0,414.0,96.0,33.0,33.0,295.0,124.0,171.0,481.0,206.0,275.0,162.0,82.0,80.0,576.0,272.0,304.0
1500993690,"Waihee-Waikapu CCD, Maui County, Hawaii",5091.0,2400.0,0.0,0.0,34.0,20.0,3.0,17.0,31.0,44.0,770.0,160.0,428.0,273.0,348.0,149.0,79.0,44.0,2691.0,14.0,7.0,11.0,10.0,0.0,12.0,25.0,15.0,776.0,157.0,499.0,324.0,557.0,203.0,71.0,10.0,009,93690,15,14.0,7.0,45.0,30.0,3.0,29.0,56.0,59.0,1546.0,317.0,927.0,597.0,905.0,352.0,150.0,54.0,243.0,149.0,94.0,1244.0,588.0,656.0,556.0,272.0,284.0,1461.0,620.0,841.0
1500991980,"Lahaina CCD, Maui County, Hawaii",16840.0,8777.0,77.0,77.0,62.0,127.0,77.0,158.0,185.0,79.0,2876.0,457.0,1715.0,823.0,1594.0,275.0,121.0,74.0,8063.0,42.0,38.0,169.0,122.0,31.0,103.0,69.0,190.0,2841.0,521.0,1261.0,607.0,1608.0,313.0,59.0,89.0,009,91980,15,119.0,115.0,231.0,249.0,108.0,261.0,254.0,269.0,5717.0,978.0,2976.0,1430.0,3202.0,588.0,180.0,163.0,1606.0,842.0,764.0,3954.0,2172.0,1782.0,931.0,470.0,461.0,4133.0,2064.0,2069.0
1500993960,"West Molokai CCD, Maui County, Hawaii",1687.0,844.0,4.0,12.0,0.0,11.0,3.0,6.0,8.0,6.0,425.0,23.0,124.0,61.0,73.0,74.0,12.0,2.0,843.0,2.0,4.0,5.0,23.0,0.0,12.0,23.0,2.0,236.0,27.0,186.0,119.0,88.0,98.0,18.0,0.0,009,93960,15,6.0,16.0,5.0,34.0,3.0,18.0,31.0,8.0,661.0,50.0,310.0,180.0,161.0,172.0,30.0,2.0,121.0,50.0,71.0,360.0,147.0,213.0,204.0,88.0,116.0,365.0,161.0,204.0
1500990090,"East Molokai CCD, Maui County, Hawaii",2855.0,1298.0,0.0,3.0,0.0,2.0,23.0,39.0,11.0,12.0,651.0,29.0,182.0,111.0,162.0,46.0,13.0,14.0,1557.0,2.0,24.0,37.0,33.0,2.0,0.0,8.0,4.0,565.0,37.0,345.0,203.0,164.0,103.0,10.0,20.0,009,90090,15,2.0,27.0,37.0,35.0,25.0,39.0,19.0,16.0,1216.0,66.0,527.0,314.0,326.0,149.0,23.0,34.0,200.0,90.0,110.0,593.0,211.0,382.0,206.0,73.0,133.0,532.0,235.0,297.0
