geoid,name,median,male,female,county,county subdivision,state
5305790272,"Bow CCD, Skagit County, Washington",46.4,46.7,44.8,057,90272,53
5305793360,"Swinomish Reservation CCD, Skagit County, Washington",56.6,54.1,57.7,057,93360,53
5305792096,"Mount Vernon CCD, Skagit County, Washington",35.5,33.3,38.4,057,92096,53
5305790384,"Burlington CCD, Skagit County, Washington",35.6,35.0,36.1,057,90384,53
5305790768,"Conway CCD, Skagit County, Washington",47.6,49.3,47.2,057,90768,53
5305791536,"La Conner CCD, Skagit County, Washington",50.3,51.2,49.6,057,91536,53
5305791776,"Lyman-Hamilton CCD, Skagit County, Washington",43.7,43.3,46.3,057,91776,53
5305792944,"Sedro-Woolley CCD, Skagit County, Washington",34.5,34.3,34.8,057,92944,53
5305790608,"Clear Lake CCD, Skagit County, Washington",44.2,45.9,40.4,057,90608,53
5305790064,"Anacortes CCD, Skagit County, Washington",51.3,50.7,51.8,057,90064,53
5306593232,"Springdale CCD, Stevens County, Washington",44.4,45.0,44.3,065,93232,53
5306590560,"Chewelah CCD, Stevens County, Washington",51.0,48.0,53.1,065,90560,53
5306590688,"Colville CCD, Stevens County, Washington",48.6,48.5,48.6,065,90688,53
5306593216,"Spokane Reservation CCD, Stevens County, Washington",32.4,27.8,35.9,065,93216,53
5306591680,"Loon Lake CCD, Stevens County, Washington",44.6,43.5,45.7,065,91680,53
5306591472,"Kettle Falls CCD, Stevens County, Washington",51.1,51.4,51.0,065,91472,53
5306393200,"Spokane CCD, Spokane County, Washington",36.7,35.3,38.3,063,93200,53
5306390880,"Deer Park CCD, Spokane County, Washington",44.4,44.2,44.5,063,90880,53
5306392816,"Rockford CCD, Spokane County, Washington",48.2,48.3,47.6,063,92816,53
5306393584,"Valleyford CCD, Spokane County, Washington",47.2,49.3,45.4,063,93584,53
5306390048,"Airway Heights CCD, Spokane County, Washington",39.3,38.4,40.8,063,90048,53
5306390640,"Colbert CCD, Spokane County, Washington",47.6,47.9,47.4,063,90640,53
5306391616,"Liberty Lake CCD, Spokane County, Washington",41.7,38.3,43.0,063,91616,53
5306392080,"Mount Spokane CCD, Spokane County, Washington",47.7,47.6,47.7,063,92080,53
5304392304,"Odessa CCD, Lincoln County, Washington",48.9,50.9,47.4,043,92304,53
5304393760,"Wilbur CCD, Lincoln County, Washington",49.2,49.1,49.4,043,93760,53
5304390848,"Davenport CCD, Lincoln County, Washington",47.2,44.5,50.3,043,90848,53
5300793712,"Wenatchee CCD, Chelan County, Washington",35.8,35.4,36.2,007,93712,53
5300790448,"Cashmere CCD, Chelan County, Washington",40.4,39.2,41.0,007,90448,53
5300791600,"Leavenworth-Lake Wenatchee CCD, Chelan County, Washington",49.6,52.4,47.0,007,91600,53
5300793280,"Stehekin CCD, Chelan County, Washington",66.4,-666666666.0,67.3,007,93280,53
5300992592,"Port Angeles CCD, Clallam County, Washington",43.3,41.4,45.5,009,92592,53
5300991168,"Forks CCD, Clallam County, Washington",37.0,35.6,40.3,009,91168,53
5300990032,"Agnew-Carlsborg CCD, Clallam County, Washington",58.0,56.5,59.2,009,90032,53
5300990816,"Crescent CCD, Clallam County, Washington",49.8,48.6,50.2,009,90816,53
5301591664,"Longview-Kelso CCD, Cowlitz County, Washington",38.9,38.2,40.1,015,91664,53
5301591440,"Kalama CCD, Cowlitz County, Washington",45.5,44.9,45.7,015,91440,53
5301592864,"Rose Valley CCD, Cowlitz County, Washington",47.3,45.9,48.7,015,92864,53
5301593856,"Woodland CCD, Cowlitz County, Washington",37.6,37.3,38.0,015,93856,53
5301590464,"Castle Rock CCD, Cowlitz County, Washington",45.9,45.5,46.6,015,90464,53
5301990832,"Curlew CCD, Ferry County, Washington",52.0,53.9,48.5,019,90832,53
5301990704,"Colville Reservation CCD, Ferry County, Washington",39.4,34.5,44.4,019,90704,53
5301992752,"Republic CCD, Ferry County, Washington",51.4,47.7,53.2,019,92752,53
5300791040,"Entiat CCD, Chelan County, Washington",53.8,52.8,54.6,007,91040,53
5300791840,"Malaga CCD, Chelan County, Washington",39.0,32.0,42.0,007,91840,53
5300791904,"Manson CCD, Chelan County, Washington",42.5,40.6,44.0,007,91904,53
5300790544,"Chelan CCD, Chelan County, Washington",40.9,40.5,42.9,007,90544,53
5303193728,"West End CCD, Jefferson County, Washington",35.3,33.5,43.5,031,93728,53
5303590288,"Bremerton CCD, Kitsap County, Washington",35.9,34.0,38.9,035,90288,53
5303591488,"Kingston CCD, Kitsap County, Washington",45.5,44.3,46.3,035,91488,53
