geoid,name,median,male,female,county,county subdivision,state
551258950,"Boulder Junction town, Vilas County, Wisconsin",63.0,62.5,63.3,125,8950,55
5512563625,"Plum Lake town, Vilas County, Wisconsin",54.3,54.2,54.3,125,63625,55
5512544525,"Lincoln town, Vilas County, Wisconsin",52.7,51.8,53.9,125,44525,55
5512570725,"St. Germain town, Vilas County, Wisconsin",52.7,54.4,51.9,125,70725,55
551252450,"Arbor Vitae town, Vilas County, Wisconsin",49.3,46.3,57.1,125,2450,55
5502365050,"Prairie du Chien city, Crawford County, Wisconsin",46.3,42.6,50.2,023,65050,55
5502346675,"Lynxville village, Crawford County, Wisconsin",32.6,32.4,32.9,023,46675,55
5502349275,"Marietta town, Crawford County, Wisconsin",52.4,52.8,52.2,023,49275,55
5502321900,"Eastman village, Crawford County, Wisconsin",35.8,33.4,43.0,023,21900,55
5502377175,"Steuben village, Crawford County, Wisconsin",45.2,46.3,43.3,023,77175,55
5502384725,"Wauzeka village, Crawford County, Wisconsin",33.1,32.9,33.3,023,84725,55
550239550,"Bridgeport town, Crawford County, Wisconsin",47.6,46.4,48.7,023,9550,55
5502354900,"Mount Sterling village, Crawford County, Wisconsin",50.5,39.8,56.8,023,54900,55
5502319850,"De Soto village, Crawford County, Wisconsin",38.6,37.5,38.7,023,19850,55
5502315075,"Clayton town, Crawford County, Wisconsin",48.3,41.6,50.1,023,15075,55
5502321925,"Eastman town, Crawford County, Wisconsin",42.1,42.1,42.1,023,21925,55
5502332500,"Haney town, Crawford County, Wisconsin",50.5,50.8,50.4,023,32500,55
5502372275,"Scott town, Crawford County, Wisconsin",54.7,55.2,53.8,023,72275,55
5502374550,"Soldiers Grove village, Crawford County, Wisconsin",49.0,42.3,52.0,023,74550,55
5502384750,"Wauzeka town, Crawford County, Wisconsin",40.5,40.3,42.1,023,84750,55
5502327700,"Freeman town, Crawford County, Wisconsin",55.0,56.0,53.8,023,27700,55
550236225,"Bell Center village, Crawford County, Wisconsin",48.9,49.5,46.5,023,6225,55
5505712350,"Camp Douglas village, Juneau County, Wisconsin",36.0,34.1,37.8,057,12350,55
5505725850,"Finley town, Juneau County, Wisconsin",50.7,52.3,50.4,057,25850,55
5505755725,"Necedah town, Juneau County, Wisconsin",44.5,46.5,39.7,057,55725,55
5505728850,"Germantown town, Juneau County, Wisconsin",53.2,53.0,53.2,057,28850,55
