geoid,name,total,native,foreign_born,county,county subdivision,state
5002111950,"Castleton town, Rutland County, Vermont",4602.0,4499.0,103.0,021,11950,50
5002155600,"Pittsford town, Rutland County, Vermont",2870.0,2818.0,52.0,021,55600,50
5002165275,"Shrewsbury town, Rutland County, Vermont",1140.0,1101.0,39.0,021,65275,50
500217750,"Brandon town, Rutland County, Vermont",3829.0,3745.0,84.0,021,7750,50
5002134450,"Hubbardton town, Rutland County, Vermont",559.0,546.0,13.0,021,34450,50
5002137685,"Killington town, Rutland County, Vermont",709.0,655.0,54.0,021,37685,50
5002144800,"Middletown Springs town, Rutland County, Vermont",835.0,817.0,18.0,021,44800,50
5002144125,"Mendon town, Rutland County, Vermont",968.0,926.0,42.0,021,44125,50
5002147200,"Mount Holly town, Rutland County, Vermont",1231.0,1210.0,21.0,021,47200,50
5002182300,"West Rutland town, Rutland County, Vermont",2454.0,2413.0,41.0,021,82300,50
5002157250,"Proctor town, Rutland County, Vermont",1668.0,1623.0,45.0,021,57250,50
5002135425,"Ira town, Rutland County, Vermont",424.0,422.0,2.0,021,35425,50
500215200,"Benson town, Rutland County, Vermont",1043.0,1034.0,9.0,021,5200,50
5002114500,"Clarendon town, Rutland County, Vermont",2403.0,2334.0,69.0,021,14500,50
5002116825,"Danby town, Rutland County, Vermont",1413.0,1383.0,30.0,021,16825,50
5002125375,"Fair Haven town, Rutland County, Vermont",2635.0,2579.0,56.0,021,25375,50
5002156875,"Poultney town, Rutland County, Vermont",3349.0,3265.0,84.0,021,56875,50
5002147425,"Mount Tabor town, Rutland County, Vermont",265.0,258.0,7.0,021,47425,50
5002155450,"Pittsfield town, Rutland County, Vermont",412.0,410.0,2.0,021,55450,50
5002161225,"Rutland city, Rutland County, Vermont",15740.0,15101.0,639.0,021,61225,50
5002114350,"Chittenden town, Rutland County, Vermont",1245.0,1202.0,43.0,021,14350,50
5002154250,"Pawlet town, Rutland County, Vermont",1344.0,1331.0,13.0,021,54250,50
5002172925,"Tinmouth town, Rutland County, Vermont",601.0,590.0,11.0,021,72925,50
5002175925,"Wallingford town, Rutland County, Vermont",2045.0,2001.0,44.0,021,75925,50
5002177950,"Wells town, Rutland County, Vermont",922.0,909.0,13.0,021,77950,50
5002180875,"West Haven town, Rutland County, Vermont",313.0,302.0,11.0,021,80875,50
5002171050,"Sudbury town, Rutland County, Vermont",614.0,608.0,6.0,021,71050,50
5002161300,"Rutland town, Rutland County, Vermont",4043.0,4010.0,33.0,021,61300,50
5001928075,"Glover town, Orleans County, Vermont",1090.0,1057.0,33.0,019,28075,50
