geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
4506592262,"Mount Carmel CCD, McCormick County, South Carolina",1851.0,922.0,17.0,0.0,0.0,39.0,0.0,29.0,0.0,13.0,164.0,13.0,111.0,96.0,302.0,82.0,9.0,47.0,929.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,15.0,296.0,52.0,155.0,110.0,197.0,74.0,0.0,0.0,065,92262,45,23.0,0.0,0.0,39.0,0.0,53.0,0.0,28.0,460.0,65.0,266.0,206.0,499.0,156.0,9.0,47.0,143.0,98.0,45.0,331.0,124.0,207.0,212.0,138.0,74.0,711.0,440.0,271.0
4505990663,"Clinton CCD, Laurens County, South Carolina",9761.0,4362.0,95.0,48.0,86.0,100.0,176.0,73.0,150.0,91.0,1606.0,266.0,551.0,309.0,442.0,204.0,59.0,106.0,5399.0,66.0,0.0,78.0,183.0,252.0,257.0,241.0,67.0,1808.0,382.0,624.0,475.0,536.0,338.0,59.0,33.0,059,90663,45,161.0,48.0,164.0,283.0,428.0,330.0,391.0,158.0,3414.0,648.0,1175.0,784.0,978.0,542.0,118.0,139.0,1963.0,819.0,1144.0,1823.0,817.0,1006.0,799.0,369.0,430.0,1777.0,811.0,966.0
4505991924,"Laurens CCD, Laurens County, South Carolina",14347.0,6696.0,119.0,60.0,130.0,194.0,235.0,286.0,237.0,235.0,2387.0,424.0,985.0,487.0,637.0,244.0,27.0,9.0,7651.0,123.0,35.0,152.0,254.0,237.0,211.0,187.0,84.0,2682.0,453.0,1261.0,741.0,768.0,459.0,4.0,0.0,059,91924,45,242.0,95.0,282.0,448.0,472.0,497.0,424.0,319.0,5069.0,877.0,2246.0,1228.0,1405.0,703.0,31.0,9.0,2779.0,1496.0,1283.0,3123.0,1409.0,1714.0,743.0,280.0,463.0,2148.0,917.0,1231.0
4505991690,"Joanna CCD, Laurens County, South Carolina",1638.0,886.0,17.0,26.0,15.0,38.0,59.0,0.0,83.0,29.0,262.0,14.0,144.0,91.0,103.0,0.0,5.0,0.0,752.0,16.0,0.0,34.0,39.0,50.0,68.0,8.0,15.0,262.0,52.0,83.0,31.0,48.0,46.0,0.0,0.0,059,91690,45,33.0,26.0,49.0,77.0,109.0,68.0,91.0,44.0,524.0,66.0,227.0,122.0,151.0,46.0,5.0,0.0,497.0,267.0,230.0,293.0,158.0,135.0,51.0,5.0,46.0,202.0,108.0,94.0
4506592561,"Parksville CCD, McCormick County, South Carolina",1620.0,773.0,17.0,0.0,11.0,46.0,35.0,60.0,12.0,0.0,313.0,47.0,90.0,45.0,74.0,11.0,12.0,0.0,847.0,16.0,0.0,0.0,36.0,22.0,40.0,29.0,26.0,286.0,39.0,153.0,68.0,77.0,41.0,0.0,14.0,065,92561,45,33.0,0.0,11.0,82.0,57.0,100.0,41.0,26.0,599.0,86.0,243.0,113.0,151.0,52.0,12.0,14.0,350.0,181.0,169.0,329.0,137.0,192.0,78.0,23.0,55.0,229.0,97.0,132.0
4506592119,"McCormick CCD, McCormick County, South Carolina",4492.0,2709.0,3.0,0.0,32.0,157.0,102.0,201.0,200.0,109.0,794.0,198.0,406.0,206.0,195.0,85.0,21.0,0.0,1783.0,8.0,3.0,60.0,3.0,23.0,144.0,50.0,11.0,649.0,44.0,329.0,161.0,228.0,67.0,0.0,3.0,065,92119,45,11.0,3.0,92.0,160.0,125.0,345.0,250.0,120.0,1443.0,242.0,735.0,367.0,423.0,152.0,21.0,3.0,1106.0,804.0,302.0,977.0,604.0,373.0,176.0,106.0,70.0,599.0,301.0,298.0
4507790533,"Central CCD, Pickens County, South Carolina",5921.0,2841.0,30.0,6.0,23.0,46.0,39.0,128.0,75.0,86.0,855.0,93.0,368.0,280.0,404.0,251.0,28.0,129.0,3080.0,35.0,14.0,39.0,51.0,16.0,106.0,121.0,66.0,836.0,111.0,374.0,267.0,518.0,426.0,37.0,63.0,077,90533,45,65.0,20.0,62.0,97.0,55.0,234.0,196.0,152.0,1691.0,204.0,742.0,547.0,922.0,677.0,65.0,192.0,881.0,433.0,448.0,946.0,461.0,485.0,934.0,408.0,526.0,1856.0,812.0,1044.0
4507790936,"Easley CCD, Pickens County, South Carolina",26327.0,12406.0,125.0,44.0,124.0,303.0,328.0,543.0,389.0,207.0,3834.0,945.0,1687.0,1111.0,1952.0,492.0,188.0,134.0,13921.0,88.0,116.0,138.0,354.0,293.0,563.0,384.0,268.0,4293.0,1163.0,2009.0,1761.0,1503.0,825.0,137.0,26.0,077,90936,45,213.0,160.0,262.0,657.0,621.0,1106.0,773.0,475.0,8127.0,2108.0,3696.0,2872.0,3455.0,1317.0,325.0,160.0,4267.0,2063.0,2204.0,5804.0,2632.0,3172.0,1802.0,814.0,988.0,5257.0,2766.0,2491.0
4507792639,"Pickens CCD, Pickens County, South Carolina",10741.0,5260.0,33.0,9.0,87.0,325.0,171.0,311.0,216.0,165.0,1709.0,309.0,864.0,534.0,381.0,115.0,12.0,19.0,5481.0,117.0,28.0,82.0,197.0,188.0,153.0,75.0,102.0,1712.0,337.0,1104.0,630.0,573.0,159.0,5.0,19.0,077,92639,45,150.0,37.0,169.0,522.0,359.0,464.0,291.0,267.0,3421.0,646.0,1968.0,1164.0,954.0,274.0,17.0,38.0,2259.0,1317.0,942.0,2614.0,1173.0,1441.0,329.0,146.0,183.0,1283.0,527.0,756.0
4507790949,"Easley East CCD, Pickens County, South Carolina",7164.0,3622.0,44.0,0.0,12.0,62.0,30.0,224.0,94.0,119.0,1304.0,208.0,465.0,365.0,487.0,159.0,37.0,12.0,3542.0,15.0,0.0,44.0,124.0,136.0,51.0,66.0,67.0,1329.0,287.0,464.0,426.0,349.0,144.0,24.0,16.0,077,90949,45,59.0,0.0,56.0,186.0,166.0,275.0,160.0,186.0,2633.0,495.0,929.0,791.0,836.0,303.0,61.0,28.0,1088.0,585.0,503.0,1424.0,673.0,751.0,392.0,208.0,184.0,1228.0,695.0,533.0
