geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
1210190481,"Central Pasco CCD, Pasco County, Florida",139330.0,91292.0,11326.0,457.0,5536.0,160.0,506.0,3070.0,26983.0,101,90481,12,5696.0,4033.0
1204190130,"Bell CCD, Gilchrist County, Florida",5620.0,5521.0,16.0,0.0,0.0,0.0,0.0,39.0,44.0,041,90130,12,0.0,39.0
1212191950,"Live Oak CCD, Suwannee County, Florida",18326.0,11190.0,4208.0,0.0,20.0,0.0,0.0,338.0,2570.0,121,91950,12,20.0,338.0
1210192860,"Port Richey CCD, Pasco County, Florida",115088.0,97430.0,2748.0,432.0,1495.0,118.0,111.0,1500.0,11254.0,101,92860,12,1613.0,2043.0
1205593120,"Sebring CCD, Highlands County, Florida",42525.0,31435.0,3296.0,62.0,222.0,13.0,44.0,769.0,6684.0,055,93120,12,235.0,875.0
1205591846,"Lake Placid CCD, Highlands County, Florida",23478.0,16835.0,814.0,106.0,112.0,0.0,7.0,273.0,5331.0,055,91846,12,112.0,386.0
1205590091,"Avon Park CCD, Highlands County, Florida",34174.0,20235.0,5158.0,120.0,1188.0,0.0,0.0,595.0,6878.0,055,90091,12,1188.0,715.0
1212190299,"Branford CCD, Suwannee County, Florida",7015.0,6294.0,81.0,20.0,4.0,0.0,0.0,250.0,366.0,121,90299,12,4.0,270.0
1210190741,"Dade City CCD, Pasco County, Florida",15071.0,7950.0,2236.0,5.0,199.0,0.0,13.0,162.0,4506.0,101,90741,12,199.0,180.0
1210192327,"New Port Richey CCD, Pasco County, Florida",169765.0,135924.0,6329.0,325.0,3667.0,40.0,196.0,2538.0,20746.0,101,92327,12,3707.0,3059.0
1204193432,"Trenton CCD, Gilchrist County, Florida",11571.0,9461.0,982.0,12.0,9.0,0.0,0.0,204.0,903.0,041,93432,12,9.0,216.0
1212190858,"Dowling Park CCD, Suwannee County, Florida",8693.0,7478.0,706.0,0.0,6.0,0.0,0.0,163.0,340.0,121,90858,12,6.0,163.0
1212192002,"McAlpin-Wellborn CCD, Suwannee County, Florida",9780.0,8225.0,838.0,15.0,31.0,0.0,0.0,81.0,590.0,121,92002,12,31.0,96.0
1200191248,"Gainesville CCD, Alachua County, Florida",179226.0,102679.0,39502.0,555.0,12387.0,145.0,607.0,4969.0,18382.0,001,91248,12,12532.0,6131.0
1200191469,"Hawthorne CCD, Alachua County, Florida",6005.0,4316.0,1377.0,14.0,4.0,0.0,0.0,125.0,169.0,001,91469,12,4.0,139.0
1200192314,"Newberry-Archer CCD, Alachua County, Florida",24283.0,18154.0,2895.0,0.0,967.0,0.0,70.0,399.0,1798.0,001,92314,12,967.0,469.0
1200192184,"Micanopy CCD, Alachua County, Florida",3039.0,2346.0,437.0,3.0,6.0,0.0,16.0,116.0,115.0,001,92184,12,6.0,135.0
1200191495,"High Springs-Alachua CCD, Alachua County, Florida",40276.0,28312.0,6321.0,152.0,1583.0,3.0,37.0,594.0,3274.0,001,91495,12,1586.0,783.0
1200193536,"Waldo CCD, Alachua County, Florida",7036.0,5331.0,1011.0,33.0,281.0,0.0,14.0,45.0,321.0,001,93536,12,281.0,92.0
1202790078,"Arcadia West CCD, DeSoto County, Florida",11845.0,9263.0,707.0,11.0,20.0,0.0,32.0,29.0,1783.0,027,90078,12,20.0,72.0
1202790065,"Arcadia East CCD, DeSoto County, Florida",23830.0,10519.0,3856.0,47.0,40.0,41.0,0.0,223.0,9104.0,027,90065,12,81.0,270.0
1201390026,"Altha CCD, Calhoun County, Florida",2363.0,2189.0,105.0,22.0,10.0,0.0,0.0,7.0,30.0,013,90026,12,10.0,29.0
1201390169,"Blountstown CCD, Calhoun County, Florida",8460.0,5631.0,1743.0,60.0,105.0,0.0,0.0,266.0,655.0,013,90169,12,105.0,326.0
1202391183,"Fort White CCD, Columbia County, Florida",15657.0,13390.0,974.0,0.0,84.0,35.0,0.0,431.0,743.0,023,91183,12,119.0,431.0
1201592899,"Punta Gorda CCD, Charlotte County, Florida",41809.0,36417.0,1508.0,270.0,232.0,61.0,65.0,468.0,2788.0,015,92899,12,293.0,803.0
1201591352,"Grove City-Rotonda CCD, Charlotte County, Florida",39467.0,36789.0,240.0,69.0,239.0,0.0,26.0,386.0,1718.0,015,91352,12,239.0,481.0
1201592834,"Port Charlotte CCD, Charlotte County, Florida",91960.0,73067.0,7735.0,98.0,1542.0,0.0,111.0,2040.0,7367.0,015,92834,12,1542.0,2249.0
1202392366,"North Columbia CCD, Columbia County, Florida",1448.0,1166.0,210.0,0.0,0.0,0.0,0.0,58.0,14.0,023,92366,12,0.0,58.0
1202391820,"Lake City CCD, Columbia County, Florida",51379.0,35472.0,10884.0,111.0,556.0,0.0,21.0,1115.0,3220.0,023,91820,12,556.0,1247.0
1202990702,"Cross City South CCD, Dixie County, Florida",4237.0,3713.0,142.0,4.0,68.0,0.0,0.0,61.0,249.0,029,90702,12,68.0,65.0
1202990689,"Cross City North CCD, Dixie County, Florida",12086.0,10130.0,1012.0,63.0,11.0,3.0,0.0,484.0,383.0,029,90689,12,14.0,547.0
1208593250,"Stuart CCD, Martin County, Florida",69809.0,58811.0,2783.0,135.0,1217.0,0.0,72.0,592.0,6199.0,085,93250,12,1217.0,799.0
1208591586,"Indiantown CCD, Martin County, Florida",20428.0,11862.0,2044.0,135.0,213.0,0.0,0.0,135.0,6039.0,085,91586,12,213.0,270.0
1208592873,"Port Salerno-Hobe Sound CCD, Martin County, Florida",65482.0,52327.0,3616.0,57.0,534.0,108.0,37.0,492.0,8311.0,085,92873,12,642.0,586.0
1211593484,"Venice CCD, Sarasota County, Florida",69192.0,64034.0,837.0,98.0,1274.0,13.0,64.0,663.0,2209.0,115,93484,12,1287.0,825.0
1210791612,"Interlachen-Florahome CCD, Putnam County, Florida",24875.0,20695.0,1811.0,65.0,142.0,0.0,0.0,399.0,1763.0,107,91612,12,142.0,464.0
1210790663,"Crescent City CCD, Putnam County, Florida",15935.0,10540.0,1553.0,57.0,159.0,0.0,72.0,171.0,3383.0,107,90663,12,159.0,300.0
1210792574,"Palatka CCD, Putnam County, Florida",22898.0,13791.0,7198.0,64.0,48.0,7.0,0.0,301.0,1489.0,107,92574,12,55.0,365.0
1211591599,"Interior County CCD, Sarasota County, Florida",34944.0,32793.0,79.0,139.0,447.0,0.0,0.0,233.0,1253.0,115,91599,12,447.0,372.0
1210790923,"East Palatka CCD, Putnam County, Florida",8727.0,6933.0,1167.0,0.0,76.0,0.0,14.0,93.0,444.0,107,90923,12,76.0,107.0
1211590975,"Englewood CCD, Sarasota County, Florida",11767.0,11030.0,37.0,16.0,125.0,20.0,0.0,66.0,473.0,115,90975,12,145.0,82.0
1211591963,"Longboat Key CCD, Sarasota County, Florida",4653.0,4372.0,0.0,11.0,96.0,0.0,0.0,27.0,147.0,115,91963,12,96.0,38.0
1211592431,"North Port CCD, Sarasota County, Florida",67023.0,54373.0,5321.0,42.0,1147.0,0.0,110.0,1547.0,4483.0,115,92431,12,1147.0,1699.0
1211593107,"Sarasota CCD, Sarasota County, Florida",188624.0,146033.0,11695.0,394.0,3014.0,21.0,544.0,2206.0,24717.0,115,93107,12,3035.0,3144.0
1212592925,"Raiford CCD, Union County, Florida",3719.0,2429.0,999.0,38.0,44.0,0.0,0.0,55.0,154.0,125,92925,12,44.0,93.0
1212591807,"Lake Butler CCD, Union County, Florida",7487.0,4862.0,1999.0,60.0,5.0,0.0,19.0,60.0,482.0,125,91807,12,5.0,139.0
1212593731,"Worthington Springs CCD, Union County, Florida",4094.0,3401.0,352.0,3.0,25.0,0.0,0.0,118.0,195.0,125,93731,12,25.0,121.0
1205393230,"Spring Hill CCD, Hernando County, Florida",127843.0,98340.0,5618.0,462.0,1793.0,20.0,781.0,2125.0,18704.0,053,93230,12,1813.0,3368.0
1212790832,"DeLand CCD, Volusia County, Florida",67204.0,48874.0,6912.0,187.0,945.0,16.0,82.0,1103.0,9085.0,127,90832,12,961.0,1372.0
1201191417,"Hallandale Beach CCD, Broward County, Florida",51603.0,19064.0,13232.0,37.0,643.0,11.0,334.0,599.0,17683.0,011,91417,12,654.0,970.0
1205191781,"LaBelle CCD, Hendry County, Florida",19564.0,7591.0,640.0,41.0,43.0,0.0,69.0,242.0,10938.0,051,91781,12,43.0,352.0
1212790793,"DeBary-Orange City CCD, Volusia County, Florida",43671.0,33179.0,1978.0,26.0,714.0,14.0,0.0,715.0,7045.0,127,90793,12,728.0,741.0
1211392218,"Midway CCD, Santa Rosa County, Florida",25344.0,22040.0,547.0,28.0,609.0,20.0,43.0,937.0,1120.0,113,92218,12,629.0,1008.0
