geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
3504592970,"Shiprock-Sanostee CCD, San Juan County, New Mexico",17070.0,8421.0,8649.0,16388.0,8041.0,8347.0,412.0,220.0,192.0,46.0,30.0,16.0,218.0,126.0,92.0,6.0,4.0,2.0,045,92970,35
3504590360,"Bloomfield CCD, San Juan County, New Mexico",16582.0,8457.0,8125.0,14457.0,7364.0,7093.0,1393.0,721.0,672.0,295.0,130.0,165.0,369.0,229.0,140.0,68.0,13.0,55.0,045,90360,35
3504591290,"Farmington CCD, San Juan County, New Mexico",53386.0,26324.0,27062.0,46217.0,22810.0,23407.0,4724.0,2297.0,2427.0,553.0,189.0,364.0,1721.0,902.0,819.0,171.0,126.0,45.0,045,91290,35
3504592160,"Naschitti CCD, San Juan County, New Mexico",1862.0,959.0,903.0,1768.0,906.0,862.0,14.0,7.0,7.0,17.0,11.0,6.0,63.0,35.0,28.0,0.0,0.0,0.0,045,92160,35
3504590180,"Aztec CCD, San Juan County, New Mexico",25654.0,12688.0,12966.0,22007.0,10915.0,11092.0,2564.0,1324.0,1240.0,198.0,119.0,79.0,778.0,301.0,477.0,107.0,29.0,78.0,045,90180,35
3503792730,"San Jon CCD, Quay County, New Mexico",474.0,213.0,261.0,451.0,199.0,252.0,15.0,6.0,9.0,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,037,92730,35
3503793540,"Tucumcari CCD, Quay County, New Mexico",6550.0,3181.0,3369.0,5978.0,2867.0,3111.0,315.0,176.0,139.0,60.0,39.0,21.0,195.0,97.0,98.0,2.0,2.0,0.0,037,93540,35
3502791500,"Hondo CCD, Lincoln County, New Mexico",1261.0,558.0,703.0,1114.0,495.0,619.0,64.0,17.0,47.0,30.0,18.0,12.0,53.0,28.0,25.0,0.0,0.0,0.0,027,91500,35
3503791830,"Logan-Nara Visa CCD, Quay County, New Mexico",1063.0,503.0,560.0,997.0,484.0,513.0,41.0,16.0,25.0,0.0,0.0,0.0,21.0,3.0,18.0,4.0,0.0,4.0,037,91830,35
3503791530,"House-Forrest CCD, Quay County, New Mexico",293.0,152.0,141.0,283.0,152.0,131.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,037,91530,35
3502790780,"Corona CCD, Lincoln County, New Mexico",359.0,188.0,171.0,317.0,188.0,129.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,027,90780,35
3502790510,"Carrizozo CCD, Lincoln County, New Mexico",1216.0,548.0,668.0,943.0,444.0,499.0,36.0,17.0,19.0,105.0,61.0,44.0,128.0,22.0,106.0,4.0,4.0,0.0,027,90510,35
3502790450,"Capitan CCD, Lincoln County, New Mexico",2714.0,1426.0,1288.0,2520.0,1317.0,1203.0,98.0,65.0,33.0,10.0,10.0,0.0,86.0,34.0,52.0,0.0,0.0,0.0,027,90450,35
3502792700,"Ruidoso CCD, Lincoln County, New Mexico",13696.0,6523.0,7173.0,11769.0,5537.0,6232.0,827.0,416.0,411.0,419.0,240.0,179.0,593.0,296.0,297.0,88.0,34.0,54.0,027,92700,35
3500591410,"Hagerman CCD, Chaves County, New Mexico",2540.0,1235.0,1305.0,2402.0,1161.0,1241.0,22.0,18.0,4.0,24.0,13.0,11.0,92.0,43.0,49.0,0.0,0.0,0.0,005,91410,35
3500592280,"Northwest Chaves CCD, Chaves County, New Mexico",3274.0,1771.0,1503.0,2846.0,1543.0,1303.0,252.0,163.0,89.0,168.0,57.0,111.0,0.0,0.0,0.0,8.0,8.0,0.0,005,92280,35
3500593240,"Southwest Chaves CCD, Chaves County, New Mexico",6589.0,3295.0,3294.0,5429.0,2691.0,2738.0,709.0,351.0,358.0,135.0,67.0,68.0,126.0,96.0,30.0,190.0,90.0,100.0,005,93240,35
3500590960,"Dexter CCD, Chaves County, New Mexico",2996.0,1699.0,1297.0,2344.0,1257.0,1087.0,167.0,76.0,91.0,330.0,270.0,60.0,155.0,96.0,59.0,0.0,0.0,0.0,005,90960,35
3500593090,"Southeast Chaves CCD, Chaves County, New Mexico",1409.0,847.0,562.0,1368.0,820.0,548.0,19.0,15.0,4.0,7.0,7.0,0.0,3.0,0.0,3.0,12.0,5.0,7.0,005,93090,35
3500592670,"Roswell CCD, Chaves County, New Mexico",47573.0,23179.0,24394.0,38816.0,18714.0,20102.0,5717.0,2875.0,2842.0,1094.0,425.0,669.0,1682.0,1015.0,667.0,264.0,150.0,114.0,005,92670,35
3500592190,"Northeast Chaves CCD, Chaves County, New Mexico",80.0,31.0,49.0,80.0,31.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,005,92190,35
3502591950,"Lovington CCD, Lea County, New Mexico",15359.0,7747.0,7612.0,13684.0,6661.0,7023.0,1180.0,721.0,459.0,111.0,83.0,28.0,330.0,258.0,72.0,54.0,24.0,30.0,025,91950,35
3502591620,"Jal CCD, Lea County, New Mexico",2107.0,1065.0,1042.0,1862.0,995.0,867.0,147.0,37.0,110.0,0.0,0.0,0.0,98.0,33.0,65.0,0.0,0.0,0.0,025,91620,35
3502591470,"Hobbs CCD, Lea County, New Mexico",46525.0,24181.0,22344.0,41596.0,21267.0,20329.0,2626.0,1326.0,1300.0,766.0,639.0,127.0,1453.0,894.0,559.0,84.0,55.0,29.0,025,91470,35
3502591230,"Eunice CCD, Lea County, New Mexico",3220.0,1624.0,1596.0,2890.0,1424.0,1466.0,217.0,130.0,87.0,0.0,0.0,0.0,113.0,70.0,43.0,0.0,0.0,0.0,025,91230,35
3502593360,"Tatum CCD, Lea County, New Mexico",1253.0,599.0,654.0,1142.0,558.0,584.0,64.0,35.0,29.0,0.0,0.0,0.0,47.0,6.0,41.0,0.0,0.0,0.0,025,93360,35
3504992880,"Santa Fe South CCD, Santa Fe County, New Mexico",40845.0,20199.0,20646.0,36496.0,17851.0,18645.0,1649.0,846.0,803.0,1329.0,852.0,477.0,1300.0,615.0,685.0,71.0,35.0,36.0,049,92880,35
3504992820,"Santa Fe CCD, Santa Fe County, New Mexico",87953.0,42046.0,45907.0,77267.0,37137.0,40130.0,5391.0,2510.0,2881.0,1768.0,790.0,978.0,3177.0,1502.0,1675.0,350.0,107.0,243.0,049,92820,35
3504992850,"Santa Fe North CCD, Santa Fe County, New Mexico",17550.0,9073.0,8477.0,16531.0,8548.0,7983.0,480.0,228.0,252.0,296.0,123.0,173.0,227.0,160.0,67.0,16.0,14.0,2.0,049,92850,35
3505990660,"Clayton North CCD, Union County, New Mexico",622.0,344.0,278.0,614.0,337.0,277.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,059,90660,35
3505990690,"Clayton South CCD, Union County, New Mexico",3545.0,1939.0,1606.0,2897.0,1494.0,1403.0,147.0,79.0,68.0,310.0,244.0,66.0,191.0,122.0,69.0,0.0,0.0,0.0,059,90690,35
3505193510,"Truth or Consequences West CCD, Sierra County, New Mexico",2601.0,1329.0,1272.0,2497.0,1270.0,1227.0,52.0,41.0,11.0,52.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,051,93510,35
3505193480,"Truth or Consequences East CCD, Sierra County, New Mexico",8526.0,4122.0,4404.0,7497.0,3549.0,3948.0,504.0,275.0,229.0,266.0,149.0,117.0,240.0,139.0,101.0,19.0,10.0,9.0,051,93480,35
3505391980,"Magdalena CCD, Socorro County, New Mexico",2105.0,1249.0,856.0,1971.0,1154.0,817.0,7.0,7.0,0.0,0.0,0.0,0.0,127.0,88.0,39.0,0.0,0.0,0.0,053,91980,35
3505390630,"Claunch CCD, Socorro County, New Mexico",75.0,60.0,15.0,75.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,053,90630,35
3504192430,"Portales CCD, Roosevelt County, New Mexico",16174.0,8037.0,8137.0,12220.0,6070.0,6150.0,1849.0,1114.0,735.0,1290.0,572.0,718.0,519.0,174.0,345.0,296.0,107.0,189.0,041,92430,35
3504191140,"Elida CCD, Roosevelt County, New Mexico",1129.0,567.0,562.0,1091.0,538.0,553.0,18.0,9.0,9.0,14.0,14.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,041,91140,35
3504191080,"Dora CCD, Roosevelt County, New Mexico",1710.0,852.0,858.0,1344.0,735.0,609.0,127.0,32.0,95.0,81.0,29.0,52.0,149.0,47.0,102.0,9.0,9.0,0.0,041,91080,35
3502891860,"Los Alamos CCD, Los Alamos County, New Mexico",12041.0,6193.0,5848.0,10426.0,5308.0,5118.0,544.0,324.0,220.0,409.0,233.0,176.0,496.0,243.0,253.0,166.0,85.0,81.0,028,91860,35
3502893810,"White Rock CCD, Los Alamos County, New Mexico",5871.0,2880.0,2991.0,5520.0,2699.0,2821.0,160.0,82.0,78.0,46.0,17.0,29.0,114.0,82.0,32.0,31.0,0.0,31.0,028,93810,35
3503991020,"Dixon CCD, Rio Arriba County, New Mexico",1208.0,713.0,495.0,1208.0,713.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,039,91020,35
3503992610,"Rio Chama CCD, Rio Arriba County, New Mexico",2867.0,1166.0,1701.0,2767.0,1098.0,1669.0,1.0,1.0,0.0,77.0,45.0,32.0,22.0,22.0,0.0,0.0,0.0,0.0,039,92610,35
3503990810,"Coyote CCD, Rio Arriba County, New Mexico",1196.0,594.0,602.0,1183.0,587.0,596.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,039,90810,35
3503993390,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",3717.0,2011.0,1706.0,3367.0,1806.0,1561.0,233.0,128.0,105.0,78.0,56.0,22.0,32.0,17.0,15.0,7.0,4.0,3.0,039,93390,35
