geoid,name,median,male,female,county,county subdivision,state
0401992040,"Marana CCD, Pima County, Arizona",42.4,40.4,43.9,019,92040,04
0401990051,"Ajo CCD, Pima County, Arizona",48.9,40.5,53.9,019,90051,04
0401993570,"Tucson CCD, Pima County, Arizona",37.6,36.1,39.3,019,93570,04
0401990153,"Arivaca CCD, Pima County, Arizona",42.8,40.8,44.3,019,90153,04
0401391377,"Gila Bend CCD, Maricopa County, Arizona",38.6,37.9,40.9,013,91377,04
0401390561,"Chandler CCD, Maricopa County, Arizona",35.5,34.7,36.3,013,90561,04
0401392601,"Phoenix CCD, Maricopa County, Arizona",35.0,33.9,36.2,013,92601,04
0401390867,"Deer Valley CCD, Maricopa County, Arizona",41.5,41.3,41.7,013,90867,04
0401393009,"St. Johns CCD, Maricopa County, Arizona",24.6,24.0,24.8,013,93009,04
0400993111,"San Carlos CCD, Graham County, Arizona",24.9,23.7,26.0,009,93111,04
0401393774,"Wickenburg CCD, Maricopa County, Arizona",64.6,64.5,64.8,013,93774,04
0401390459,"Buckeye CCD, Maricopa County, Arizona",32.6,31.2,33.7,013,90459,04
0400792570,"Payson CCD, Gila County, Arizona",57.8,57.0,58.3,007,92570,04
0400793927,"Winkelman CCD, Gila County, Arizona",54.0,53.3,54.4,007,93927,04
0401393060,"Salt River CCD, Maricopa County, Arizona",36.6,34.8,39.5,013,93060,04
0400791495,"Globe-Miami CCD, Gila County, Arizona",43.9,42.0,45.5,007,91495,04
0400990357,"Bonita-Klondyke CCD, Graham County, Arizona",38.1,37.1,45.1,009,90357,04
0400992652,"Pima CCD, Graham County, Arizona",34.0,36.2,31.9,009,92652,04
0400992907,"Safford CCD, Graham County, Arizona",33.4,33.2,34.4,009,92907,04
0402392295,"Nogales CCD, Santa Cruz County, Arizona",35.2,32.1,37.0,023,92295,04
0402392550,"Patagonia CCD, Santa Cruz County, Arizona",59.3,57.3,60.5,023,92550,04
0400390255,"Benson CCD, Cochise County, Arizona",51.8,50.4,55.3,003,90255,04
0400393182,"Sierra Vista CCD, Cochise County, Arizona",36.6,35.6,37.6,003,93182,04
0400393825,"Willcox CCD, Cochise County, Arizona",44.2,42.4,46.0,003,93825,04
0400390969,"Douglas CCD, Cochise County, Arizona",30.9,30.3,31.8,003,90969,04
0400390306,"Bisbee CCD, Cochise County, Arizona",48.9,49.1,48.7,003,90306,04
0401292480,"Parker CCD, La Paz County, Arizona",56.0,56.1,55.8,012,92480,04
0400391122,"Elfrida CCD, Cochise County, Arizona",37.8,36.6,57.5,003,91122,04
0400390408,"Bowie CCD, Cochise County, Arizona",53.9,57.9,49.2,003,90408,04
0400191275,"Fort Apache CCD, Apache County, Arizona",22.7,23.1,22.1,001,91275,04
0400190918,"Dennehotso CCD, Apache County, Arizona",31.6,30.9,31.7,001,90918,04
0400193315,"Sweetwater CCD, Apache County, Arizona",36.3,35.9,36.7,001,93315,04
0400190612,"Chinle CCD, Apache County, Arizona",26.8,26.0,28.2,001,90612,04
0400191326,"Fort Defiance CCD, Apache County, Arizona",35.3,34.2,36.9,001,91326,04
