geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
4506592262,"Mount Carmel CCD, McCormick County, South Carolina",2005.0,567.0,567.0,478.0,89.0,0.0,1438.0,065,92262,45
4505990663,"Clinton CCD, Laurens County, South Carolina",12235.0,6404.0,6391.0,5900.0,491.0,13.0,5831.0,059,90663,45
4505991924,"Laurens CCD, Laurens County, South Carolina",16447.0,9387.0,9379.0,8517.0,862.0,8.0,7060.0,059,91924,45
4505991690,"Joanna CCD, Laurens County, South Carolina",1914.0,965.0,965.0,908.0,57.0,0.0,949.0,059,91690,45
4506592561,"Parksville CCD, McCormick County, South Carolina",1760.0,958.0,958.0,826.0,132.0,0.0,802.0,065,92561,45
4506592119,"McCormick CCD, McCormick County, South Carolina",4858.0,1685.0,1685.0,1416.0,269.0,0.0,3173.0,065,92119,45
4507790533,"Central CCD, Pickens County, South Carolina",10159.0,6243.0,6238.0,5773.0,465.0,5.0,3916.0,077,90533,45
4507790936,"Easley CCD, Pickens County, South Carolina",30156.0,18470.0,18470.0,17150.0,1320.0,0.0,11686.0,077,90936,45
4507792639,"Pickens CCD, Pickens County, South Carolina",12372.0,6744.0,6744.0,6340.0,404.0,0.0,5628.0,077,92639,45
4507790949,"Easley East CCD, Pickens County, South Carolina",8239.0,4977.0,4977.0,4815.0,162.0,0.0,3262.0,077,90949,45
4507793146,"Six Mile CCD, Pickens County, South Carolina",8714.0,4980.0,4976.0,4655.0,321.0,4.0,3734.0,077,93146,45
4507790650,"Clemson CCD, Pickens County, South Carolina",18039.0,8377.0,8377.0,7808.0,569.0,0.0,9662.0,077,90650,45
4507791950,"Liberty CCD, Pickens County, South Carolina",10317.0,6103.0,6103.0,5559.0,544.0,0.0,4214.0,077,91950,45
4508791742,"Jonesville CCD, Union County, South Carolina",3145.0,1929.0,1915.0,1802.0,113.0,14.0,1216.0,087,91742,45
4508790507,"Carlisle CCD, Union County, South Carolina",1484.0,743.0,743.0,703.0,40.0,0.0,741.0,087,90507,45
4508790832,"Cross Keys CCD, Union County, South Carolina",865.0,442.0,442.0,424.0,18.0,0.0,423.0,087,90832,45
4508793679,"West Springs CCD, Union County, South Carolina",1820.0,1061.0,1042.0,971.0,71.0,19.0,759.0,087,93679,45
4508791989,"Lockhart CCD, Union County, South Carolina",2136.0,1133.0,1100.0,1056.0,44.0,33.0,1003.0,087,91989,45
4508793497,"Union CCD, Union County, South Carolina",13146.0,7366.0,7345.0,6699.0,646.0,21.0,5780.0,087,93497,45
4508991495,"Hemingway CCD, Williamsburg County, South Carolina",3786.0,2047.0,2047.0,1935.0,112.0,0.0,1739.0,089,91495,45
4508993458,"Trio CCD, Williamsburg County, South Carolina",2090.0,1056.0,1056.0,987.0,69.0,0.0,1034.0,089,93458,45
4508991339,"Greeleyville CCD, Williamsburg County, South Carolina",1944.0,890.0,890.0,656.0,234.0,0.0,1054.0,089,91339,45
4508991768,"Kingstree CCD, Williamsburg County, South Carolina",9877.0,4858.0,4858.0,4423.0,435.0,0.0,5019.0,089,91768,45
4508992353,"Nesmith CCD, Williamsburg County, South Carolina",2019.0,1066.0,1066.0,934.0,132.0,0.0,953.0,089,92353,45
4508991898,"Lane CCD, Williamsburg County, South Carolina",3537.0,1229.0,1199.0,1045.0,154.0,30.0,2308.0,089,91898,45
4500390026,"Aiken CCD, Aiken County, South Carolina",51264.0,29222.0,29036.0,26433.0,2603.0,186.0,22042.0,003,90026,45
4500391651,"Jackson CCD, Aiken County, South Carolina",2788.0,1483.0,1483.0,1336.0,147.0,0.0,1305.0,003,91651,45
4500390208,"Beech Island CCD, Aiken County, South Carolina",6884.0,3936.0,3936.0,3624.0,312.0,0.0,2948.0,003,90208,45
4500392379,"New Ellenton CCD, Aiken County, South Carolina",9547.0,5284.0,5284.0,4696.0,588.0,0.0,4263.0,003,92379,45
4500392418,"North Augusta CCD, Aiken County, South Carolina",44352.0,27447.0,27310.0,24958.0,2352.0,137.0,16905.0,003,92418,45
4500392977,"Salley CCD, Aiken County, South Carolina",2048.0,1161.0,1161.0,1045.0,116.0,0.0,887.0,003,92977,45
4500393562,"Wagener CCD, Aiken County, South Carolina",3567.0,2213.0,2202.0,1779.0,423.0,11.0,1354.0,003,93562,45
4500392223,"Monetta CCD, Aiken County, South Carolina",4073.0,2314.0,2314.0,2081.0,233.0,0.0,1759.0,003,92223,45
4500393744,"Windsor CCD, Aiken County, South Carolina",4135.0,2218.0,2218.0,2069.0,149.0,0.0,1917.0,003,93744,45
