geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
2816391476,"District 2, Yazoo County, Mississippi",2868.0,1279.0,8.0,0.0,14.0,12.0,112.0,31.0,25.0,37.0,444.0,36.0,235.0,71.0,169.0,72.0,7.0,6.0,1589.0,68.0,0.0,8.0,10.0,9.0,124.0,50.0,6.0,503.0,70.0,180.0,155.0,256.0,102.0,22.0,26.0,163,91476,28,76.0,0.0,22.0,22.0,121.0,155.0,75.0,43.0,947.0,106.0,415.0,226.0,425.0,174.0,29.0,32.0,514.0,239.0,275.0,521.0,271.0,250.0,235.0,85.0,150.0,660.0,254.0,406.0
2816392952,"District 4, Yazoo County, Mississippi",7020.0,4986.0,203.0,58.0,137.0,162.0,165.0,175.0,178.0,164.0,2088.0,385.0,527.0,245.0,394.0,98.0,0.0,7.0,2034.0,24.0,0.0,2.0,56.0,99.0,6.0,91.0,81.0,686.0,130.0,262.0,148.0,244.0,166.0,14.0,25.0,163,92952,28,227.0,58.0,139.0,218.0,264.0,181.0,269.0,245.0,2774.0,515.0,789.0,393.0,638.0,264.0,14.0,32.0,1601.0,1242.0,359.0,1304.0,912.0,392.0,310.0,105.0,205.0,948.0,499.0,449.0
2815991458,"District 2, Winston County, Mississippi",2744.0,1304.0,53.0,0.0,0.0,85.0,22.0,67.0,51.0,29.0,416.0,94.0,202.0,79.0,141.0,41.0,24.0,0.0,1440.0,39.0,0.0,9.0,8.0,9.0,58.0,57.0,17.0,491.0,73.0,257.0,210.0,115.0,86.0,0.0,11.0,159,91458,28,92.0,0.0,9.0,93.0,31.0,125.0,108.0,46.0,907.0,167.0,459.0,289.0,256.0,127.0,24.0,11.0,504.0,307.0,197.0,626.0,296.0,330.0,162.0,65.0,97.0,418.0,206.0,212.0
2815990720,"District 1, Winston County, Mississippi",2468.0,1195.0,45.0,0.0,27.0,63.0,18.0,18.0,28.0,4.0,327.0,62.0,201.0,130.0,150.0,74.0,8.0,40.0,1273.0,4.0,0.0,0.0,13.0,22.0,14.0,97.0,15.0,360.0,75.0,123.0,185.0,303.0,53.0,9.0,0.0,159,90720,28,49.0,0.0,27.0,76.0,40.0,32.0,125.0,19.0,687.0,137.0,324.0,315.0,453.0,127.0,17.0,40.0,368.0,203.0,165.0,461.0,263.0,198.0,184.0,122.0,62.0,637.0,272.0,365.0
2816390738,"District 1, Yazoo County, Mississippi",3680.0,1650.0,86.0,18.0,0.0,84.0,62.0,39.0,67.0,28.0,606.0,116.0,239.0,96.0,139.0,56.0,0.0,14.0,2030.0,17.0,0.0,1.0,90.0,49.0,51.0,73.0,24.0,604.0,101.0,423.0,324.0,92.0,126.0,21.0,34.0,163,90738,28,103.0,18.0,1.0,174.0,111.0,90.0,140.0,52.0,1210.0,217.0,662.0,420.0,231.0,182.0,21.0,48.0,689.0,384.0,305.0,879.0,355.0,524.0,251.0,70.0,181.0,482.0,209.0,273.0
2816392214,"District 3, Yazoo County, Mississippi",2487.0,1277.0,52.0,50.0,0.0,25.0,87.0,111.0,66.0,0.0,550.0,39.0,135.0,63.0,26.0,27.0,0.0,46.0,1210.0,11.0,18.0,0.0,103.0,100.0,64.0,57.0,27.0,345.0,83.0,148.0,81.0,99.0,39.0,19.0,16.0,163,92214,28,63.0,68.0,0.0,128.0,187.0,175.0,123.0,27.0,895.0,122.0,283.0,144.0,125.0,66.0,19.0,62.0,771.0,391.0,380.0,405.0,174.0,231.0,147.0,73.0,74.0,272.0,99.0,173.0
2816393690,"District 5, Yazoo County, Mississippi",2162.0,891.0,59.0,61.0,25.0,35.0,44.0,53.0,72.0,9.0,279.0,10.0,148.0,16.0,57.0,23.0,0.0,0.0,1271.0,8.0,16.0,0.0,70.0,41.0,101.0,108.0,23.0,457.0,45.0,221.0,19.0,121.0,35.0,6.0,0.0,163,93690,28,67.0,77.0,25.0,105.0,85.0,154.0,180.0,32.0,736.0,55.0,369.0,35.0,178.0,58.0,6.0,0.0,725.0,358.0,367.0,424.0,158.0,266.0,64.0,23.0,41.0,242.0,80.0,162.0
2800790036,"District 1, Attala County, Mississippi",2683.0,1170.0,32.0,33.0,20.0,15.0,10.0,101.0,32.0,51.0,291.0,71.0,206.0,154.0,100.0,33.0,6.0,15.0,1513.0,15.0,41.0,18.0,39.0,9.0,48.0,65.0,22.0,477.0,132.0,187.0,248.0,93.0,106.0,0.0,13.0,007,90036,28,47.0,74.0,38.0,54.0,19.0,149.0,97.0,73.0,768.0,203.0,393.0,402.0,193.0,139.0,6.0,28.0,551.0,294.0,257.0,596.0,277.0,319.0,173.0,54.0,119.0,366.0,154.0,212.0
2800790774,"District 2, Attala County, Mississippi",2539.0,1109.0,8.0,0.0,0.0,8.0,109.0,89.0,69.0,43.0,414.0,30.0,139.0,112.0,65.0,23.0,0.0,0.0,1430.0,16.0,6.0,13.0,67.0,0.0,182.0,6.0,68.0,350.0,76.0,342.0,113.0,148.0,37.0,6.0,0.0,007,90774,28,24.0,6.0,13.0,75.0,109.0,271.0,75.0,111.0,764.0,106.0,481.0,225.0,213.0,60.0,6.0,0.0,684.0,326.0,358.0,587.0,169.0,418.0,66.0,23.0,43.0,279.0,88.0,191.0
2800792988,"District 5, Attala County, Mississippi",2314.0,1196.0,0.0,66.0,0.0,65.0,25.0,27.0,69.0,23.0,424.0,44.0,214.0,72.0,101.0,48.0,18.0,0.0,1118.0,21.0,0.0,12.0,51.0,4.0,4.0,19.0,23.0,473.0,112.0,203.0,75.0,65.0,47.0,9.0,0.0,007,92988,28,21.0,66.0,12.0,116.0,29.0,31.0,88.0,46.0,897.0,156.0,417.0,147.0,166.0,95.0,27.0,0.0,409.0,275.0,134.0,573.0,258.0,315.0,122.0,66.0,56.0,288.0,167.0,121.0
2800792250,"District 4, Attala County, Mississippi",2120.0,960.0,23.0,19.0,55.0,36.0,21.0,126.0,50.0,40.0,243.0,29.0,237.0,40.0,18.0,23.0,0.0,0.0,1160.0,28.0,10.0,0.0,34.0,22.0,15.0,71.0,55.0,387.0,73.0,200.0,102.0,116.0,47.0,0.0,0.0,007,92250,28,51.0,29.0,55.0,70.0,43.0,141.0,121.0,95.0,630.0,102.0,437.0,142.0,134.0,70.0,0.0,0.0,605.0,370.0,235.0,539.0,266.0,273.0,70.0,23.0,47.0,204.0,41.0,163.0
2800791512,"District 3, Attala County, Mississippi",2770.0,1279.0,16.0,24.0,31.0,36.0,38.0,77.0,97.0,52.0,374.0,100.0,185.0,117.0,118.0,14.0,0.0,0.0,1491.0,9.0,0.0,18.0,52.0,31.0,33.0,41.0,8.0,410.0,171.0,270.0,183.0,197.0,52.0,0.0,16.0,007,91512,28,25.0,24.0,49.0,88.0,69.0,110.0,138.0,60.0,784.0,271.0,455.0,300.0,315.0,66.0,0.0,16.0,563.0,371.0,192.0,726.0,285.0,441.0,82.0,14.0,68.0,397.0,132.0,265.0
2800992259,"District 4, Benton County, Mississippi",1329.0,590.0,7.0,22.0,9.0,0.0,0.0,38.0,63.0,2.0,143.0,42.0,90.0,66.0,41.0,57.0,0.0,10.0,739.0,41.0,14.0,45.0,5.0,23.0,8.0,46.0,39.0,167.0,61.0,210.0,23.0,46.0,11.0,0.0,0.0,009,92259,28,48.0,36.0,54.0,5.0,23.0,46.0,109.0,41.0,310.0,103.0,300.0,89.0,87.0,68.0,0.0,10.0,362.0,141.0,221.0,403.0,132.0,271.0,78.0,67.0,11.0,165.0,108.0,57.0
2800990783,"District 2, Benton County, Mississippi",1028.0,373.0,0.0,0.0,0.0,40.0,19.0,0.0,14.0,7.0,184.0,0.0,49.0,32.0,12.0,0.0,16.0,0.0,655.0,11.0,0.0,0.0,0.0,34.0,0.0,72.0,0.0,337.0,14.0,117.0,22.0,0.0,48.0,0.0,0.0,009,90783,28,11.0,0.0,0.0,40.0,53.0,0.0,86.0,7.0,521.0,14.0,166.0,54.0,12.0,48.0,16.0,0.0,197.0,80.0,117.0,180.0,49.0,131.0,64.0,16.0,48.0,76.0,28.0,48.0
2800991521,"District 3, Benton County, Mississippi",1097.0,497.0,0.0,0.0,34.0,15.0,8.0,12.0,22.0,8.0,165.0,51.0,92.0,62.0,14.0,7.0,2.0,5.0,600.0,0.0,6.0,71.0,31.0,7.0,22.0,21.0,6.0,163.0,21.0,52.0,48.0,130.0,21.0,0.0,1.0,009,91521,28,0.0,6.0,105.0,46.0,15.0,34.0,43.0,14.0,328.0,72.0,144.0,110.0,144.0,28.0,2.0,6.0,263.0,99.0,164.0,216.0,143.0,73.0,36.0,14.0,22.0,180.0,28.0,152.0
