geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
0803991190,"Elizabeth CCD, Elbert County, Colorado",22324.0,11278.0,11046.0,19803.0,10096.0,9707.0,187.0,77.0,110.0,1957.0,931.0,1026.0,341.0,163.0,178.0,36.0,11.0,25.0,039,91190,08
0803990019,"Agate CCD, Elbert County, Colorado",614.0,357.0,257.0,548.0,312.0,236.0,5.0,5.0,0.0,26.0,21.0,5.0,35.0,19.0,16.0,0.0,0.0,0.0,039,90019,08
0807191976,"Kim CCD, Las Animas County, Colorado",338.0,179.0,159.0,266.0,143.0,123.0,44.0,26.0,18.0,28.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,071,91976,08
0803993325,"Simla CCD, Elbert County, Colorado",1493.0,746.0,747.0,1359.0,692.0,667.0,83.0,31.0,52.0,51.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,039,93325,08
0807192508,"Model CCD, Las Animas County, Colorado",548.0,495.0,53.0,522.0,480.0,42.0,6.0,6.0,0.0,20.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,071,92508,08
0807190361,"Branson CCD, Las Animas County, Colorado",188.0,106.0,82.0,167.0,94.0,73.0,5.0,5.0,0.0,11.0,7.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,071,90361,08
0807190038,"Aguilar CCD, Las Animas County, Colorado",1014.0,548.0,466.0,884.0,478.0,406.0,36.0,18.0,18.0,20.0,12.0,8.0,74.0,40.0,34.0,0.0,0.0,0.0,071,90038,08
0807193838,"Weston CCD, Las Animas County, Colorado",1223.0,619.0,604.0,1093.0,543.0,550.0,70.0,39.0,31.0,18.0,18.0,0.0,32.0,14.0,18.0,10.0,5.0,5.0,071,93838,08
0807193648,"Trinidad CCD, Las Animas County, Colorado",10704.0,5299.0,5405.0,8665.0,4281.0,4384.0,1177.0,591.0,586.0,559.0,267.0,292.0,282.0,144.0,138.0,21.0,16.0,5.0,071,93648,08
0812593952,"Yuma CCD, Yuma County, Colorado",5055.0,2484.0,2571.0,4351.0,2051.0,2300.0,395.0,255.0,140.0,264.0,136.0,128.0,24.0,21.0,3.0,21.0,21.0,0.0,125,93952,08
0812593914,"Wray CCD, Yuma County, Colorado",3924.0,1934.0,1990.0,3393.0,1689.0,1704.0,212.0,92.0,120.0,189.0,72.0,117.0,130.0,81.0,49.0,0.0,0.0,0.0,125,93914,08
0807391824,"Hugo CCD, Lincoln County, Colorado",960.0,446.0,514.0,825.0,384.0,441.0,96.0,44.0,52.0,33.0,16.0,17.0,6.0,2.0,4.0,0.0,0.0,0.0,073,91824,08
0810793933,"Yampa CCD, Routt County, Colorado",851.0,488.0,363.0,692.0,378.0,314.0,139.0,92.0,47.0,18.0,16.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,107,93933,08
0810791729,"Hayden CCD, Routt County, Colorado",2533.0,1284.0,1249.0,2221.0,1104.0,1117.0,117.0,64.0,53.0,80.0,53.0,27.0,115.0,63.0,52.0,0.0,0.0,0.0,107,91729,08
0810793496,"Steamboat Springs CCD, Routt County, Colorado",17585.0,9209.0,8376.0,14574.0,7523.0,7051.0,1049.0,543.0,506.0,1202.0,654.0,548.0,752.0,481.0,271.0,8.0,8.0,0.0,107,93496,08
0810792717,"Oak Creek CCD, Routt County, Colorado",3228.0,1614.0,1614.0,2688.0,1359.0,1329.0,163.0,79.0,84.0,173.0,47.0,126.0,191.0,121.0,70.0,13.0,8.0,5.0,107,92717,08
0811793287,"Silverthorne CCD, Summit County, Colorado",12157.0,7068.0,5089.0,10179.0,5983.0,4196.0,786.0,651.0,135.0,527.0,215.0,312.0,556.0,160.0,396.0,109.0,59.0,50.0,117,93287,08
