geoid,name,universe,10_and_under,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_60,60_75,75_100,100_125,125_150,150_200,200_and_up,county,county subdivision,state
0212238460,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",17196.0,737.0,654.0,738.0,785.0,624.0,689.0,777.0,657.0,440.0,1422.0,1937.0,2398.0,1907.0,1186.0,1412.0,833.0,122,38460,02
0226114420,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",1968.0,59.0,10.0,111.0,24.0,56.0,43.0,53.0,12.0,10.0,98.0,187.0,380.0,390.0,108.0,237.0,190.0,261,14420,02
0206818765,"Denali census subarea, Denali Borough, Alaska",586.0,30.0,11.0,19.0,10.0,20.0,6.0,30.0,21.0,31.0,27.0,50.0,104.0,86.0,65.0,54.0,22.0,068,18765,02
0226117350,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",264.0,6.0,32.0,7.0,4.0,4.0,22.0,8.0,11.0,10.0,21.0,32.0,31.0,15.0,32.0,20.0,9.0,261,17350,02
0212268610,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",1520.0,35.0,48.0,59.0,62.0,43.0,94.0,92.0,8.0,31.0,90.0,221.0,234.0,192.0,128.0,122.0,61.0,122,68610,02
0229046060,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",98.0,2.0,0.0,14.0,4.0,2.0,2.0,2.0,5.0,5.0,11.0,15.0,16.0,8.0,3.0,7.0,2.0,290,46060,02
0216442780,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",86.0,3.0,0.0,3.0,1.0,4.0,2.0,1.0,5.0,3.0,7.0,9.0,15.0,16.0,4.0,7.0,6.0,164,42780,02
0224072030,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",1734.0,43.0,79.0,89.0,53.0,44.0,94.0,105.0,23.0,18.0,148.0,188.0,327.0,175.0,149.0,141.0,58.0,240,72030,02
0229042080,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",278.0,6.0,9.0,14.0,11.0,6.0,14.0,15.0,7.0,13.0,25.0,32.0,31.0,31.0,26.0,30.0,8.0,290,42080,02
0229086690,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",60.0,2.0,4.0,6.0,8.0,3.0,7.0,0.0,2.0,0.0,3.0,3.0,14.0,2.0,0.0,6.0,0.0,290,86690,02
020203050,"Anchorage census subarea, Anchorage Municipality, Alaska",72974.0,1623.0,1418.0,1325.0,1659.0,1902.0,1704.0,1797.0,2786.0,2389.0,4118.0,7487.0,10852.0,9907.0,7032.0,8698.0,8277.0,020,3050,02
020131598,"Aleutians East census subarea, Aleutians East Borough, Alaska",188.0,4.0,0.0,7.0,4.0,4.0,10.0,4.0,0.0,9.0,10.0,27.0,27.0,39.0,10.0,22.0,11.0,013,1598,02
0219864310,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",1236.0,89.0,44.0,75.0,69.0,67.0,43.0,77.0,30.0,43.0,116.0,124.0,139.0,136.0,88.0,69.0,27.0,198,64310,02
0223070810,"Skagway census subarea, Skagway Municipality, Alaska",347.0,3.0,6.0,10.0,19.0,8.0,6.0,5.0,15.0,19.0,34.0,43.0,58.0,54.0,36.0,19.0,12.0,230,70810,02
