geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
5103196087,"Timberlake district, Campbell County, Virginia",8212.0,4050.0,4162.0,7436.0,3722.0,3714.0,218.0,68.0,150.0,383.0,195.0,188.0,147.0,49.0,98.0,28.0,16.0,12.0,031,96087,51
5103190968,"Concord district, Campbell County, Virginia",8220.0,4070.0,4150.0,7623.0,3818.0,3805.0,137.0,32.0,105.0,414.0,209.0,205.0,46.0,11.0,35.0,0.0,0.0,0.0,031,90968,51
5103195623,"Seneca district, Campbell County, Virginia",7054.0,3276.0,3778.0,5815.0,2783.0,3032.0,892.0,320.0,572.0,271.0,139.0,132.0,61.0,23.0,38.0,15.0,11.0,4.0,031,95623,51
5103190504,"Brookneal district, Campbell County, Virginia",6451.0,3148.0,3303.0,5988.0,2916.0,3072.0,248.0,113.0,135.0,123.0,76.0,47.0,74.0,37.0,37.0,18.0,6.0,12.0,031,90504,51
5103195503,"Rustburg district, Campbell County, Virginia",8106.0,4136.0,3970.0,7456.0,3798.0,3658.0,195.0,79.0,116.0,320.0,206.0,114.0,133.0,53.0,80.0,2.0,0.0,2.0,031,95503,51
5108796119,"Tuckahoe district, Henrico County, Virginia",65475.0,31196.0,34279.0,55071.0,26306.0,28765.0,4815.0,2377.0,2438.0,3588.0,1490.0,2098.0,1254.0,612.0,642.0,747.0,411.0,336.0,087,96119,51
5108793511,"Fairfield district, Henrico County, Virginia",60813.0,27775.0,33038.0,51628.0,23332.0,28296.0,5333.0,2737.0,2596.0,3010.0,1357.0,1653.0,498.0,204.0,294.0,344.0,145.0,199.0,087,93511,51
5108796079,"Three Chopt district, Henrico County, Virginia",66639.0,32230.0,34409.0,54843.0,26529.0,28314.0,5338.0,2469.0,2869.0,2915.0,1386.0,1529.0,2374.0,1300.0,1074.0,1169.0,546.0,623.0,087,96079,51
5108993975,"Iriswood district, Henry County, Virginia",9400.0,4574.0,4826.0,8331.0,4060.0,4271.0,432.0,178.0,254.0,280.0,154.0,126.0,357.0,182.0,175.0,0.0,0.0,0.0,089,93975,51
5108790496,"Brookland district, Henrico County, Virginia",67182.0,32249.0,34933.0,54931.0,26584.0,28347.0,5888.0,2668.0,3220.0,4064.0,1879.0,2185.0,1055.0,397.0,658.0,1244.0,721.0,523.0,087,90496,51
5108796175,"Varina district, Henrico County, Virginia",60264.0,28069.0,32195.0,54175.0,24975.0,29200.0,3810.0,1887.0,1923.0,1894.0,1020.0,874.0,385.0,187.0,198.0,0.0,0.0,0.0,087,96175,51
5108990944,"Collinsville district, Henry County, Virginia",8622.0,3955.0,4667.0,7464.0,3462.0,4002.0,564.0,282.0,282.0,355.0,166.0,189.0,239.0,45.0,194.0,0.0,0.0,0.0,089,90944,51
5108995263,"Reed Creek district, Henry County, Virginia",8143.0,4012.0,4131.0,7270.0,3457.0,3813.0,482.0,322.0,160.0,277.0,159.0,118.0,114.0,74.0,40.0,0.0,0.0,0.0,089,95263,51
5108990288,"Blackberry district, Henry County, Virginia",8317.0,4214.0,4103.0,7079.0,3567.0,3512.0,513.0,265.0,248.0,655.0,350.0,305.0,70.0,32.0,38.0,0.0,0.0,0.0,089,90288,51
5108995295,"Ridgeway district, Henry County, Virginia",9037.0,4264.0,4773.0,8398.0,3941.0,4457.0,290.0,132.0,158.0,264.0,154.0,110.0,85.0,37.0,48.0,0.0,0.0,0.0,089,95295,51
5108993919,"Horsepasture district, Henry County, Virginia",7956.0,3808.0,4148.0,7446.0,3543.0,3903.0,207.0,90.0,117.0,238.0,124.0,114.0,57.0,51.0,6.0,8.0,0.0,8.0,089,93919,51
5109991080,"Dahlgren district, King George County, Virginia",5332.0,2688.0,2644.0,4018.0,2016.0,2002.0,401.0,233.0,168.0,265.0,109.0,156.0,541.0,293.0,248.0,107.0,37.0,70.0,099,91080,51
5109994039,"James Monroe district, King George County, Virginia",8413.0,4339.0,4074.0,7572.0,3901.0,3671.0,335.0,179.0,156.0,208.0,107.0,101.0,276.0,130.0,146.0,22.0,22.0,0.0,099,94039,51
5109995687,"Shiloh district, King George County, Virginia",4851.0,2325.0,2526.0,4519.0,2122.0,2397.0,133.0,111.0,22.0,35.0,21.0,14.0,140.0,59.0,81.0,24.0,12.0,12.0,099,95687,51
5109994031,"James Madison district, King George County, Virginia",6646.0,3288.0,3358.0,5460.0,2712.0,2748.0,272.0,172.0,100.0,640.0,270.0,370.0,263.0,134.0,129.0,11.0,0.0,11.0,099,94031,51
5110196327,"West Point district, King William County, Virginia",5439.0,2658.0,2781.0,5048.0,2459.0,2589.0,89.0,38.0,51.0,272.0,148.0,124.0,30.0,13.0,17.0,0.0,0.0,0.0,101,96327,51
5110190016,"Acquinton district, King William County, Virginia",7027.0,3395.0,3632.0,6404.0,3180.0,3224.0,90.0,36.0,54.0,456.0,147.0,309.0,66.0,32.0,34.0,11.0,0.0,11.0,101,90016,51
5110194479,"Mangohick district, King William County, Virginia",3665.0,1888.0,1777.0,3402.0,1711.0,1691.0,52.0,35.0,17.0,96.0,47.0,49.0,91.0,71.0,20.0,24.0,24.0,0.0,101,94479,51
5110994759,"Mountain Road district, Louisa County, Virginia",3728.0,1733.0,1995.0,3631.0,1660.0,1971.0,39.0,33.0,6.0,20.0,2.0,18.0,38.0,38.0,0.0,0.0,0.0,0.0,109,94759,51
5110995015,"Patrick Henry district, Louisa County, Virginia",4755.0,2209.0,2546.0,4395.0,2052.0,2343.0,162.0,63.0,99.0,161.0,86.0,75.0,29.0,0.0,29.0,8.0,8.0,0.0,109,95015,51
5110994375,"Louisa district, Louisa County, Virginia",4865.0,2359.0,2506.0,4113.0,1927.0,2186.0,419.0,226.0,193.0,149.0,114.0,35.0,184.0,92.0,92.0,0.0,0.0,0.0,109,94375,51
5110994711,"Mineral district, Louisa County, Virginia",4689.0,2350.0,2339.0,4100.0,2025.0,2075.0,344.0,169.0,175.0,162.0,90.0,72.0,67.0,50.0,17.0,16.0,16.0,0.0,109,94711,51
5110991040,"Cuckoo district, Louisa County, Virginia",3968.0,1998.0,1970.0,3555.0,1746.0,1809.0,148.0,63.0,85.0,194.0,161.0,33.0,71.0,28.0,43.0,0.0,0.0,0.0,109,91040,51
5110993767,"Green Spring district, Louisa County, Virginia",6920.0,3280.0,3640.0,5716.0,2881.0,2835.0,485.0,92.0,393.0,561.0,243.0,318.0,128.0,55.0,73.0,30.0,9.0,21.0,109,93767,51
5110993999,"Jackson district, Louisa County, Virginia",5608.0,2905.0,2703.0,4677.0,2486.0,2191.0,344.0,170.0,174.0,556.0,218.0,338.0,31.0,31.0,0.0,0.0,0.0,0.0,109,93999,51
5111590808,"Chesapeake district, Mathews County, Virginia",1711.0,950.0,761.0,1499.0,826.0,673.0,102.0,69.0,33.0,62.0,41.0,21.0,48.0,14.0,34.0,0.0,0.0,0.0,115,90808,51
5111596335,"Westville district, Mathews County, Virginia",3288.0,1420.0,1868.0,2837.0,1176.0,1661.0,232.0,139.0,93.0,177.0,92.0,85.0,42.0,13.0,29.0,0.0,0.0,0.0,115,96335,51
5111595055,"Piankatank district, Mathews County, Virginia",3729.0,1800.0,1929.0,3401.0,1514.0,1887.0,57.0,49.0,8.0,261.0,232.0,29.0,7.0,5.0,2.0,3.0,0.0,3.0,115,95055,51
5111994023,"Jamaica district, Middlesex County, Virginia",2288.0,1062.0,1226.0,2144.0,1035.0,1109.0,63.0,8.0,55.0,50.0,19.0,31.0,31.0,0.0,31.0,0.0,0.0,0.0,119,94023,51
5111995079,"Pine Top district, Middlesex County, Virginia",4300.0,2225.0,2075.0,3864.0,2041.0,1823.0,144.0,48.0,96.0,208.0,89.0,119.0,84.0,47.0,37.0,0.0,0.0,0.0,119,95079,51
5111995559,"Saluda district, Middlesex County, Virginia",4048.0,1973.0,2075.0,3556.0,1721.0,1835.0,87.0,68.0,19.0,324.0,157.0,167.0,81.0,27.0,54.0,0.0,0.0,0.0,119,95559,51
5114792593,"District 501, Prince Edward County, Virginia",3047.0,1455.0,1592.0,2955.0,1413.0,1542.0,60.0,25.0,35.0,32.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147,92593,51
5114792613,"District 701, Prince Edward County, Virginia",1667.0,744.0,923.0,1362.0,594.0,768.0,99.0,30.0,69.0,90.0,44.0,46.0,106.0,66.0,40.0,10.0,10.0,0.0,147,92613,51
5114792583,"District 401, Prince Edward County, Virginia",2979.0,2322.0,657.0,2430.0,1792.0,638.0,76.0,68.0,8.0,329.0,318.0,11.0,132.0,132.0,0.0,12.0,12.0,0.0,147,92583,51
5114792563,"District 201, Prince Edward County, Virginia",2364.0,1216.0,1148.0,2142.0,1101.0,1041.0,108.0,69.0,39.0,114.0,46.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,147,92563,51
5114792623,"District 801, Prince Edward County, Virginia",2317.0,758.0,1559.0,1949.0,637.0,1312.0,49.0,20.0,29.0,298.0,89.0,209.0,12.0,12.0,0.0,9.0,0.0,9.0,147,92623,51
5114792603,"District 601, Prince Edward County, Virginia",2427.0,1116.0,1311.0,2384.0,1104.0,1280.0,35.0,4.0,31.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,147,92603,51
5114792573,"District 301, Prince Edward County, Virginia",3166.0,1532.0,1634.0,3005.0,1440.0,1565.0,0.0,0.0,0.0,39.0,39.0,0.0,81.0,38.0,43.0,41.0,15.0,26.0,147,92573,51
5114792553,"District 101, Prince Edward County, Virginia",4670.0,2147.0,2523.0,3488.0,1574.0,1914.0,325.0,96.0,229.0,764.0,412.0,352.0,93.0,65.0,28.0,0.0,0.0,0.0,147,92553,51
