geoid,name,universe,10_and_under,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_60,60_75,75_100,100_125,125_150,150_200,200_and_up,county,county subdivision,state
3300519140,"Dublin town, Cheshire County, New Hampshire",566.0,12.0,9.0,34.0,34.0,29.0,47.0,17.0,20.0,15.0,17.0,78.0,69.0,68.0,55.0,32.0,30.0,005,19140,33
3300564420,"Richmond town, Cheshire County, New Hampshire",439.0,20.0,14.0,0.0,23.0,17.0,13.0,20.0,19.0,28.0,43.0,80.0,66.0,45.0,31.0,1.0,19.0,005,64420,33
3300512260,"Chesterfield town, Cheshire County, New Hampshire",1423.0,63.0,26.0,0.0,64.0,49.0,17.0,97.0,82.0,95.0,87.0,123.0,198.0,195.0,53.0,74.0,200.0,005,12260,33
3300578420,"Walpole town, Cheshire County, New Hampshire",1601.0,81.0,32.0,62.0,19.0,44.0,86.0,73.0,150.0,86.0,52.0,151.0,217.0,215.0,87.0,128.0,118.0,005,78420,33
3300585540,"Winchester town, Cheshire County, New Hampshire",1674.0,80.0,50.0,129.0,153.0,72.0,114.0,57.0,53.0,120.0,102.0,255.0,272.0,147.0,30.0,40.0,0.0,005,85540,33
3300575300,"Surry town, Cheshire County, New Hampshire",368.0,5.0,14.0,11.0,7.0,7.0,5.0,9.0,0.0,10.0,38.0,64.0,74.0,52.0,38.0,30.0,4.0,005,75300,33
3300564580,"Rindge town, Cheshire County, New Hampshire",1794.0,69.0,71.0,74.0,47.0,76.0,93.0,76.0,75.0,31.0,148.0,176.0,316.0,213.0,108.0,158.0,63.0,005,64580,33
3300565700,"Roxbury town, Cheshire County, New Hampshire",84.0,2.0,3.0,1.0,1.0,0.0,7.0,5.0,2.0,1.0,4.0,21.0,12.0,8.0,6.0,7.0,4.0,005,65700,33
3300574900,"Sullivan town, Cheshire County, New Hampshire",293.0,16.0,1.0,17.0,16.0,8.0,16.0,23.0,25.0,12.0,11.0,25.0,54.0,32.0,14.0,14.0,9.0,005,74900,33
3300526500,"Fitzwilliam town, Cheshire County, New Hampshire",999.0,28.0,43.0,58.0,57.0,55.0,83.0,48.0,76.0,31.0,66.0,82.0,108.0,90.0,71.0,27.0,76.0,005,26500,33
