geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
0508393619,"Tomlinson township, Logan County, Arkansas",169.0,46.0,46.0,46.0,0.0,0.0,123.0,083,93619,05
0512191204,"East Roanoke township, Randolph County, Arkansas",283.0,139.0,139.0,139.0,0.0,0.0,144.0,121,91204,05
0508793976,"Wharton township, Madison County, Arkansas",191.0,74.0,74.0,67.0,7.0,0.0,117.0,087,93976,05
0511793654,"Tyler township, Prairie County, Arkansas",167.0,110.0,110.0,97.0,13.0,0.0,57.0,117,93654,05
0509790595,"Caddo Gap township, Montgomery County, Arkansas",549.0,269.0,269.0,264.0,5.0,0.0,280.0,097,90595,05
0506390343,"Black River-Marshell township, Independence County, Arkansas",301.0,120.0,120.0,120.0,0.0,0.0,181.0,063,90343,05
0509790013,"Alamo township, Montgomery County, Arkansas",98.0,59.0,59.0,43.0,16.0,0.0,39.0,097,90013,05
0509790346,"Black Springs township, Montgomery County, Arkansas",392.0,164.0,164.0,164.0,0.0,0.0,228.0,097,90346,05
0509791273,"Fannie township, Montgomery County, Arkansas",208.0,84.0,84.0,84.0,0.0,0.0,124.0,097,91273,05
0509791765,"Hopper township, Montgomery County, Arkansas",157.0,82.0,82.0,72.0,10.0,0.0,75.0,097,91765,05
0501393627,"Township 1, Calhoun County, Arkansas",517.0,298.0,298.0,268.0,30.0,0.0,219.0,013,93627,05
0511193973,"West Prairie township, Poinsett County, Arkansas",718.0,390.0,390.0,337.0,53.0,0.0,328.0,111,93973,05
0501393631,"Township 3, Calhoun County, Arkansas",479.0,303.0,303.0,292.0,11.0,0.0,176.0,013,93631,05
0503593655,"Tyronza township, Crittenden County, Arkansas",2208.0,1116.0,1116.0,985.0,131.0,0.0,1092.0,035,93655,05
0501393635,"Township 5, Calhoun County, Arkansas",458.0,303.0,303.0,303.0,0.0,0.0,155.0,013,93635,05
0501393629,"Township 2, Calhoun County, Arkansas",481.0,230.0,230.0,230.0,0.0,0.0,251.0,013,93629,05
0501393633,"Township 4, Calhoun County, Arkansas",508.0,252.0,252.0,252.0,0.0,0.0,256.0,013,93633,05
0501393637,"Township 6, Calhoun County, Arkansas",519.0,336.0,336.0,289.0,47.0,0.0,183.0,013,93637,05
0501393639,"Township 7, Calhoun County, Arkansas",393.0,194.0,194.0,166.0,28.0,0.0,199.0,013,93639,05
0503793652,"Twist township, Cross County, Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,037,93652,05
0514393623,"Tontitown township, Washington County, Arkansas",2466.0,1640.0,1631.0,1592.0,39.0,9.0,826.0,143,93623,05
0504591199,"East Fork township, Faulkner County, Arkansas",1533.0,1033.0,1020.0,950.0,70.0,13.0,500.0,045,91199,05
