B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
12906.0,558.0,713.0,682.0,649.0,464.0,459.0,644.0,587.0,401.0,847.0,1132.0,1623.0,1340.0,857.0,1016.0,934.0,"Gloucester city, Essex County, Massachusetts",009,26150,25
2677.0,147.0,60.0,101.0,75.0,67.0,59.0,54.0,87.0,42.0,138.0,178.0,223.0,171.0,308.0,451.0,516.0,"Hamilton town, Essex County, Massachusetts",009,27900,25
927.0,38.0,42.0,40.0,52.0,40.0,24.0,35.0,78.0,10.0,58.0,173.0,89.0,71.0,58.0,58.0,61.0,"Bernardston town, Franklin County, Massachusetts",011,05560,25
583.0,12.0,14.0,14.0,15.0,28.0,24.0,31.0,30.0,26.0,51.0,68.0,110.0,77.0,30.0,31.0,22.0,"Gill town, Franklin County, Massachusetts",011,25730,25
162.0,5.0,0.0,5.0,24.0,6.0,6.0,6.0,9.0,1.0,16.0,12.0,28.0,15.0,15.0,3.0,11.0,"Hawley town, Franklin County, Massachusetts",011,29475,25
881.0,26.0,65.0,50.0,53.0,42.0,10.0,16.0,50.0,60.0,58.0,109.0,116.0,88.0,40.0,32.0,66.0,"Shelburne town, Franklin County, Massachusetts",011,61135,25
818.0,19.0,21.0,6.0,42.0,20.0,51.0,29.0,10.0,29.0,47.0,76.0,119.0,92.0,59.0,77.0,121.0,"Leverett town, Franklin County, Massachusetts",011,35180,25
275.0,17.0,5.0,20.0,17.0,5.0,17.0,12.0,6.0,13.0,31.0,29.0,30.0,20.0,23.0,6.0,24.0,"Heath town, Franklin County, Massachusetts",011,29650,25
285.0,2.0,7.0,13.0,3.0,4.0,2.0,14.0,16.0,4.0,22.0,47.0,61.0,41.0,15.0,21.0,13.0,"Leyden town, Franklin County, Massachusetts",011,35285,25
1214.0,75.0,52.0,40.0,32.0,10.0,41.0,65.0,26.0,52.0,119.0,127.0,198.0,138.0,125.0,73.0,41.0,"Northfield town, Franklin County, Massachusetts",011,47835,25
4192.0,316.0,249.0,97.0,258.0,151.0,175.0,191.0,454.0,204.0,344.0,239.0,630.0,466.0,221.0,121.0,76.0,"Ware town, Hampshire County, Massachusetts",015,72880,25
11406.0,866.0,824.0,357.0,434.0,355.0,658.0,427.0,409.0,342.0,779.0,1091.0,1445.0,1048.0,782.0,766.0,823.0,"Northampton city, Hampshire County, Massachusetts",015,46330,25
283.0,0.0,16.0,20.0,13.0,18.0,8.0,12.0,20.0,16.0,26.0,40.0,35.0,15.0,16.0,16.0,12.0,"Plainfield town, Hampshire County, Massachusetts",015,54030,25
666.0,9.0,10.0,8.0,10.0,3.0,19.0,10.0,19.0,27.0,46.0,96.0,119.0,94.0,92.0,65.0,39.0,"Westhampton town, Hampshire County, Massachusetts",015,76380,25
574.0,17.0,26.0,16.0,20.0,23.0,29.0,7.0,33.0,18.0,30.0,68.0,102.0,67.0,44.0,29.0,45.0,"Worthington town, Hampshire County, Massachusetts",015,82175,25
9382.0,1307.0,529.0,530.0,461.0,396.0,459.0,459.0,272.0,260.0,562.0,538.0,995.0,707.0,477.0,728.0,702.0,"Amherst town, Hampshire County, Massachusetts",015,01325,25
2475.0,81.0,76.0,52.0,119.0,122.0,53.0,101.0,98.0,37.0,104.0,161.0,407.0,341.0,227.0,377.0,119.0,"Granby town, Hampshire County, Massachusetts",015,26535,25
448.0,11.0,16.0,3.0,18.0,9.0,13.0,31.0,7.0,9.0,54.0,21.0,81.0,82.0,49.0,27.0,17.0,"Goshen town, Hampshire County, Massachusetts",015,26290,25
