B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
596.0,511.0,59.0,18.0,8.0,0.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
257.0,214.0,34.0,0.0,9.0,0.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
109.0,77.0,0.0,0.0,18.0,14.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
10.0,4.0,0.0,0.0,0.0,6.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
249.0,160.0,0.0,0.0,6.0,83.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
12.0,9.0,0.0,0.0,0.0,3.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
28.0,28.0,0.0,0.0,0.0,0.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
132.0,64.0,17.0,11.0,14.0,26.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
21.0,17.0,0.0,0.0,0.0,4.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
7.0,7.0,0.0,0.0,0.0,0.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
27428.0,22557.0,3198.0,230.0,694.0,749.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
874.0,724.0,41.0,21.0,75.0,13.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
50.0,39.0,4.0,0.0,7.0,0.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
42.0,38.0,0.0,0.0,4.0,0.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
24.0,24.0,0.0,0.0,0.0,0.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
77.0,77.0,0.0,0.0,0.0,0.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
58.0,46.0,0.0,0.0,0.0,12.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
0.0,0.0,0.0,0.0,0.0,0.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
2204.0,1743.0,200.0,25.0,66.0,170.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
13.0,9.0,0.0,4.0,0.0,0.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
2991.0,2622.0,204.0,99.0,8.0,58.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
68.0,40.0,13.0,5.0,10.0,0.0,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",188,56270,02
605.0,520.0,39.0,26.0,13.0,7.0,"Sitka census subarea, Sitka City and Borough, Alaska",220,70590,02
17.0,17.0,0.0,0.0,0.0,0.0,"Aniak census subarea, Bethel Census Area, Alaska",050,03580,02
148.0,147.0,0.0,1.0,0.0,0.0,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",050,45510,02
554.0,481.0,20.0,7.0,46.0,0.0,"North Slope census subarea, North Slope Borough, Alaska",185,55970,02
38.0,37.0,0.0,0.0,1.0,0.0,"Kusilvak census subarea, Kusilvak Census Area, Alaska",158,42185,02
222.0,199.0,11.0,3.0,0.0,9.0,"Petersburg census subarea, Petersburg Borough, Alaska",195,60360,02
3071.0,2073.0,353.0,57.0,263.0,325.0,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",090,24450,02
1103.0,904.0,116.0,5.0,34.0,44.0,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",130,39010,02
1313.0,1089.0,22.0,163.0,15.0,24.0,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",170,47440,02
141.0,125.0,10.0,1.0,3.0,2.0,"Nome census subarea, Nome Census Area, Alaska",180,54970,02
75.0,49.0,0.0,26.0,0.0,0.0,"Dillingham census subarea, Dillingham Census Area, Alaska",070,19000,02
100.0,13.0,59.0,26.0,0.0,2.0,"Haines census subarea, Haines Borough, Alaska",100,31160,02
37.0,28.0,9.0,0.0,0.0,0.0,"Yakutat census subarea, Yakutat City and Borough, Alaska",282,86498,02
2381.0,1824.0,227.0,1.0,225.0,104.0,"Juneau census subarea, Juneau City and Borough, Alaska",110,36450,02
