B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
138.0,71.0,67.0,"Redding town, Fairfield County, Connecticut",001,63480,09
2540.0,1881.0,659.0,"Stratford town, Fairfield County, Connecticut",001,74190,09
8986.0,2620.0,6366.0,"Stamford town, Fairfield County, Connecticut",001,73070,09
294.0,195.0,99.0,"New Canaan town, Fairfield County, Connecticut",001,50580,09
311.0,278.0,33.0,"New Fairfield town, Fairfield County, Connecticut",001,50860,09
411.0,321.0,90.0,"Newtown town, Fairfield County, Connecticut",001,52980,09
164.0,132.0,32.0,"Weston town, Fairfield County, Connecticut",001,83430,09
0.0,0.0,0.0,"County subdivisions not defined, Fairfield County, Connecticut",001,00000,09
120.0,64.0,56.0,"Easton town, Fairfield County, Connecticut",001,23890,09
139.0,118.0,21.0,"Wilton town, Fairfield County, Connecticut",001,86370,09
17732.0,5461.0,12271.0,"Bridgeport town, Fairfield County, Connecticut",001,08070,09
187.0,126.0,61.0,"Darien town, Fairfield County, Connecticut",001,18850,09
897.0,635.0,262.0,"Fairfield town, Fairfield County, Connecticut",001,26620,09
426.0,269.0,157.0,"Bethel town, Fairfield County, Connecticut",001,04720,09
347.0,226.0,121.0,"Ridgefield town, Fairfield County, Connecticut",001,63970,09
913.0,535.0,378.0,"Shelton town, Fairfield County, Connecticut",001,68170,09
360.0,163.0,197.0,"Westport town, Fairfield County, Connecticut",001,83500,09
6709.0,2170.0,4539.0,"Danbury town, Fairfield County, Connecticut",001,18500,09
94.0,94.0,0.0,"Beacon Falls town, New Haven County, Connecticut",009,03250,09
2962.0,1284.0,1678.0,"West Haven town, New Haven County, Connecticut",009,82870,09
134.0,96.0,38.0,"Bethany town, New Haven County, Connecticut",009,04580,09
1243.0,496.0,747.0,"East Haven town, New Haven County, Connecticut",009,22910,09
255.0,194.0,61.0,"Guilford town, New Haven County, Connecticut",009,34950,09
23.0,7.0,16.0,"Madison town, New Haven County, Connecticut",009,44560,09
74.0,66.0,8.0,"Middlebury town, New Haven County, Connecticut",009,46940,09
95.0,95.0,0.0,"Wolcott town, New Haven County, Connecticut",009,87560,09
1035.0,617.0,418.0,"Wallingford town, New Haven County, Connecticut",009,78740,09
53.0,38.0,15.0,"Woodbridge town, New Haven County, Connecticut",009,87700,09
1212.0,484.0,728.0,"Ansonia town, New Haven County, Connecticut",009,01220,09
1046.0,549.0,497.0,"Naugatuck town, New Haven County, Connecticut",009,49950,09
95.0,95.0,0.0,"Orange town, New Haven County, Connecticut",009,57600,09
123.0,123.0,0.0,"Oxford town, New Haven County, Connecticut",009,58300,09
94.0,37.0,57.0,"Prospect town, New Haven County, Connecticut",009,62290,09
0.0,0.0,0.0,"County subdivisions not defined, New Haven County, Connecticut",009,00000,09
292.0,122.0,170.0,"Branford town, New Haven County, Connecticut",009,07310,09
946.0,288.0,658.0,"Derby town, New Haven County, Connecticut",009,19550,09
5810.0,1759.0,4051.0,"Meriden town, New Haven County, Connecticut",009,46520,09
12182.0,2287.0,9895.0,"New Haven town, New Haven County, Connecticut",009,52070,09
251.0,232.0,19.0,"Southbury town, New Haven County, Connecticut",009,69640,09
128.0,128.0,0.0,"Cheshire town, New Haven County, Connecticut",009,14160,09
