B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
0.0,0.0,0.0,"Mary Ann township, Licking County, Ohio",089,48132,39
0.0,0.0,0.0,"Burlington township, Licking County, Ohio",089,10366,39
0.0,0.0,0.0,"Fallsbury township, Licking County, Ohio",089,26530,39
0.0,0.0,0.0,"Hopewell township, Licking County, Ohio",089,36316,39
0.0,0.0,0.0,"Newark township, Licking County, Ohio",089,54054,39
443.0,263.0,180.0,"Pataskala city, Licking County, Ohio",089,61112,39
0.0,0.0,0.0,"St. Albans township, Licking County, Ohio",089,69456,39
0.0,0.0,0.0,"Washington township, Licking County, Ohio",089,81410,39
0.0,0.0,0.0,"Bennington township, Licking County, Ohio",089,05494,39
0.0,0.0,0.0,"Bowling Green township, Licking County, Ohio",089,07944,39
0.0,0.0,0.0,"McKean township, Licking County, Ohio",089,46116,39
0.0,0.0,0.0,"Eden township, Licking County, Ohio",089,24332,39
794.0,517.0,277.0,"Etna township, Licking County, Ohio",089,25690,39
0.0,0.0,0.0,"Granville township, Licking County, Ohio",089,31416,39
88.0,88.0,0.0,"Harrison township, Licking County, Ohio",089,33894,39
0.0,0.0,0.0,"Perry township, Licking County, Ohio",089,61924,39
4.0,0.0,4.0,"Hartford township, Licking County, Ohio",089,34188,39
0.0,0.0,0.0,"Union township, Licking County, Ohio",089,78400,39
0.0,0.0,0.0,"Jersey township, Licking County, Ohio",089,39102,39
0.0,0.0,0.0,"Sharon township, Richland County, Ohio",139,71830,39
119.0,86.0,33.0,"Springfield township, Richland County, Ohio",139,74128,39
0.0,0.0,0.0,"Bennington township, Morrow County, Ohio",117,05508,39
0.0,0.0,0.0,"Westfield township, Morrow County, Ohio",117,83454,39
0.0,0.0,0.0,"Canaan township, Morrow County, Ohio",117,11248,39
0.0,0.0,0.0,"Troy township, Morrow County, Ohio",117,77602,39
0.0,0.0,0.0,"Franklin township, Morrow County, Ohio",117,28378,39
0.0,0.0,0.0,"Buffalo township, Noble County, Ohio",121,10142,39
0.0,0.0,0.0,"Jackson township, Noble County, Ohio",121,37940,39
0.0,0.0,0.0,"Jefferson township, Noble County, Ohio",121,38766,39
0.0,0.0,0.0,"Stock township, Noble County, Ohio",121,74728,39
0.0,0.0,0.0,"Wayne township, Noble County, Ohio",121,82250,39
0.0,0.0,0.0,"Enoch township, Noble County, Ohio",121,25438,39
0.0,0.0,0.0,"Sharon township, Noble County, Ohio",121,71826,39
0.0,0.0,0.0,"Olive township, Noble County, Ohio",121,58310,39
0.0,0.0,0.0,"Brookfield township, Noble County, Ohio",121,09162,39
0.0,0.0,0.0,"Elk township, Noble County, Ohio",121,24878,39
0.0,0.0,0.0,"Beaver township, Noble County, Ohio",121,04682,39
0.0,0.0,0.0,"Marion township, Noble County, Ohio",121,47810,39
0.0,0.0,0.0,"Noble township, Noble County, Ohio",121,56028,39
0.0,0.0,0.0,"Seneca township, Noble County, Ohio",121,71352,39
0.0,0.0,0.0,"Center township, Noble County, Ohio",121,12994,39
352.0,206.0,146.0,"Orange township, Delaware County, Ohio",041,58618,39
0.0,0.0,0.0,"Oxford township, Delaware County, Ohio",041,59262,39
0.0,0.0,0.0,"Trenton township, Delaware County, Ohio",041,77336,39
0.0,0.0,0.0,"Marlboro township, Delaware County, Ohio",041,47908,39
0.0,0.0,0.0,"Troy township, Delaware County, Ohio",041,77560,39
46.0,46.0,0.0,"Concord township, Delaware County, Ohio",041,18140,39
298.0,268.0,30.0,"Genoa township, Delaware County, Ohio",041,29694,39
237.0,226.0,11.0,"Liberty township, Delaware County, Ohio",041,43106,39
14.0,14.0,0.0,"Radnor township, Delaware County, Ohio",041,65312,39
0.0,0.0,0.0,"Scioto township, Delaware County, Ohio",041,70842,39
6.0,6.0,0.0,"Berlin township, Delaware County, Ohio",041,05788,39
16.0,16.0,0.0,"Chardon township, Geauga County, Ohio",055,13561,39
18.0,18.0,0.0,"Chester township, Geauga County, Ohio",055,13988,39
0.0,0.0,0.0,"Ohio township, Gallia County, Ohio",053,57974,39
2.0,1.0,1.0,"Huntington township, Gallia County, Ohio",053,36848,39
0.0,0.0,0.0,"Cheshire township, Gallia County, Ohio",053,13946,39
0.0,0.0,0.0,"Morgan township, Gallia County, Ohio",053,52094,39
0.0,0.0,0.0,"Monroe township, Preble County, Ohio",135,51548,39
0.0,0.0,0.0,"Twin township, Preble County, Ohio",135,77994,39
2.0,2.0,0.0,"Israel township, Preble County, Ohio",135,37590,39
0.0,0.0,0.0,"Dixon township, Preble County, Ohio",135,22106,39
9.0,4.0,5.0,"Jefferson township, Preble County, Ohio",135,38780,39
9.0,0.0,9.0,"Lanier township, Preble County, Ohio",135,41846,39
0.0,0.0,0.0,"Jackson township, Preble County, Ohio",135,38010,39
0.0,0.0,0.0,"Somers township, Preble County, Ohio",135,72964,39
15.0,0.0,15.0,"Washington township, Preble County, Ohio",135,81564,39
0.0,0.0,0.0,"Eaton city, Preble County, Ohio",135,24234,39
0.0,0.0,0.0,"Gratis township, Preble County, Ohio",135,31486,39
0.0,0.0,0.0,"Gasper township, Preble County, Ohio",135,29484,39
3.0,0.0,3.0,"Harrison township, Preble County, Ohio",135,33992,39
0.0,0.0,0.0,"Clinton township, Seneca County, Ohio",147,16154,39
0.0,0.0,0.0,"Adams township, Seneca County, Ohio",147,00324,39
0.0,0.0,0.0,"Thompson township, Seneca County, Ohio",147,76632,39
0.0,0.0,0.0,"Liberty township, Seneca County, Ohio",147,43316,39
3.0,0.0,3.0,"Plymouth township, Richland County, Ohio",139,63814,39
0.0,0.0,0.0,"Sandusky township, Richland County, Ohio",139,70394,39
0.0,0.0,0.0,"Weller township, Richland County, Ohio",139,82628,39
0.0,0.0,0.0,"Worthington township, Richland County, Ohio",139,86618,39
0.0,0.0,0.0,"Bloominggrove township, Richland County, Ohio",139,07230,39
2620.0,1097.0,1523.0,"Mansfield city, Richland County, Ohio",139,47138,39
32.0,0.0,32.0,"Troy township, Richland County, Ohio",139,77616,39
82.0,17.0,65.0,"Mifflin township, Richland County, Ohio",139,50092,39
0.0,0.0,0.0,"Monroe township, Richland County, Ohio",139,51576,39
0.0,0.0,0.0,"Perry township, Richland County, Ohio",139,62050,39
0.0,0.0,0.0,"Washington township, Richland County, Ohio",139,81578,39
0.0,0.0,0.0,"Jackson township, Richland County, Ohio",139,38038,39
53.0,43.0,10.0,"Madison township, Richland County, Ohio",139,46578,39
0.0,0.0,0.0,"Franklin township, Richland County, Ohio",139,28406,39
0.0,0.0,0.0,"Cass township, Richland County, Ohio",139,12420,39
5.0,0.0,5.0,"Jefferson township, Richland County, Ohio",139,38794,39
0.0,0.0,0.0,"Butler township, Richland County, Ohio",139,10646,39
0.0,0.0,0.0,"Harrison township, Vinton County, Ohio",163,34048,39
0.0,0.0,0.0,"Knox township, Vinton County, Ohio",163,40880,39
0.0,0.0,0.0,"Brown township, Vinton County, Ohio",163,09526,39
0.0,0.0,0.0,"Jackson township, Vinton County, Ohio",163,38136,39
0.0,0.0,0.0,"Vinton township, Vinton County, Ohio",163,80192,39
0.0,0.0,0.0,"Eagle township, Vinton County, Ohio",163,23100,39
0.0,0.0,0.0,"Elk township, Vinton County, Ohio",163,24892,39
0.0,0.0,0.0,"Richland township, Vinton County, Ohio",163,66768,39
0.0,0.0,0.0,"Swan township, Vinton County, Ohio",163,75854,39
0.0,0.0,0.0,"Wilkesville township, Vinton County, Ohio",163,85204,39
0.0,0.0,0.0,"Clinton township, Vinton County, Ohio",163,16210,39
0.0,0.0,0.0,"Madison township, Vinton County, Ohio",163,46620,39
0.0,0.0,0.0,"Monroe township, Carroll County, Ohio",019,51324,39
0.0,0.0,0.0,"Rose township, Carroll County, Ohio",019,68420,39
35.0,0.0,35.0,"Washington township, Carroll County, Ohio",019,81116,39
11.0,7.0,4.0,"Brown township, Carroll County, Ohio",019,09400,39
0.0,0.0,0.0,"Loudon township, Carroll County, Ohio",019,45038,39
0.0,0.0,0.0,"Augusta township, Carroll County, Ohio",019,03030,39
0.0,0.0,0.0,"Harrison township, Carroll County, Ohio",019,33782,39
0.0,0.0,0.0,"Union township, Carroll County, Ohio",019,78260,39
0.0,0.0,0.0,"Center township, Carroll County, Ohio",019,12896,39
3.0,0.0,3.0,"Scipio township, Seneca County, Ohio",147,71024,39
0.0,0.0,0.0,"Big Spring township, Seneca County, Ohio",147,06432,39
0.0,0.0,0.0,"Bloom township, Seneca County, Ohio",147,07006,39
0.0,0.0,0.0,"Green Springs village, Seneca County, Ohio",147,32256,39
0.0,0.0,0.0,"Hopewell township, Seneca County, Ohio",147,36400,39
0.0,0.0,0.0,"Jackson township, Seneca County, Ohio",147,38066,39
0.0,0.0,0.0,"Seneca township, Seneca County, Ohio",147,71355,39
0.0,0.0,0.0,"Venice township, Seneca County, Ohio",147,79674,39
8.0,0.0,8.0,"Loudon township, Seneca County, Ohio",147,45052,39
6.0,0.0,6.0,"Pleasant township, Seneca County, Ohio",147,63394,39
0.0,0.0,0.0,"Reed township, Seneca County, Ohio",147,65942,39
38.0,23.0,15.0,"Tiffin city, Seneca County, Ohio",147,76778,39
0.0,0.0,0.0,"Raccoon township, Gallia County, Ohio",053,65228,39
5.0,5.0,0.0,"Clay township, Gallia County, Ohio",053,15462,39
20.0,20.0,0.0,"Green township, Gallia County, Ohio",053,31738,39
13.0,13.0,0.0,"Greenfield township, Gallia County, Ohio",053,32074,39
0.0,0.0,0.0,"Addison township, Gallia County, Ohio",053,00422,39
126.0,111.0,15.0,"Springfield township, Gallia County, Ohio",053,74120,39
0.0,0.0,0.0,"Perry township, Gallia County, Ohio",053,61854,39
24.0,12.0,12.0,"Gallipolis township, Gallia County, Ohio",053,29218,39
0.0,0.0,0.0,"Guyan township, Gallia County, Ohio",053,32760,39
12.0,0.0,12.0,"Harrison township, Gallia County, Ohio",053,33824,39
0.0,0.0,0.0,"Walnut township, Gallia County, Ohio",053,80584,39
0.0,0.0,0.0,"Townsend township, Huron County, Ohio",077,77158,39
0.0,0.0,0.0,"Greenwich township, Huron County, Ohio",077,32382,39
0.0,0.0,0.0,"Ridgefield township, Huron County, Ohio",077,67006,39
0.0,0.0,0.0,"Wakeman township, Huron County, Ohio",077,80472,39
0.0,0.0,0.0,"Greenfield township, Huron County, Ohio",077,32102,39
0.0,0.0,0.0,"Hartland township, Huron County, Ohio",077,34258,39
0.0,0.0,0.0,"Richmond township, Huron County, Ohio",077,66810,39
0.0,0.0,0.0,"Clarksfield township, Huron County, Ohio",077,15364,39
6178.0,3240.0,2938.0,"Maple Heights city, Cuyahoga County, Ohio",035,47306,39
0.0,0.0,0.0,"Harmony township, Clark County, Ohio",023,33586,39
0.0,0.0,0.0,"Pike township, Clark County, Ohio",023,62610,39
0.0,0.0,0.0,"Pleasant township, Clark County, Ohio",023,63226,39
19.0,0.0,19.0,"Mayfield village, Cuyahoga County, Ohio",035,48468,39
189.0,46.0,143.0,"Newburgh Heights village, Cuyahoga County, Ohio",035,54250,39
934.0,476.0,458.0,"Solon city, Cuyahoga County, Ohio",035,72928,39
0.0,0.0,0.0,"Harrisville township, Medina County, Ohio",103,34104,39
0.0,0.0,0.0,"Liverpool township, Medina County, Ohio",103,44240,39
