B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
0.0,0.0,0.0,"District 2, East Carroll Parish, Louisiana",035,94249,22
0.0,0.0,0.0,"District 3, East Carroll Parish, Louisiana",035,94429,22
0.0,0.0,0.0,"District 5, East Carroll Parish, Louisiana",035,94807,22
0.0,0.0,0.0,"District 8, East Carroll Parish, Louisiana",035,95269,22
0.0,0.0,0.0,"District 6, East Carroll Parish, Louisiana",035,94975,22
0.0,0.0,0.0,"District 7, East Carroll Parish, Louisiana",035,95128,22
0.0,0.0,0.0,"District 11, Ascension Parish, Louisiana",005,95544,22
0.0,0.0,0.0,"District 1, Ascension Parish, Louisiana",005,94006,22
49.0,0.0,49.0,"District 3, Ascension Parish, Louisiana",005,94387,22
0.0,0.0,0.0,"District 5, Ascension Parish, Louisiana",005,94765,22
62.0,62.0,0.0,"District 8, Ascension Parish, Louisiana",005,95244,22
0.0,0.0,0.0,"District 2, Ascension Parish, Louisiana",005,94206,22
103.0,79.0,24.0,"District 4, Ascension Parish, Louisiana",005,94572,22
0.0,0.0,0.0,"District 6, Ascension Parish, Louisiana",005,94938,22
56.0,12.0,44.0,"District 10, Ascension Parish, Louisiana",005,95466,22
107.0,107.0,0.0,"District 7, Ascension Parish, Louisiana",005,95097,22
0.0,0.0,0.0,"District 9, Ascension Parish, Louisiana",005,95361,22
345.0,191.0,154.0,"District F, Lafayette Parish, Louisiana",055,95812,22
59.0,13.0,46.0,"District A, Lafayette Parish, Louisiana",055,95737,22
277.0,30.0,247.0,"District E, Lafayette Parish, Louisiana",055,95797,22
282.0,222.0,60.0,"District G, Lafayette Parish, Louisiana",055,95827,22
0.0,0.0,0.0,"District 4, Grant Parish, Louisiana",043,94618,22
0.0,0.0,0.0,"District 3, Grant Parish, Louisiana",043,94441,22
929.0,748.0,181.0,"District 2, Jefferson Parish, Louisiana",051,94273,22
556.0,493.0,63.0,"District 3, Jefferson Parish, Louisiana",051,94453,22
1377.0,1052.0,325.0,"District 4, Jefferson Parish, Louisiana",051,94630,22
1452.0,1229.0,223.0,"District 1, Jefferson Parish, Louisiana",051,94069,22
1265.0,653.0,612.0,"District 5, Jefferson Parish, Louisiana",051,94829,22
19.0,19.0,0.0,"District 1, Beauregard Parish, Louisiana",011,94015,22
0.0,0.0,0.0,"District 3A, Beauregard Parish, Louisiana",011,94552,22
0.0,0.0,0.0,"District 3B, Beauregard Parish, Louisiana",011,94555,22
11.0,10.0,1.0,"District 3D, Beauregard Parish, Louisiana",011,94561,22
7.0,0.0,7.0,"District 3E, Beauregard Parish, Louisiana",011,94564,22
0.0,0.0,0.0,"District 4A, Beauregard Parish, Louisiana",011,94732,22
0.0,0.0,0.0,"District 2, Beauregard Parish, Louisiana",011,94213,22
0.0,0.0,0.0,"District 5, Beauregard Parish, Louisiana",011,94774,22
0.0,0.0,0.0,"District 4B, Beauregard Parish, Louisiana",011,94744,22
0.0,0.0,0.0,"District 3C, Beauregard Parish, Louisiana",011,94558,22
0.0,0.0,0.0,"District 4, Bienville Parish, Louisiana",013,94579,22
0.0,0.0,0.0,"District 5, Bienville Parish, Louisiana",013,94777,22
0.0,0.0,0.0,"District 2, Bienville Parish, Louisiana",013,94216,22
0.0,0.0,0.0,"District 6, Bienville Parish, Louisiana",013,94945,22
2.0,2.0,0.0,"District 7, Bienville Parish, Louisiana",013,95104,22
0.0,0.0,0.0,"District 1, Bienville Parish, Louisiana",013,94018,22
0.0,0.0,0.0,"District 3, Bienville Parish, Louisiana",013,94396,22
37.0,22.0,15.0,"District 6, Bossier Parish, Louisiana",015,94948,22
0.0,0.0,0.0,"District 7, Bossier Parish, Louisiana",015,95107,22
33.0,17.0,16.0,"District 10, Bossier Parish, Louisiana",015,95470,22
122.0,122.0,0.0,"District 5, Bossier Parish, Louisiana",015,94780,22
37.0,37.0,0.0,"District 2, Bossier Parish, Louisiana",015,94219,22
0.0,0.0,0.0,"District 3, Bossier Parish, Louisiana",015,94399,22
0.0,0.0,0.0,"District 4, Bossier Parish, Louisiana",015,94582,22
55.0,33.0,22.0,"District 12, Bossier Parish, Louisiana",015,95614,22
0.0,0.0,0.0,"District 1, Bossier Parish, Louisiana",015,94021,22
117.0,53.0,64.0,"District 9, Bossier Parish, Louisiana",015,95368,22
0.0,0.0,0.0,"District 8, Bossier Parish, Louisiana",015,95251,22
116.0,30.0,86.0,"District 11, Bossier Parish, Louisiana",015,95548,22
0.0,0.0,0.0,"District 4, Cameron Parish, Louisiana",023,94594,22
0.0,0.0,0.0,"District 6, Cameron Parish, Louisiana",023,94960,22
0.0,0.0,0.0,"District 5, Cameron Parish, Louisiana",023,94792,22
0.0,0.0,0.0,"District 2, Cameron Parish, Louisiana",023,94231,22
0.0,0.0,0.0,"District 1, Cameron Parish, Louisiana",023,94033,22
9.0,9.0,0.0,"District 3, Cameron Parish, Louisiana",023,94411,22
0.0,0.0,0.0,"District 2, East Feliciana Parish, Louisiana",037,94252,22
0.0,0.0,0.0,"District 4A, East Feliciana Parish, Louisiana",037,94738,22
0.0,0.0,0.0,"District 4B, East Feliciana Parish, Louisiana",037,94750,22
0.0,0.0,0.0,"District 1B, East Feliciana Parish, Louisiana",037,94177,22
0.0,0.0,0.0,"District 3, East Feliciana Parish, Louisiana",037,94432,22
0.0,0.0,0.0,"District 6, East Feliciana Parish, Louisiana",037,94978,22
0.0,0.0,0.0,"District 7, East Feliciana Parish, Louisiana",037,95131,22
174.0,158.0,16.0,"District B, Lafayette Parish, Louisiana",055,95752,22
124.0,39.0,85.0,"District D, Lafayette Parish, Louisiana",055,95782,22
0.0,0.0,0.0,"District C, Lafayette Parish, Louisiana",055,95767,22
7.0,7.0,0.0,"District 1, Evangeline Parish, Louisiana",039,94051,22
0.0,0.0,0.0,"District 3, Evangeline Parish, Louisiana",039,94435,22
0.0,0.0,0.0,"District 7, Evangeline Parish, Louisiana",039,95134,22
0.0,0.0,0.0,"District 13, Evangeline Parish, Louisiana",039,95674,22
0.0,0.0,0.0,"District 2, Evangeline Parish, Louisiana",039,94255,22
2.0,2.0,0.0,"District 4, Evangeline Parish, Louisiana",039,94612,22
0.0,0.0,0.0,"District 11, Evangeline Parish, Louisiana",039,95560,22
0.0,0.0,0.0,"District 12, Evangeline Parish, Louisiana",039,95626,22
0.0,0.0,0.0,"District 10, Evangeline Parish, Louisiana",039,95485,22
0.0,0.0,0.0,"District 6, Evangeline Parish, Louisiana",039,94981,22
0.0,0.0,0.0,"District 9, Evangeline Parish, Louisiana",039,95389,22
0.0,0.0,0.0,"District 1A, East Feliciana Parish, Louisiana",037,94168,22
7.0,0.0,7.0,"District 5, East Feliciana Parish, Louisiana",037,94810,22
0.0,0.0,0.0,"District 5, Evangeline Parish, Louisiana",039,94813,22
0.0,0.0,0.0,"District 8, Evangeline Parish, Louisiana",039,95272,22
12.0,12.0,0.0,"District 1, Iberia Parish, Louisiana",045,94060,22
0.0,0.0,0.0,"District 11, Iberia Parish, Louisiana",045,95566,22
156.0,123.0,33.0,"District 3, Iberia Parish, Louisiana",045,94444,22
0.0,0.0,0.0,"District 6, Iberia Parish, Louisiana",045,94990,22
82.0,35.0,47.0,"District 5, Iberia Parish, Louisiana",045,94822,22
0.0,0.0,0.0,"District 10, Iberia Parish, Louisiana",045,95491,22
87.0,87.0,0.0,"District 14, Iberia Parish, Louisiana",045,95707,22
29.0,19.0,10.0,"District 7, Iberia Parish, Louisiana",045,95143,22
0.0,0.0,0.0,"District 9, Iberia Parish, Louisiana",045,95395,22
43.0,11.0,32.0,"District 4, Iberia Parish, Louisiana",045,94621,22
22.0,22.0,0.0,"District 8, Iberia Parish, Louisiana",045,95281,22
0.0,0.0,0.0,"District 12, Iberia Parish, Louisiana",045,95629,22
43.0,0.0,43.0,"District 13, Iberia Parish, Louisiana",045,95677,22
74.0,74.0,0.0,"District 2, Iberia Parish, Louisiana",045,94264,22
7.0,0.0,7.0,"District 4, Lincoln Parish, Louisiana",061,94642,22
9.0,9.0,0.0,"District 5, Lincoln Parish, Louisiana",061,94840,22
0.0,0.0,0.0,"District 3, Lincoln Parish, Louisiana",061,94465,22
56.0,18.0,38.0,"District B, St. Bernard Parish, Louisiana",087,95761,22
9.0,0.0,9.0,"District E, St. Bernard Parish, Louisiana",087,95806,22
55.0,39.0,16.0,"District A, St. Bernard Parish, Louisiana",087,95746,22
38.0,38.0,0.0,"District D, St. Bernard Parish, Louisiana",087,95791,22
108.0,99.0,9.0,"District C, St. Bernard Parish, Louisiana",087,95776,22
7.0,7.0,0.0,"District 2, St. Helena Parish, Louisiana",091,94315,22
0.0,0.0,0.0,"District 4, St. Helena Parish, Louisiana",091,94675,22
0.0,0.0,0.0,"District 6, St. Helena Parish, Louisiana",091,95038,22
1.0,1.0,0.0,"District 1, St. Helena Parish, Louisiana",091,94111,22
0.0,0.0,0.0,"District 3, St. Helena Parish, Louisiana",091,94498,22
0.0,0.0,0.0,"District 5, St. Helena Parish, Louisiana",091,94873,22
0.0,0.0,0.0,"District 7, Webster Parish, Louisiana",119,95227,22
0.0,0.0,0.0,"District 11, Webster Parish, Louisiana",119,95602,22
0.0,0.0,0.0,"District 1, Webster Parish, Louisiana",119,94150,22
0.0,0.0,0.0,"District 6, Webster Parish, Louisiana",119,95077,22
4.0,4.0,0.0,"District 12, Webster Parish, Louisiana",119,95659,22
0.0,0.0,0.0,"District 5, Webster Parish, Louisiana",119,94912,22
0.0,0.0,0.0,"District 8, Webster Parish, Louisiana",119,95353,22
25.0,25.0,0.0,"District 9, Webster Parish, Louisiana",119,95458,22
0.0,0.0,0.0,"District 10, Webster Parish, Louisiana",119,95536,22
0.0,0.0,0.0,"District 4, Webster Parish, Louisiana",119,94714,22
0.0,0.0,0.0,"District 2, Webster Parish, Louisiana",119,94354,22
0.0,0.0,0.0,"District 3, Webster Parish, Louisiana",119,94537,22
0.0,0.0,0.0,"District 4, West Baton Rouge Parish, Louisiana",121,94717,22
0.0,0.0,0.0,"District 3, West Baton Rouge Parish, Louisiana",121,94540,22
0.0,0.0,0.0,"District 1, West Baton Rouge Parish, Louisiana",121,94153,22
37.0,23.0,14.0,"District 2, West Baton Rouge Parish, Louisiana",121,94357,22
0.0,0.0,0.0,"District 5, West Baton Rouge Parish, Louisiana",121,94915,22
0.0,0.0,0.0,"District 6, West Baton Rouge Parish, Louisiana",121,95080,22
0.0,0.0,0.0,"District 7, West Baton Rouge Parish, Louisiana",121,95230,22
0.0,0.0,0.0,"District 4A, De Soto Parish, Louisiana",031,94735,22
0.0,0.0,0.0,"District 1A, De Soto Parish, Louisiana",031,94165,22
3.0,0.0,3.0,"District 3, De Soto Parish, Louisiana",031,94423,22
0.0,0.0,0.0,"District 4B, De Soto Parish, Louisiana",031,94747,22
0.0,0.0,0.0,"District 1B, De Soto Parish, Louisiana",031,94174,22
4.0,4.0,0.0,"District 2, De Soto Parish, Louisiana",031,94243,22
0.0,0.0,0.0,"District 1C, De Soto Parish, Louisiana",031,94183,22
0.0,0.0,0.0,"District 6, De Soto Parish, Louisiana",031,94969,22
0.0,0.0,0.0,"District 4C, De Soto Parish, Louisiana",031,94753,22
24.0,24.0,0.0,"District 5, De Soto Parish, Louisiana",031,94801,22
0.0,0.0,0.0,"District 4D, De Soto Parish, Louisiana",031,94756,22
0.0,0.0,0.0,"District 3, Iberville Parish, Louisiana",047,94447,22
0.0,0.0,0.0,"District 6, Iberville Parish, Louisiana",047,94993,22
0.0,0.0,0.0,"District 9, Iberville Parish, Louisiana",047,95398,22
0.0,0.0,0.0,"District 1, Iberville Parish, Louisiana",047,94063,22
0.0,0.0,0.0,"District 2, Iberville Parish, Louisiana",047,94267,22
0.0,0.0,0.0,"District 10, Iberville Parish, Louisiana",047,95494,22
0.0,0.0,0.0,"District 8, Iberville Parish, Louisiana",047,95284,22
2.0,2.0,0.0,"District 11, Iberville Parish, Louisiana",047,95569,22
0.0,0.0,0.0,"District 5, Iberville Parish, Louisiana",047,94825,22
0.0,0.0,0.0,"District 4, Iberville Parish, Louisiana",047,94624,22
0.0,0.0,0.0,"District 12, Iberville Parish, Louisiana",047,95632,22
0.0,0.0,0.0,"District 13, Iberville Parish, Louisiana",047,95678,22
0.0,0.0,0.0,"District 7, Iberville Parish, Louisiana",047,95146,22
0.0,0.0,0.0,"District 6, Claiborne Parish, Louisiana",027,94966,22
0.0,0.0,0.0,"District 10, Claiborne Parish, Louisiana",027,95479,22
0.0,0.0,0.0,"District 3, Claiborne Parish, Louisiana",027,94417,22
0.0,0.0,0.0,"District 8, Claiborne Parish, Louisiana",027,95263,22
0.0,0.0,0.0,"District 7, Claiborne Parish, Louisiana",027,95122,22
6.0,6.0,0.0,"District 2, Claiborne Parish, Louisiana",027,94237,22
0.0,0.0,0.0,"District 6, Red River Parish, Louisiana",081,95026,22
0.0,0.0,0.0,"District 5, Red River Parish, Louisiana",081,94861,22
