B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
2632.0,153.0,153.0,145.0,8.0,0.0,2479.0,"District 2, East Carroll Parish, Louisiana",035,94249,22
261.0,126.0,126.0,117.0,9.0,0.0,135.0,"District 3, East Carroll Parish, Louisiana",035,94429,22
487.0,244.0,244.0,244.0,0.0,0.0,243.0,"District 5, East Carroll Parish, Louisiana",035,94807,22
654.0,247.0,247.0,201.0,46.0,0.0,407.0,"District 8, East Carroll Parish, Louisiana",035,95269,22
406.0,173.0,173.0,147.0,26.0,0.0,233.0,"District 6, East Carroll Parish, Louisiana",035,94975,22
297.0,176.0,176.0,173.0,3.0,0.0,121.0,"District 7, East Carroll Parish, Louisiana",035,95128,22
8926.0,6622.0,6622.0,6379.0,243.0,0.0,2304.0,"District 11, Ascension Parish, Louisiana",005,95544,22
6763.0,3831.0,3831.0,3264.0,567.0,0.0,2932.0,"District 1, Ascension Parish, Louisiana",005,94006,22
7936.0,5443.0,5443.0,4991.0,452.0,0.0,2493.0,"District 3, Ascension Parish, Louisiana",005,94387,22
8805.0,6416.0,6416.0,5879.0,537.0,0.0,2389.0,"District 5, Ascension Parish, Louisiana",005,94765,22
10841.0,7600.0,7564.0,7120.0,444.0,36.0,3241.0,"District 8, Ascension Parish, Louisiana",005,95244,22
9008.0,5668.0,5668.0,5368.0,300.0,0.0,3340.0,"District 2, Ascension Parish, Louisiana",005,94206,22
9815.0,7058.0,7058.0,6666.0,392.0,0.0,2757.0,"District 4, Ascension Parish, Louisiana",005,94572,22
7169.0,4632.0,4632.0,4345.0,287.0,0.0,2537.0,"District 6, Ascension Parish, Louisiana",005,94938,22
6617.0,4311.0,4284.0,4060.0,224.0,27.0,2306.0,"District 10, Ascension Parish, Louisiana",005,95466,22
8514.0,5978.0,5978.0,5696.0,282.0,0.0,2536.0,"District 7, Ascension Parish, Louisiana",005,95097,22
6001.0,3841.0,3841.0,3728.0,113.0,0.0,2160.0,"District 9, Ascension Parish, Louisiana",005,95361,22
26870.0,18014.0,17986.0,17231.0,755.0,28.0,8856.0,"District F, Lafayette Parish, Louisiana",055,95812,22
22305.0,14492.0,14483.0,13637.0,846.0,9.0,7813.0,"District A, Lafayette Parish, Louisiana",055,95737,22
18721.0,13377.0,13333.0,12804.0,529.0,44.0,5344.0,"District E, Lafayette Parish, Louisiana",055,95797,22
48923.0,35147.0,35109.0,33715.0,1394.0,38.0,13776.0,"District G, Lafayette Parish, Louisiana",055,95827,22
2278.0,1429.0,1429.0,1342.0,87.0,0.0,849.0,"District 4, Grant Parish, Louisiana",043,94618,22
1451.0,570.0,570.0,549.0,21.0,0.0,881.0,"District 3, Grant Parish, Louisiana",043,94441,22
66821.0,40715.0,40621.0,38230.0,2391.0,94.0,26106.0,"District 2, Jefferson Parish, Louisiana",051,94273,22
57903.0,34999.0,34893.0,32283.0,2610.0,106.0,22904.0,"District 3, Jefferson Parish, Louisiana",051,94453,22
74706.0,49372.0,49329.0,46687.0,2642.0,43.0,25334.0,"District 4, Jefferson Parish, Louisiana",051,94630,22
72195.0,45839.0,45675.0,42437.0,3238.0,164.0,26356.0,"District 1, Jefferson Parish, Louisiana",051,94069,22
80081.0,53227.0,53035.0,50798.0,2237.0,192.0,26854.0,"District 5, Jefferson Parish, Louisiana",051,94829,22
2166.0,1247.0,1247.0,1172.0,75.0,0.0,919.0,"District 1, Beauregard Parish, Louisiana",011,94015,22
1964.0,1094.0,1073.0,902.0,171.0,21.0,870.0,"District 3A, Beauregard Parish, Louisiana",011,94552,22
2285.0,1207.0,1201.0,1109.0,92.0,6.0,1078.0,"District 3B, Beauregard Parish, Louisiana",011,94555,22
2378.0,1394.0,1326.0,1234.0,92.0,68.0,984.0,"District 3D, Beauregard Parish, Louisiana",011,94561,22
2652.0,1613.0,1554.0,1448.0,106.0,59.0,1039.0,"District 3E, Beauregard Parish, Louisiana",011,94564,22
4575.0,2513.0,2513.0,2355.0,158.0,0.0,2062.0,"District 4A, Beauregard Parish, Louisiana",011,94732,22
2701.0,1369.0,1369.0,1300.0,69.0,0.0,1332.0,"District 2, Beauregard Parish, Louisiana",011,94213,22
3573.0,1623.0,1623.0,1388.0,235.0,0.0,1950.0,"District 5, Beauregard Parish, Louisiana",011,94774,22
3465.0,1880.0,1847.0,1822.0,25.0,33.0,1585.0,"District 4B, Beauregard Parish, Louisiana",011,94744,22
2837.0,1664.0,1557.0,1444.0,113.0,107.0,1173.0,"District 3C, Beauregard Parish, Louisiana",011,94558,22
1352.0,663.0,663.0,616.0,47.0,0.0,689.0,"District 4, Bienville Parish, Louisiana",013,94579,22
1760.0,731.0,731.0,672.0,59.0,0.0,1029.0,"District 5, Bienville Parish, Louisiana",013,94777,22
1590.0,666.0,666.0,548.0,118.0,0.0,924.0,"District 2, Bienville Parish, Louisiana",013,94216,22
1854.0,1052.0,1052.0,968.0,84.0,0.0,802.0,"District 6, Bienville Parish, Louisiana",013,94945,22
1297.0,579.0,579.0,548.0,31.0,0.0,718.0,"District 7, Bienville Parish, Louisiana",013,95104,22
1679.0,802.0,802.0,758.0,44.0,0.0,877.0,"District 1, Bienville Parish, Louisiana",013,94018,22
1526.0,937.0,928.0,910.0,18.0,9.0,589.0,"District 3, Bienville Parish, Louisiana",013,94396,22
12684.0,8764.0,8217.0,7937.0,280.0,547.0,3920.0,"District 6, Bossier Parish, Louisiana",015,94948,22
4911.0,2712.0,2695.0,2451.0,244.0,17.0,2199.0,"District 7, Bossier Parish, Louisiana",015,95107,22
9934.0,7059.0,4077.0,3818.0,259.0,2982.0,2875.0,"District 10, Bossier Parish, Louisiana",015,95470,22
10394.0,6884.0,6515.0,6246.0,269.0,369.0,3510.0,"District 5, Bossier Parish, Louisiana",015,94780,22
7276.0,4665.0,4578.0,4425.0,153.0,87.0,2611.0,"District 2, Bossier Parish, Louisiana",015,94219,22
8306.0,4975.0,4835.0,4451.0,384.0,140.0,3331.0,"District 3, Bossier Parish, Louisiana",015,94399,22
7303.0,4250.0,4250.0,3933.0,317.0,0.0,3053.0,"District 4, Bossier Parish, Louisiana",015,94582,22
10048.0,6734.0,6340.0,5972.0,368.0,394.0,3314.0,"District 12, Bossier Parish, Louisiana",015,95614,22
7098.0,4177.0,4053.0,3804.0,249.0,124.0,2921.0,"District 1, Bossier Parish, Louisiana",015,94021,22
6607.0,4027.0,3896.0,3684.0,212.0,131.0,2580.0,"District 9, Bossier Parish, Louisiana",015,95368,22
6622.0,4363.0,4345.0,3989.0,356.0,18.0,2259.0,"District 8, Bossier Parish, Louisiana",015,95251,22
6388.0,4494.0,4311.0,4041.0,270.0,183.0,1894.0,"District 11, Bossier Parish, Louisiana",015,95548,22
744.0,430.0,430.0,410.0,20.0,0.0,314.0,"District 4, Cameron Parish, Louisiana",023,94594,22
194.0,93.0,93.0,93.0,0.0,0.0,101.0,"District 6, Cameron Parish, Louisiana",023,94960,22
399.0,201.0,201.0,194.0,7.0,0.0,198.0,"District 5, Cameron Parish, Louisiana",023,94792,22
970.0,612.0,612.0,581.0,31.0,0.0,358.0,"District 2, Cameron Parish, Louisiana",023,94231,22
113.0,26.0,26.0,26.0,0.0,0.0,87.0,"District 1, Cameron Parish, Louisiana",023,94033,22
1668.0,943.0,943.0,914.0,29.0,0.0,725.0,"District 3, Cameron Parish, Louisiana",023,94411,22
