B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
5638.0,4698.0,372.0,254.0,243.0,71.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
0.0,0.0,0.0,0.0,0.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
20.0,20.0,0.0,0.0,0.0,0.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
1620.0,1218.0,283.0,113.0,0.0,6.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
222.0,214.0,4.0,0.0,0.0,4.0,"Sebring CCD, Highlands County, Florida",055,93120,12
112.0,112.0,0.0,0.0,0.0,0.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
1201.0,1050.0,0.0,33.0,95.0,23.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
4.0,4.0,0.0,0.0,0.0,0.0,"Branford CCD, Suwannee County, Florida",121,90299,12
199.0,160.0,39.0,0.0,0.0,0.0,"Dade City CCD, Pasco County, Florida",101,90741,12
3621.0,3137.0,205.0,74.0,151.0,54.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
9.0,9.0,0.0,0.0,0.0,0.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
6.0,6.0,0.0,0.0,0.0,0.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
58.0,58.0,0.0,0.0,0.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
12285.0,7657.0,1916.0,1107.0,526.0,1079.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
4.0,4.0,0.0,0.0,0.0,0.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
927.0,793.0,123.0,11.0,0.0,0.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
6.0,6.0,0.0,0.0,0.0,0.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
1596.0,1202.0,85.0,29.0,21.0,259.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
281.0,275.0,6.0,0.0,0.0,0.0,"Waldo CCD, Alachua County, Florida",001,93536,12
20.0,0.0,0.0,0.0,3.0,17.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
40.0,22.0,18.0,0.0,0.0,0.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
10.0,10.0,0.0,0.0,0.0,0.0,"Altha CCD, Calhoun County, Florida",013,90026,12
105.0,105.0,0.0,0.0,0.0,0.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
84.0,84.0,0.0,0.0,0.0,0.0,"Fort White CCD, Columbia County, Florida",023,91183,12
232.0,213.0,0.0,0.0,0.0,19.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
270.0,210.0,46.0,0.0,14.0,0.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
1542.0,1370.0,57.0,76.0,39.0,0.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
0.0,0.0,0.0,0.0,0.0,0.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
556.0,512.0,0.0,27.0,17.0,0.0,"Lake City CCD, Columbia County, Florida",023,91820,12
68.0,5.0,0.0,61.0,2.0,0.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
11.0,11.0,0.0,0.0,0.0,0.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
1210.0,697.0,126.0,237.0,100.0,50.0,"Stuart CCD, Martin County, Florida",085,93250,12
222.0,174.0,48.0,0.0,0.0,0.0,"Indiantown CCD, Martin County, Florida",085,91586,12
534.0,528.0,0.0,0.0,0.0,6.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
