B19001B_001E,B19001B_002E,B19001B_003E,B19001B_004E,B19001B_005E,B19001B_006E,B19001B_007E,B19001B_008E,B19001B_009E,B19001B_010E,B19001B_011E,B19001B_012E,B19001B_013E,B19001B_014E,B19001B_015E,B19001B_016E,B19001B_017E,name,county,county subdivision,state
244.0,13.0,11.0,0.0,5.0,16.0,0.0,32.0,0.0,7.0,25.0,29.0,73.0,0.0,18.0,6.0,9.0,"Timberlake district, Campbell County, Virginia",031,96087,51
505.0,35.0,15.0,49.0,38.0,29.0,0.0,34.0,56.0,34.0,37.0,65.0,34.0,19.0,0.0,60.0,0.0,"Concord district, Campbell County, Virginia",031,90968,51
341.0,98.0,0.0,0.0,33.0,0.0,27.0,0.0,39.0,0.0,0.0,58.0,45.0,36.0,5.0,0.0,0.0,"Seneca district, Campbell County, Virginia",031,95623,51
578.0,54.0,95.0,99.0,51.0,23.0,6.0,2.0,55.0,5.0,46.0,53.0,32.0,34.0,23.0,0.0,0.0,"Brookneal district, Campbell County, Virginia",031,90504,51
462.0,0.0,0.0,92.0,183.0,0.0,17.0,0.0,12.0,6.0,46.0,40.0,66.0,0.0,0.0,0.0,0.0,"Rustburg district, Campbell County, Virginia",031,95503,51
2544.0,205.0,49.0,113.0,150.0,215.0,132.0,111.0,106.0,280.0,228.0,277.0,328.0,121.0,67.0,96.0,66.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
15121.0,1470.0,760.0,892.0,879.0,932.0,745.0,844.0,793.0,674.0,913.0,1798.0,1935.0,1059.0,631.0,553.0,243.0,"Fairfield district, Henrico County, Virginia",087,93511,51
2102.0,72.0,96.0,109.0,47.0,152.0,63.0,103.0,193.0,110.0,123.0,165.0,419.0,163.0,112.0,76.0,99.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
1435.0,156.0,97.0,141.0,78.0,106.0,59.0,154.0,35.0,158.0,61.0,87.0,202.0,34.0,11.0,39.0,17.0,"Iriswood district, Henry County, Virginia",089,93975,51
4564.0,105.0,210.0,139.0,75.0,277.0,381.0,408.0,264.0,195.0,418.0,617.0,633.0,362.0,133.0,179.0,168.0,"Brookland district, Henrico County, Virginia",087,90496,51
12106.0,1025.0,640.0,673.0,432.0,734.0,575.0,788.0,777.0,395.0,875.0,1444.0,1787.0,1047.0,419.0,300.0,195.0,"Varina district, Henrico County, Virginia",087,96175,51
735.0,93.0,173.0,107.0,48.0,71.0,47.0,0.0,71.0,19.0,38.0,57.0,11.0,0.0,0.0,0.0,0.0,"Collinsville district, Henry County, Virginia",089,90944,51
639.0,33.0,56.0,81.0,30.0,189.0,34.0,0.0,27.0,32.0,27.0,83.0,11.0,0.0,36.0,0.0,0.0,"Reed Creek district, Henry County, Virginia",089,95263,51
449.0,20.0,31.0,18.0,98.0,58.0,19.0,22.0,0.0,23.0,33.0,8.0,88.0,0.0,12.0,0.0,19.0,"Blackberry district, Henry County, Virginia",089,90288,51
636.0,159.0,106.0,23.0,27.0,6.0,27.0,9.0,86.0,0.0,61.0,86.0,27.0,9.0,3.0,7.0,0.0,"Ridgeway district, Henry County, Virginia",089,95295,51
1043.0,57.0,89.0,124.0,140.0,125.0,38.0,84.0,76.0,24.0,96.0,55.0,23.0,32.0,21.0,19.0,40.0,"Horsepasture district, Henry County, Virginia",089,93919,51
437.0,18.0,28.0,12.0,0.0,20.0,15.0,27.0,4.0,30.0,31.0,15.0,103.0,21.0,66.0,45.0,2.0,"Dahlgren district, King George County, Virginia",099,91080,51
362.0,20.0,0.0,0.0,14.0,9.0,0.0,0.0,51.0,48.0,34.0,45.0,80.0,15.0,9.0,26.0,11.0,"James Monroe district, King George County, Virginia",099,94039,51
406.0,7.0,42.0,48.0,21.0,61.0,24.0,7.0,37.0,0.0,14.0,58.0,17.0,17.0,45.0,8.0,0.0,"Shiloh district, King George County, Virginia",099,95687,51
260.0,0.0,17.0,0.0,0.0,24.0,0.0,0.0,0.0,10.0,19.0,31.0,0.0,44.0,59.0,31.0,25.0,"James Madison district, King George County, Virginia",099,94031,51
353.0,13.0,17.0,29.0,98.0,28.0,26.0,36.0,4.0,30.0,15.0,25.0,20.0,5.0,7.0,0.0,0.0,"West Point district, King William County, Virginia",101,96327,51
