B19013I_001E,name,county,county subdivision,state
76750.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
50448.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
47295.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
-666666666.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
45077.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
58750.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
23702.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
28269.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
28889.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
-666666666.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
-666666666.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
19712.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
25875.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
39792.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
40050.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
45417.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
32306.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
38700.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
46375.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
37031.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
-666666666.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
55000.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
46167.0,"Jal CCD, Lea County, New Mexico",025,91620,35
55417.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
61364.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
47647.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
61546.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
48475.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
36167.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
31544.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
27218.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
31492.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
27017.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
25000.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
-666666666.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
30313.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
46250.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
29268.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
65500.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
132917.0,"White Rock CCD, Los Alamos County, New Mexico",028,93810,35
31469.0,"Dixon CCD, Rio Arriba County, New Mexico",039,91020,35
37636.0,"Rio Chama CCD, Rio Arriba County, New Mexico",039,92610,35
16087.0,"Coyote CCD, Rio Arriba County, New Mexico",039,90810,35
29815.0,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",039,93390,35
-666666666.0,"Conchas Dam CCD, San Miguel County, New Mexico",047,90750,35
28929.0,"Villanueva CCD, San Miguel County, New Mexico",047,93690,35
33188.0,"South Rio Arriba CCD, Rio Arriba County, New Mexico",039,93210,35
30000.0,"Chimayo CCD, Rio Arriba County, New Mexico",039,90570,35
