B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
1226.0,628.0,598.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
2770.0,1936.0,834.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
99.0,70.0,29.0,"Valley View CCD, Cooke County, Texas",097,93995,48
62.0,62.0,0.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
256.0,109.0,147.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
65.0,45.0,20.0,"Muenster CCD, Cooke County, Texas",097,92680,48
295.0,204.0,91.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
388.0,224.0,164.0,"Ralls CCD, Crosby County, Texas",107,93185,48
243.0,121.0,122.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
41.0,33.0,8.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
29.0,23.0,6.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
2007.0,1355.0,652.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
33.0,32.0,1.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
56.0,36.0,20.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
178.0,129.0,49.0,"Roby CCD, Fisher County, Texas",151,93275,48
265.0,151.0,114.0,"Rotan CCD, Fisher County, Texas",151,93340,48
19.0,5.0,14.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
320.0,246.0,74.0,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
985.0,735.0,250.0,"Benavides CCD, Duval County, Texas",131,90260,48
1380.0,809.0,571.0,"San Diego CCD, Duval County, Texas",131,93420,48
691.0,465.0,226.0,"Freer CCD, Duval County, Texas",131,91405,48
225.0,189.0,36.0,"Old River CCD, Burleson County, Texas",051,92890,48
240.0,218.0,22.0,"Somerville CCD, Burleson County, Texas",051,93610,48
443.0,257.0,186.0,"Caldwell CCD, Burleson County, Texas",051,90570,48
52.0,52.0,0.0,"Cooks Point CCD, Burleson County, Texas",051,90825,48
365.0,277.0,88.0,"Blanco CCD, Blanco County, Texas",031,90330,48
158.0,83.0,75.0,"Johnson City CCD, Blanco County, Texas",031,91950,48
85.0,24.0,61.0,"Buna CCD, Jasper County, Texas",241,90520,48
