B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
1437.0,1349.0,22.0,58.0,7.0,1.0,"Dublin town, Cheshire County, New Hampshire",005,19140,33
1213.0,1062.0,85.0,4.0,62.0,0.0,"Richmond town, Cheshire County, New Hampshire",005,64420,33
3394.0,2875.0,449.0,0.0,70.0,0.0,"Chesterfield town, Cheshire County, New Hampshire",005,12260,33
3726.0,3305.0,236.0,55.0,98.0,32.0,"Walpole town, Cheshire County, New Hampshire",005,78420,33
4051.0,3462.0,535.0,47.0,7.0,0.0,"Winchester town, Cheshire County, New Hampshire",005,85540,33
858.0,790.0,59.0,0.0,9.0,0.0,"Surry town, Cheshire County, New Hampshire",005,75300,33
5549.0,4474.0,425.0,182.0,464.0,4.0,"Rindge town, Cheshire County, New Hampshire",005,64580,33
213.0,193.0,14.0,4.0,2.0,0.0,"Roxbury town, Cheshire County, New Hampshire",005,65700,33
714.0,667.0,27.0,13.0,7.0,0.0,"Sullivan town, Cheshire County, New Hampshire",005,74900,33
2246.0,2022.0,94.0,77.0,53.0,0.0,"Fitzwilliam town, Cheshire County, New Hampshire",005,26500,33
1772.0,1460.0,93.0,195.0,24.0,0.0,"Alstead town, Cheshire County, New Hampshire",005,00820,33
663.0,590.0,37.0,15.0,21.0,0.0,"Gilsum town, Cheshire County, New Hampshire",005,29220,33
864.0,774.0,66.0,18.0,6.0,0.0,"Harrisville town, Cheshire County, New Hampshire",005,34420,33
5110.0,4652.0,266.0,143.0,49.0,0.0,"Jaffrey town, Cheshire County, New Hampshire",005,38500,33
21041.0,15478.0,3217.0,730.0,1549.0,67.0,"Keene city, Cheshire County, New Hampshire",005,39300,33
1114.0,1031.0,71.0,0.0,12.0,0.0,"Stoddard town, Cheshire County, New Hampshire",005,73700,33
1992.0,1685.0,203.0,30.0,66.0,8.0,"Troy town, Cheshire County, New Hampshire",005,77380,33
501.0,434.0,47.0,3.0,17.0,0.0,"Nelson town, Cheshire County, New Hampshire",005,50580,33
6659.0,6057.0,460.0,17.0,108.0,17.0,"Swanzey town, Cheshire County, New Hampshire",005,75700,33
676.0,619.0,19.0,23.0,15.0,0.0,"Marlow town, Cheshire County, New Hampshire",005,45700,33
3813.0,3365.0,298.0,52.0,98.0,0.0,"Hinsdale town, Cheshire County, New Hampshire",005,36660,33
2154.0,1974.0,49.0,76.0,55.0,0.0,"Canterbury town, Merrimack County, New Hampshire",013,09860,33
2622.0,2453.0,86.0,26.0,50.0,7.0,"Dunbarton town, Merrimack County, New Hampshire",013,19460,33
5295.0,4567.0,322.0,333.0,73.0,0.0,"Loudon town, Merrimack County, New Hampshire",013,43380,33
4085.0,3493.0,108.0,141.0,343.0,0.0,"New London town, Merrimack County, New Hampshire",013,52100,33
1827.0,1762.0,42.0,6.0,17.0,0.0,"Sutton town, Merrimack County, New Hampshire",013,75460,33
2758.0,2595.0,71.0,35.0,57.0,0.0,"Warner town, Merrimack County, New Hampshire",013,78580,33
1419.0,1216.0,156.0,17.0,26.0,4.0,"Wilmot town, Merrimack County, New Hampshire",013,84900,33
5371.0,4889.0,253.0,105.0,92.0,32.0,"Hopkinton town, Merrimack County, New Hampshire",013,37540,33
1775.0,1568.0,145.0,44.0,14.0,4.0,"Webster town, Merrimack County, New Hampshire",013,80020,33
4017.0,3414.0,250.0,284.0,58.0,11.0,"Allenstown town, Merrimack County, New Hampshire",013,00660,33
2455.0,2380.0,40.0,35.0,0.0,0.0,"Chichester town, Merrimack County, New Hampshire",013,12420,33
1247.0,1137.0,66.0,32.0,12.0,0.0,"Danbury town, Merrimack County, New Hampshire",013,16980,33
7978.0,6598.0,752.0,381.0,238.0,9.0,"Franklin city, Merrimack County, New Hampshire",013,27380,33
3830.0,3273.0,389.0,153.0,15.0,0.0,"Boscawen town, Merrimack County, New Hampshire",013,06260,33
4617.0,3777.0,200.0,243.0,397.0,0.0,"Henniker town, Merrimack County, New Hampshire",013,35540,33
12929.0,11253.0,477.0,844.0,337.0,18.0,"Hooksett town, Merrimack County, New Hampshire",013,37300,33
1818.0,1620.0,78.0,44.0,76.0,0.0,"Newbury town, Merrimack County, New Hampshire",013,50900,33
6607.0,6073.0,387.0,96.0,51.0,0.0,"Pembroke town, Merrimack County, New Hampshire",013,60020,33
4335.0,3846.0,263.0,110.0,116.0,0.0,"Northfield town, Merrimack County, New Hampshire",013,54260,33
1215.0,1155.0,45.0,15.0,0.0,0.0,"Salisbury town, Merrimack County, New Hampshire",013,66980,33
7274.0,6966.0,138.0,109.0,50.0,11.0,"Bow town, Merrimack County, New Hampshire",013,06500,33
1597.0,1426.0,101.0,43.0,23.0,4.0,"Bradford town, Merrimack County, New Hampshire",013,06980,33
2641.0,2318.0,159.0,82.0,71.0,11.0,"Andover town, Merrimack County, New Hampshire",013,01460,33
932.0,864.0,34.0,18.0,16.0,0.0,"Hill town, Merrimack County, New Hampshire",013,35860,33
37621.0,32040.0,3003.0,1493.0,902.0,183.0,"Concord city, Merrimack County, New Hampshire",013,14200,33
4450.0,4024.0,231.0,109.0,86.0,0.0,"Epsom town, Merrimack County, New Hampshire",013,24900,33
859.0,833.0,8.0,0.0,18.0,0.0,"Bath town, Grafton County, New Hampshire",009,03940,33
3086.0,3050.0,29.0,6.0,0.0,1.0,"Campton town, Grafton County, New Hampshire",009,08660,33
2171.0,2038.0,72.0,20.0,41.0,0.0,"Holderness town, Grafton County, New Hampshire",009,36900,33
390.0,355.0,13.0,15.0,7.0,0.0,"Benton town, Grafton County, New Hampshire",009,05060,33
3000.0,2652.0,161.0,85.0,94.0,8.0,"Bristol town, Grafton County, New Hampshire",009,07700,33
1304.0,1234.0,21.0,3.0,46.0,0.0,"Orford town, Grafton County, New Hampshire",009,58500,33
829.0,792.0,16.0,4.0,14.0,3.0,"Piermont town, Grafton County, New Hampshire",009,61060,33
1212.0,1072.0,60.0,5.0,51.0,24.0,"Lincoln town, Grafton County, New Hampshire",009,41860,33
1600.0,1454.0,61.0,42.0,43.0,0.0,"Lisbon town, Grafton County, New Hampshire",009,42020,33
5682.0,4623.0,494.0,297.0,268.0,0.0,"Littleton town, Grafton County, New Hampshire",009,42580,33
990.0,905.0,23.0,37.0,25.0,0.0,"Bridgewater town, Grafton County, New Hampshire",009,07540,33
271.0,258.0,4.0,0.0,6.0,3.0,"Easton town, Grafton County, New Hampshire",009,22020,33
533.0,475.0,23.0,0.0,35.0,0.0,"Hebron town, Grafton County, New Hampshire",009,35220,33
0.0,0.0,0.0,0.0,0.0,0.0,"Livermore town, Grafton County, New Hampshire",009,42820,33
3694.0,3203.0,271.0,61.0,159.0,0.0,"Canaan town, Grafton County, New Hampshire",009,08980,33
62.0,59.0,2.0,0.0,1.0,0.0,"Ellsworth town, Grafton County, New Hampshire",009,23860,33
4387.0,3625.0,400.0,87.0,255.0,20.0,"Haverhill town, Grafton County, New Hampshire",009,34820,33
620.0,603.0,2.0,9.0,6.0,0.0,"Lyman town, Grafton County, New Hampshire",009,44100,33
187.0,173.0,6.0,0.0,8.0,0.0,"Waterville Valley town, Grafton County, New Hampshire",009,79380,33
4502.0,4073.0,204.0,81.0,144.0,0.0,"Enfield town, Grafton County, New Hampshire",009,24340,33
195.0,176.0,9.0,10.0,0.0,0.0,"Orange town, Grafton County, New Hampshire",009,58340,33
6011.0,4103.0,669.0,494.0,739.0,6.0,"Plymouth town, Grafton County, New Hampshire",009,62660,33
613.0,569.0,34.0,3.0,7.0,0.0,"Sugar Hill town, Grafton County, New Hampshire",009,74740,33
777.0,645.0,119.0,4.0,7.0,2.0,"Warren town, Grafton County, New Hampshire",009,78740,33
2100.0,1717.0,284.0,37.0,62.0,0.0,"Ashland town, Grafton County, New Hampshire",009,02020,33
327.0,307.0,0.0,4.0,16.0,0.0,"Dorchester town, Grafton County, New Hampshire",009,18740,33
443.0,401.0,30.0,0.0,12.0,0.0,"Landaff town, Grafton County, New Hampshire",009,40660,33
2408.0,2137.0,163.0,50.0,58.0,0.0,"Bethlehem town, Grafton County, New Hampshire",009,05460,33
1856.0,1768.0,18.0,47.0,18.0,5.0,"Alexandria town, Grafton County, New Hampshire",009,00580,33
1024.0,932.0,66.0,9.0,17.0,0.0,"Franconia town, Grafton County, New Hampshire",009,27300,33
1118.0,993.0,91.0,26.0,8.0,0.0,"Grafton town, Grafton County, New Hampshire",009,30820,33
527.0,439.0,65.0,6.0,17.0,0.0,"Groton town, Grafton County, New Hampshire",009,32180,33
1144.0,1052.0,33.0,42.0,17.0,0.0,"Woodstock town, Grafton County, New Hampshire",009,87060,33
1510.0,1302.0,87.0,0.0,114.0,7.0,"Lyme town, Grafton County, New Hampshire",009,44260,33
813.0,768.0,16.0,14.0,15.0,0.0,"Wentworth town, Grafton County, New Hampshire",009,80500,33
1575.0,1418.0,86.0,12.0,59.0,0.0,"Rumney town, Grafton County, New Hampshire",009,65940,33
1888.0,1735.0,77.0,25.0,51.0,0.0,"Thornton town, Grafton County, New Hampshire",009,76740,33
11123.0,9098.0,743.0,242.0,996.0,44.0,"Lebanon city, Grafton County, New Hampshire",009,41300,33
950.0,910.0,5.0,11.0,24.0,0.0,"Monroe town, Grafton County, New Hampshire",009,48980,33
2023.0,1811.0,192.0,0.0,14.0,6.0,"Marlborough town, Cheshire County, New Hampshire",005,45460,33
1763.0,1651.0,96.0,2.0,14.0,0.0,"Westmoreland town, Cheshire County, New Hampshire",005,82660,33
3838.0,3260.0,333.0,209.0,36.0,0.0,"Pittsfield town, Merrimack County, New Hampshire",013,61940,33
9124.0,6772.0,493.0,220.0,1420.0,219.0,"Hanover town, Grafton County, New Hampshire",009,33860,33
2373.0,2017.0,303.0,0.0,53.0,0.0,"East Kingston town, Rockingham County, New Hampshire",015,21380,33
772.0,706.0,43.0,8.0,8.0,7.0,"Newington town, Rockingham County, New Hampshire",015,51620,33
3960.0,3684.0,147.0,54.0,65.0,10.0,"Northwood town, Rockingham County, New Hampshire",015,56820,33
4040.0,3734.0,125.0,61.0,93.0,27.0,"North Hampton town, Rockingham County, New Hampshire",015,54580,33
4284.0,4121.0,52.0,57.0,54.0,0.0,"Deerfield town, Rockingham County, New Hampshire",015,17460,33
3611.0,3297.0,132.0,13.0,169.0,0.0,"Greenland town, Rockingham County, New Hampshire",015,31700,33
2233.0,1973.0,141.0,42.0,77.0,0.0,"Hampton Falls town, Rockingham County, New Hampshire",015,33460,33
6007.0,5638.0,340.0,0.0,29.0,0.0,"Sandown town, Rockingham County, New Hampshire",015,67620,33
12902.0,11603.0,579.0,162.0,558.0,0.0,"Windham town, Rockingham County, New Hampshire",015,85780,33
6410.0,6073.0,265.0,0.0,72.0,0.0,"Atkinson town, Rockingham County, New Hampshire",015,02340,33
31152.0,27562.0,1912.0,365.0,1282.0,31.0,"Derry town, Rockingham County, New Hampshire",015,17940,33
13744.0,12332.0,760.0,240.0,359.0,53.0,"Exeter town, Rockingham County, New Hampshire",015,25380,33
5107.0,4742.0,76.0,216.0,63.0,10.0,"Auburn town, Rockingham County, New Hampshire",015,02820,33
7895.0,6810.0,715.0,36.0,334.0,0.0,"Hampstead town, Rockingham County, New Hampshire",015,32900,33
9379.0,7936.0,906.0,308.0,220.0,9.0,"Raymond town, Rockingham County, New Hampshire",015,64020,33
14359.0,12888.0,861.0,289.0,306.0,15.0,"Hampton town, Rockingham County, New Hampshire",015,33060,33
1433.0,1285.0,80.0,16.0,52.0,0.0,"Newfields town, Rockingham County, New Hampshire",015,51380,33
8069.0,6147.0,606.0,861.0,412.0,43.0,"Newmarket town, Rockingham County, New Hampshire",015,52340,33
5188.0,4531.0,370.0,0.0,272.0,15.0,"Rye town, Rockingham County, New Hampshire",015,66180,33
0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Rockingham County, New Hampshire",015,00000,33
3616.0,3407.0,45.0,105.0,49.0,10.0,"Candia town, Rockingham County, New Hampshire",015,09300,33
4573.0,4038.0,232.0,173.0,113.0,17.0,"Chester town, Rockingham County, New Hampshire",015,12100,33
4166.0,3706.0,131.0,1.0,328.0,0.0,"Danville town, Rockingham County, New Hampshire",015,17140,33
5768.0,5060.0,388.0,0.0,320.0,0.0,"Kingston town, Rockingham County, New Hampshire",015,40100,33
4861.0,4596.0,97.0,66.0,102.0,0.0,"Nottingham town, Rockingham County, New Hampshire",015,57460,33
8438.0,7249.0,692.0,59.0,323.0,115.0,"Seabrook town, Rockingham County, New Hampshire",015,68260,33
4382.0,4047.0,261.0,40.0,34.0,0.0,"Fremont town, Rockingham County, New Hampshire",015,27940,33
4575.0,4256.0,73.0,0.0,246.0,0.0,"Newton town, Rockingham County, New Hampshire",015,52900,33
7116.0,6443.0,412.0,1.0,260.0,0.0,"Plaistow town, Rockingham County, New Hampshire",015,62500,33
2078.0,1854.0,86.0,54.0,84.0,0.0,"Kensington town, Rockingham County, New Hampshire",015,39780,33
6503.0,6133.0,210.0,25.0,119.0,16.0,"Epping town, Rockingham County, New Hampshire",015,24660,33
852.0,783.0,38.0,0.0,31.0,0.0,"New Castle town, Rockingham County, New Hampshire",015,50980,33
25533.0,23380.0,1032.0,76.0,1031.0,14.0,"Salem town, Rockingham County, New Hampshire",015,66660,33
740.0,671.0,16.0,0.0,53.0,0.0,"South Hampton town, Rockingham County, New Hampshire",015,71140,33
6884.0,6370.0,335.0,49.0,116.0,14.0,"Stratham town, Rockingham County, New Hampshire",015,74340,33
23293.0,21645.0,828.0,421.0,356.0,43.0,"Londonderry town, Rockingham County, New Hampshire",015,43220,33
4471.0,3828.0,450.0,57.0,88.0,48.0,"Brentwood town, Rockingham County, New Hampshire",015,07220,33
18482.0,14771.0,1871.0,391.0,1328.0,121.0,"Portsmouth city, Rockingham County, New Hampshire",015,62900,33
4460.0,4288.0,27.0,135.0,10.0,0.0,"Barnstead town, Belknap County, New Hampshire",001,03220,33
15264.0,12940.0,1313.0,568.0,404.0,39.0,"Laconia city, Belknap County, New Hampshire",001,40180,33
1958.0,1851.0,39.0,39.0,29.0,0.0,"New Hampton town, Belknap County, New Hampshire",001,51540,33
2785.0,2646.0,85.0,14.0,35.0,5.0,"Sanbornton town, Belknap County, New Hampshire",001,67300,33
6970.0,6243.0,518.0,135.0,74.0,0.0,"Belmont town, Belknap County, New Hampshire",001,04740,33
940.0,875.0,12.0,53.0,0.0,0.0,"Center Harbor town, Belknap County, New Hampshire",001,10660,33
3479.0,3347.0,17.0,54.0,61.0,0.0,"Gilmanton town, Belknap County, New Hampshire",001,28980,33
5968.0,5402.0,386.0,56.0,117.0,7.0,"Meredith town, Belknap County, New Hampshire",001,47140,33
6733.0,6174.0,343.0,48.0,168.0,0.0,"Gilford town, Belknap County, New Hampshire",001,28740,33
3402.0,2899.0,259.0,211.0,33.0,0.0,"Tilton town, Belknap County, New Hampshire",001,77060,33
5077.0,4336.0,384.0,265.0,92.0,0.0,"Alton town, Belknap County, New Hampshire",001,01060,33
4758.0,3687.0,925.0,128.0,18.0,0.0,"Charlestown town, Sullivan County, New Hampshire",019,11380,33
799.0,770.0,10.0,14.0,0.0,5.0,"Langdon town, Sullivan County, New Hampshire",019,40900,33
5959.0,5193.0,438.0,167.0,161.0,0.0,"Newport town, Sullivan County, New Hampshire",019,52580,33
673.0,607.0,50.0,0.0,16.0,0.0,"Goshen town, Sullivan County, New Hampshire",019,30500,33
2316.0,2167.0,66.0,6.0,77.0,0.0,"Plainfield town, Sullivan County, New Hampshire",019,62340,33
1129.0,1048.0,23.0,35.0,18.0,5.0,"Washington town, Sullivan County, New Hampshire",019,78980,33
1678.0,1565.0,73.0,21.0,10.0,9.0,"Cornish town, Sullivan County, New Hampshire",019,15060,33
763.0,725.0,30.0,0.0,8.0,0.0,"Croydon town, Sullivan County, New Hampshire",019,16340,33
825.0,733.0,68.0,0.0,20.0,4.0,"Lempster town, Sullivan County, New Hampshire",019,41700,33
1424.0,1274.0,129.0,17.0,0.0,4.0,"Unity town, Sullivan County, New Hampshire",019,77940,33
965.0,927.0,21.0,15.0,0.0,2.0,"Acworth town, Sullivan County, New Hampshire",019,00260,33
1004.0,963.0,11.0,21.0,9.0,0.0,"Springfield town, Sullivan County, New Hampshire",019,72740,33
