B19013I_001E,name,county,county subdivision,state
-666666666.0,"Sand Creek township, Meade County, Kansas",119,62925,20
-666666666.0,"Coffeyville city, Montgomery County, Kansas",125,14600,20
-666666666.0,"Meade Center township, Meade County, Kansas",119,45350,20
-666666666.0,"Odee township, Meade County, Kansas",119,52075,20
-666666666.0,"Rutland township, Montgomery County, Kansas",125,61925,20
35000.0,"Fowler township, Meade County, Kansas",119,24200,20
-666666666.0,"Drum Creek township, Montgomery County, Kansas",125,18700,20
-666666666.0,"Liberty township, Montgomery County, Kansas",125,40275,20
-666666666.0,"Sycamore township, Montgomery County, Kansas",125,69750,20
-666666666.0,"Logan township, Meade County, Kansas",119,42000,20
-666666666.0,"Mertilla township, Meade County, Kansas",119,46025,20
-666666666.0,"Crooked Creek township, Meade County, Kansas",119,16450,20
-666666666.0,"Cherokee township, Montgomery County, Kansas",125,12850,20
-666666666.0,"Cherryvale city, Montgomery County, Kansas",125,12925,20
29211.0,"Independence city, Montgomery County, Kansas",125,33875,20
67083.0,"Caney city, Montgomery County, Kansas",125,10375,20
-666666666.0,"Independence township, Montgomery County, Kansas",125,33900,20
-666666666.0,"Parker township, Montgomery County, Kansas",125,54525,20
-666666666.0,"Fawn Creek township, Montgomery County, Kansas",125,23325,20
-666666666.0,"Louisburg township, Montgomery County, Kansas",125,42900,20
-666666666.0,"West Cherry township, Montgomery County, Kansas",125,76825,20
-666666666.0,"Grant township, Republic County, Kansas",157,28050,20
-666666666.0,"Liberty township, Republic County, Kansas",157,40325,20
-666666666.0,"Union township, Republic County, Kansas",157,72300,20
-666666666.0,"Lincoln township, Republic County, Kansas",157,41075,20
-666666666.0,"Norway township, Republic County, Kansas",157,51575,20
-666666666.0,"Rose Creek township, Republic County, Kansas",157,61200,20
-666666666.0,"Elk Creek township, Republic County, Kansas",157,20275,20
-666666666.0,"Beaver township, Republic County, Kansas",157,05150,20
-666666666.0,"Bryant township, Graham County, Kansas",065,08850,20
48750.0,"Hill City township, Graham County, Kansas",065,32200,20
-666666666.0,"Indiana township, Graham County, Kansas",065,34000,20
-666666666.0,"Happy township, Graham County, Kansas",065,29950,20
-666666666.0,"Allodium township, Graham County, Kansas",065,01325,20
-666666666.0,"Graham township, Graham County, Kansas",065,27175,20
-666666666.0,"Morlan township, Graham County, Kansas",065,48250,20
-666666666.0,"Solomon township, Graham County, Kansas",065,66300,20
-666666666.0,"Rosalia township, Butler County, Kansas",015,61125,20
-666666666.0,"Logan township, Butler County, Kansas",015,41775,20
-666666666.0,"Fairview township, Butler County, Kansas",015,22450,20
-666666666.0,"Milton township, Butler County, Kansas",015,46875,20
-666666666.0,"Union township, Butler County, Kansas",015,72050,20
-666666666.0,"Douglass township, Butler County, Kansas",015,18425,20
-666666666.0,"El Dorado city, Butler County, Kansas",015,20075,20
-666666666.0,"Plum Grove township, Butler County, Kansas",015,56850,20
-666666666.0,"Spring township, Butler County, Kansas",015,67275,20
-666666666.0,"Towanda township, Butler County, Kansas",015,71150,20
-666666666.0,"Clay township, Butler County, Kansas",015,13575,20
-666666666.0,"Chelsea township, Butler County, Kansas",015,12750,20
-666666666.0,"Glencoe township, Butler County, Kansas",015,26400,20
-666666666.0,"Pleasant township, Butler County, Kansas",015,56200,20
-666666666.0,"Clifford township, Butler County, Kansas",015,14175,20
-666666666.0,"Fairmount township, Butler County, Kansas",015,22275,20
-666666666.0,"Little Walnut township, Butler County, Kansas",015,41625,20
-666666666.0,"Benton township, Butler County, Kansas",015,06200,20
-666666666.0,"Lincoln township, Butler County, Kansas",015,40500,20
-666666666.0,"Sycamore township, Butler County, Kansas",015,69700,20
53500.0,"Augusta city, Butler County, Kansas",015,03300,20
-666666666.0,"Augusta township, Butler County, Kansas",015,03325,20
