B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
9604.0,3651.0,5953.0,"East Lansing city, Ingham County, Michigan",065,24120,26
904.0,828.0,76.0,"Leslie township, Ingham County, Michigan",065,47200,26
3021.0,1926.0,1095.0,"Mason city, Ingham County, Michigan",065,52180,26
2720.0,1586.0,1134.0,"Lansing charter township, Ingham County, Michigan",065,46020,26
655.0,510.0,145.0,"Leslie city, Ingham County, Michigan",065,47180,26
608.0,545.0,63.0,"Locke township, Ingham County, Michigan",065,49040,26
14143.0,9078.0,5065.0,"Meridian charter township, Ingham County, Michigan",065,53140,26
1061.0,941.0,120.0,"Onondaga township, Ingham County, Michigan",065,60800,26
1336.0,1107.0,229.0,"Leroy township, Ingham County, Michigan",065,47080,26
1400.0,1341.0,59.0,"Aurelius township, Ingham County, Michigan",065,04240,26
1041.0,976.0,65.0,"Alaiedon township, Ingham County, Michigan",065,00800,26
1480.0,1024.0,456.0,"Williamston city, Ingham County, Michigan",065,87420,26
583.0,541.0,42.0,"Wheatfield township, Ingham County, Michigan",065,86520,26
821.0,764.0,57.0,"Ingham township, Ingham County, Michigan",065,40640,26
441.0,383.0,58.0,"White Oak township, Ingham County, Michigan",065,86900,26
737.0,614.0,123.0,"Beaverton township, Gladwin County, Michigan",051,06680,26
348.0,317.0,31.0,"Bentley township, Gladwin County, Michigan",051,07360,26
1032.0,965.0,67.0,"Billings township, Gladwin County, Michigan",051,08360,26
444.0,397.0,47.0,"Sherman township, Gladwin County, Michigan",051,73140,26
857.0,790.0,67.0,"Butman township, Gladwin County, Michigan",051,12180,26
939.0,835.0,104.0,"Sage township, Gladwin County, Michigan",051,70500,26
582.0,525.0,57.0,"Hay township, Gladwin County, Michigan",051,37300,26
1248.0,626.0,622.0,"Gladwin city, Gladwin County, Michigan",051,32320,26
401.0,355.0,46.0,"Gladwin township, Gladwin County, Michigan",051,32340,26
210.0,196.0,14.0,"Bourret township, Gladwin County, Michigan",051,09720,26
521.0,460.0,61.0,"Buckeye township, Gladwin County, Michigan",051,11440,26
433.0,409.0,24.0,"Clement township, Gladwin County, Michigan",051,16360,26
1077.0,982.0,95.0,"Tobacco township, Gladwin County, Michigan",051,79860,26
642.0,584.0,58.0,"Grout township, Gladwin County, Michigan",051,35620,26
640.0,612.0,28.0,"Secord township, Gladwin County, Michigan",051,72240,26
525.0,264.0,261.0,"Beaverton city, Gladwin County, Michigan",051,06660,26
48.0,43.0,5.0,"Grim township, Gladwin County, Michigan",051,35340,26
483.0,427.0,56.0,"Wakeshma township, Kalamazoo County, Michigan",077,82840,26
20051.0,9980.0,10071.0,"Kalamazoo city, Kalamazoo County, Michigan",077,42160,26
2266.0,2105.0,161.0,"Pavilion township, Kalamazoo County, Michigan",077,62960,26
17213.0,12171.0,5042.0,"Portage city, Kalamazoo County, Michigan",077,65560,26
800.0,785.0,15.0,"Prairie Ronde township, Kalamazoo County, Michigan",077,66200,26
2013.0,1695.0,318.0,"Ross township, Kalamazoo County, Michigan",077,69820,26
705.0,423.0,282.0,"Parchment city, Kalamazoo County, Michigan",077,62340,26
765.0,403.0,362.0,"Galesburg city, Kalamazoo County, Michigan",077,31260,26
2912.0,2296.0,616.0,"Richland township, Kalamazoo County, Michigan",077,68260,26
1559.0,1339.0,220.0,"Brady township, Kalamazoo County, Michigan",077,09920,26
738.0,695.0,43.0,"Charleston township, Kalamazoo County, Michigan",077,14720,26
3205.0,2639.0,566.0,"Schoolcraft township, Kalamazoo County, Michigan",077,71880,26
925.0,845.0,80.0,"Climax township, Kalamazoo County, Michigan",077,16460,26
