B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
26601.0,22968.0,1598.0,1181.0,457.0,397.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
40.0,38.0,2.0,0.0,0.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
2468.0,1919.0,330.0,134.0,66.0,19.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
11025.0,9336.0,881.0,492.0,262.0,54.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
6626.0,4991.0,1037.0,293.0,75.0,230.0,"Sebring CCD, Highlands County, Florida",055,93120,12
5275.0,4537.0,467.0,111.0,64.0,96.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
6735.0,5099.0,936.0,261.0,23.0,416.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
366.0,338.0,0.0,28.0,0.0,0.0,"Branford CCD, Suwannee County, Florida",121,90299,12
4321.0,3867.0,290.0,115.0,49.0,0.0,"Dade City CCD, Pasco County, Florida",101,90741,12
20591.0,17787.0,1227.0,715.0,711.0,151.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
892.0,533.0,102.0,248.0,9.0,0.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
340.0,303.0,7.0,24.0,0.0,6.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
590.0,375.0,102.0,113.0,0.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
18103.0,11900.0,2894.0,2637.0,417.0,255.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
169.0,169.0,0.0,0.0,0.0,0.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
1705.0,1491.0,146.0,16.0,46.0,6.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
115.0,97.0,14.0,4.0,0.0,0.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
3269.0,2648.0,367.0,125.0,85.0,44.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
321.0,318.0,3.0,0.0,0.0,0.0,"Waldo CCD, Alachua County, Florida",001,93536,12
