B19013D_001E,name,county,county subdivision,state
65893.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
145561.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
64485.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
-666666666.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
99936.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
92197.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
164936.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
120286.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
-666666666.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
63929.0,"Milton CCD, Sussex County, Delaware",005,92664,10
97353.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
51250.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
-666666666.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
106875.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
-666666666.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
56977.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
-666666666.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
-666666666.0,"Kenton CCD, Kent County, Delaware",001,91480,10
-666666666.0,"Milford North CCD, Kent County, Delaware",001,92220,10
-666666666.0,"Harrington CCD, Kent County, Delaware",001,91332,10
-666666666.0,"Felton CCD, Kent County, Delaware",001,90888,10
71667.0,"Dover CCD, Kent County, Delaware",001,90740,10
-666666666.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
-666666666.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
63158.0,"Newark CCD, New Castle County, Delaware",003,92738,10
111118.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
-666666666.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
