B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
1518.0,1308.0,9.0,187.0,14.0,0.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
37.0,31.0,5.0,1.0,0.0,0.0,"Agate CCD, Elbert County, Colorado",039,90019,08
29.0,27.0,0.0,2.0,0.0,0.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
43.0,43.0,0.0,0.0,0.0,0.0,"Simla CCD, Elbert County, Colorado",039,93325,08
71.0,65.0,3.0,3.0,0.0,0.0,"Model CCD, Las Animas County, Colorado",071,92508,08
32.0,27.0,5.0,0.0,0.0,0.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
334.0,322.0,0.0,5.0,7.0,0.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
346.0,309.0,22.0,0.0,15.0,0.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
5083.0,4201.0,648.0,183.0,51.0,0.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
1331.0,948.0,239.0,107.0,16.0,21.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
729.0,649.0,10.0,70.0,0.0,0.0,"Wray CCD, Yuma County, Colorado",125,93914,08
62.0,53.0,0.0,9.0,0.0,0.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
58.0,27.0,30.0,1.0,0.0,0.0,"Yampa CCD, Routt County, Colorado",107,93933,08
243.0,202.0,18.0,0.0,23.0,0.0,"Hayden CCD, Routt County, Colorado",107,91729,08
1250.0,1168.0,69.0,12.0,1.0,0.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
126.0,112.0,3.0,4.0,7.0,0.0,"Oak Creek CCD, Routt County, Colorado",107,92717,08
3601.0,3060.0,300.0,126.0,40.0,75.0,"Silverthorne CCD, Summit County, Colorado",117,93287,08
552.0,389.0,128.0,9.0,26.0,0.0,"Breckenridge CCD, Summit County, Colorado",117,90380,08
14.0,13.0,1.0,0.0,0.0,0.0,"Arriba CCD, Lincoln County, Colorado",073,90133,08
57.0,57.0,0.0,0.0,0.0,0.0,"Karval CCD, Lincoln County, Colorado",073,91919,08
1120.0,972.0,25.0,114.0,9.0,0.0,"Limon CCD, Lincoln County, Colorado",073,92261,08
306.0,266.0,0.0,40.0,0.0,0.0,"Idaho Springs CCD, Clear Creek County, Colorado",019,91843,08
261.0,210.0,8.0,21.0,22.0,0.0,"Georgetown CCD, Clear Creek County, Colorado",019,91463,08
253.0,239.0,0.0,2.0,12.0,0.0,"Mosca-Hooper CCD, Alamosa County, Colorado",003,92584,08
7125.0,5933.0,286.0,714.0,177.0,15.0,"Alamosa CCD, Alamosa County, Colorado",003,90076,08
3000.0,2797.0,0.0,41.0,162.0,0.0,"Delta CCD, Delta County, Colorado",029,90988,08
326.0,323.0,3.0,0.0,0.0,0.0,"Paonia CCD, Delta County, Colorado",029,92831,08
769.0,668.0,93.0,4.0,4.0,0.0,"Cedaredge CCD, Delta County, Colorado",029,90532,08
382.0,367.0,1.0,1.0,13.0,0.0,"Hotchkiss CCD, Delta County, Colorado",029,91786,08
157.0,119.0,38.0,0.0,0.0,0.0,"Cotopaxi CCD, Fremont County, Colorado",043,90836,08
223.0,213.0,6.0,0.0,4.0,0.0,"Penrose-Portland CCD, Fremont County, Colorado",043,92888,08
1665.0,1234.0,218.0,31.0,182.0,0.0,"Florence CCD, Fremont County, Colorado",043,91311,08
57292.0,45845.0,8917.0,1575.0,918.0,37.0,"Pueblo CCD, Pueblo County, Colorado",101,92983,08
622.0,614.0,8.0,0.0,0.0,0.0,"Colorado City-Rye CCD, Pueblo County, Colorado",101,90722,08
163.0,163.0,0.0,0.0,0.0,0.0,"Huerfano Valley CCD, Pueblo County, Colorado",101,91805,08
2856.0,2566.0,248.0,15.0,27.0,0.0,"St. Charles Mesa CCD, Pueblo County, Colorado",101,93154,08
6797.0,5683.0,960.0,63.0,69.0,22.0,"Pueblo West CCD, Pueblo County, Colorado",101,93002,08
1016.0,841.0,167.0,0.0,8.0,0.0,"Avondale CCD, Pueblo County, Colorado",101,90209,08
79.0,59.0,3.0,3.0,14.0,0.0,"Northeast Pueblo CCD, Pueblo County, Colorado",101,92660,08
6402.0,5665.0,251.0,308.0,169.0,9.0,"Montrose CCD, Montrose County, Colorado",085,92546,08
77.0,77.0,0.0,0.0,0.0,0.0,"Nucla CCD, Montrose County, Colorado",085,92698,08
1812.0,1504.0,193.0,10.0,105.0,0.0,"Olathe CCD, Montrose County, Colorado",085,92736,08
123.0,105.0,18.0,0.0,0.0,0.0,"Weldona CCD, Morgan County, Colorado",087,93781,08
2555.0,1852.0,573.0,69.0,61.0,0.0,"Brush CCD, Morgan County, Colorado",087,90418,08
6758.0,5476.0,417.0,575.0,135.0,155.0,"Fort Morgan CCD, Morgan County, Colorado",087,91368,08
562.0,478.0,56.0,28.0,0.0,0.0,"Wiggins CCD, Morgan County, Colorado",087,93876,08
898.0,739.0,16.0,143.0,0.0,0.0,"Fairplay CCD, Park County, Colorado",093,91254,08
92.0,60.0,32.0,0.0,0.0,0.0,"Lake George CCD, Park County, Colorado",093,92128,08
1912.0,1852.0,52.0,8.0,0.0,0.0,"Center CCD, Saguache County, Colorado",109,90551,08
61.0,61.0,0.0,0.0,0.0,0.0,"Cochetopa CCD, Saguache County, Colorado",109,90684,08
322.0,254.0,66.0,1.0,1.0,0.0,"Saguache CCD, Saguache County, Colorado",109,93135,08
2624.0,2282.0,297.0,19.0,26.0,0.0,"Fruita CCD, Mesa County, Colorado",077,91425,08
4112.0,3694.0,289.0,81.0,48.0,0.0,"Clifton CCD, Mesa County, Colorado",077,90665,08
13578.0,9616.0,2579.0,997.0,327.0,59.0,"Grand Junction CCD, Mesa County, Colorado",077,91596,08
54.0,54.0,0.0,0.0,0.0,0.0,"De Beque CCD, Mesa County, Colorado",077,90950,08
200.0,132.0,7.0,53.0,8.0,0.0,"Collbran CCD, Mesa County, Colorado",077,90703,08
11.0,11.0,0.0,0.0,0.0,0.0,"Glade Park-Gateway CCD, Mesa County, Colorado",077,91501,08
529.0,442.0,50.0,17.0,20.0,0.0,"Granada CCD, Prowers County, Colorado",099,91558,08
3342.0,3177.0,76.0,40.0,27.0,22.0,"Lamar CCD, Prowers County, Colorado",099,92147,08
0.0,0.0,0.0,0.0,0.0,0.0,"Two Butte Creek CCD, Prowers County, Colorado",099,93667,08
15431.0,12502.0,988.0,130.0,1337.0,474.0,"Fountain CCD, El Paso County, Colorado",041,91387,08
548.0,464.0,23.0,5.0,56.0,0.0,"Holly CCD, Prowers County, Colorado",099,91748,08
49.0,49.0,0.0,0.0,0.0,0.0,"Lake City CCD, Hinsdale County, Colorado",053,92109,08
11054.0,8215.0,1589.0,338.0,679.0,233.0,"Elsmere CCD, El Paso County, Colorado",041,91197,08
146.0,107.0,13.0,11.0,15.0,0.0,"Pikes Peak CCD, El Paso County, Colorado",041,92907,08
771.0,493.0,179.0,65.0,13.0,21.0,"Cheyenne Mountain CCD, El Paso County, Colorado",041,90627,08
6.0,6.0,0.0,0.0,0.0,0.0,"Cope CCD, Washington County, Colorado",121,90798,08
1686.0,1445.0,51.0,18.0,161.0,11.0,"Southeastern El Paso CCD, El Paso County, Colorado",041,93420,08
6024.0,4891.0,472.0,198.0,454.0,9.0,"Black Forest-Peyton CCD, El Paso County, Colorado",041,90304,08
72061.0,52645.0,12988.0,2630.0,3227.0,571.0,"Colorado Springs CCD, El Paso County, Colorado",041,90741,08
1910.0,1331.0,153.0,295.0,111.0,20.0,"Monument CCD, El Paso County, Colorado",041,92565,08
415.0,227.0,63.0,114.0,11.0,0.0,"Akron CCD, Washington County, Colorado",121,90057,08
27.0,0.0,1.0,15.0,11.0,0.0,"Otis CCD, Washington County, Colorado",121,92774,08
756.0,684.0,0.0,72.0,0.0,0.0,"Granby CCD, Grand County, Colorado",049,91577,08
438.0,398.0,0.0,37.0,3.0,0.0,"Kremmling CCD, Grand County, Colorado",049,92033,08
4878.0,3759.0,506.0,489.0,114.0,10.0,"East Arapahoe CCD, Arapahoe County, Colorado",005,91178,08
23903.0,17906.0,2490.0,2542.0,744.0,221.0,"Southwest Arapahoe CCD, Arapahoe County, Colorado",005,93458,08
87788.0,67815.0,10320.0,6799.0,2060.0,794.0,"South Aurora CCD, Arapahoe County, Colorado",005,93382,08
296.0,255.0,9.0,16.0,16.0,0.0,"Fowler CCD, Otero County, Colorado",089,91406,08
3058.0,2736.0,247.0,33.0,42.0,0.0,"Rocky Ford CCD, Otero County, Colorado",089,93116,08
341.0,321.0,14.0,6.0,0.0,0.0,"Manzanola CCD, Otero County, Colorado",089,92413,08
175.0,159.0,0.0,10.0,6.0,0.0,"Cheraw CCD, Otero County, Colorado",089,90608,08
172.0,172.0,0.0,0.0,0.0,0.0,"West Conejos CCD, Conejos County, Colorado",021,93825,08
9.0,9.0,0.0,0.0,0.0,0.0,"West San Miguel CCD, San Miguel County, Colorado",113,93844,08
3681.0,3025.0,544.0,70.0,42.0,0.0,"La Junta CCD, Otero County, Colorado",089,92090,08
2.0,2.0,0.0,0.0,0.0,0.0,"Timpas CCD, Otero County, Colorado",089,93629,08
4013.0,3516.0,280.0,81.0,79.0,57.0,"Cañon City CCD, Fremont County, Colorado",043,90494,08
1862.0,1017.0,748.0,51.0,46.0,0.0,"West Garfield CCD, Garfield County, Colorado",045,93832,08
6.0,6.0,0.0,0.0,0.0,0.0,"South Sedgwick CCD, Sedgwick County, Colorado",115,93450,08
3.0,3.0,0.0,0.0,0.0,0.0,"Woodlin CCD, Washington County, Colorado",121,93905,08
1.0,1.0,0.0,0.0,0.0,0.0,"South Bent CCD, Bent County, Colorado",011,93388,08
213.0,210.0,3.0,0.0,0.0,0.0,"Idalia-Joes CCD, Yuma County, Colorado",125,91850,08
122.0,115.0,3.0,3.0,1.0,0.0,"Whitewater-Kannah Creek CCD, Mesa County, Colorado",077,93857,08
7655.0,5416.0,434.0,1278.0,491.0,36.0,"Broomfield CCD, Broomfield County, Colorado",014,90408,08
247.0,163.0,36.0,47.0,0.0,1.0,"Rangely CCD, Rio Blanco County, Colorado",103,93040,08
253.0,210.0,0.0,0.0,43.0,0.0,"Julesburg CCD, Sedgwick County, Colorado",115,91900,08
263.0,226.0,21.0,0.0,16.0,0.0,"Ouray CCD, Ouray County, Colorado",091,92793,08
395.0,187.0,125.0,38.0,45.0,0.0,"Meeker CCD, Rio Blanco County, Colorado",103,92451,08
5416.0,4664.0,399.0,289.0,41.0,23.0,"Fort Lupton CCD, Weld County, Colorado",123,91349,08
4500.0,4045.0,345.0,78.0,32.0,0.0,"Johnstown-Milliken CCD, Weld County, Colorado",123,91881,08
51461.0,40419.0,7925.0,1876.0,825.0,416.0,"Greeley CCD, Weld County, Colorado",123,91634,08
1340.0,1128.0,140.0,72.0,0.0,0.0,"Ault CCD, Weld County, Colorado",123,90190,08
7681.0,6061.0,555.0,689.0,329.0,47.0,"Erie-Frederick CCD, Weld County, Colorado",123,91216,08
53.0,50.0,3.0,0.0,0.0,0.0,"Grover CCD, Weld County, Colorado",123,91653,08
30.0,30.0,0.0,0.0,0.0,0.0,"Raymer CCD, Weld County, Colorado",123,93059,08
4042.0,3396.0,121.0,341.0,184.0,0.0,"Keenesburg-Hudson CCD, Weld County, Colorado",123,91938,08
1673.0,1408.0,34.0,16.0,215.0,0.0,"Kersey-Gill CCD, Weld County, Colorado",123,91957,08
1754.0,1444.0,245.0,53.0,12.0,0.0,"La Salle-Gilcrest CCD, Weld County, Colorado",123,92166,08
1431.0,1255.0,30.0,52.0,94.0,0.0,"Platteville CCD, Weld County, Colorado",123,92926,08
1616.0,1389.0,54.0,173.0,0.0,0.0,"La Jara CCD, Conejos County, Colorado",021,92071,08
1874.0,1611.0,121.0,46.0,96.0,0.0,"Windsor CCD, Weld County, Colorado",123,93895,08
969.0,898.0,15.0,56.0,0.0,0.0,"Manassa CCD, Conejos County, Colorado",021,92375,08
1551.0,1414.0,82.0,50.0,0.0,5.0,"Antonito CCD, Conejos County, Colorado",021,90095,08
205.0,189.0,16.0,0.0,0.0,0.0,"Westcliffe CCD, Custer County, Colorado",027,93819,08
1328.0,1266.0,42.0,20.0,0.0,0.0,"San Luis CCD, Costilla County, Colorado",023,93192,08
937.0,790.0,128.0,0.0,19.0,0.0,"Blanca CCD, Costilla County, Colorado",023,90323,08
21752.0,18175.0,1459.0,1674.0,130.0,314.0,"North Aurora CCD, Adams County, Colorado",001,92622,08
27271.0,23348.0,2626.0,725.0,394.0,178.0,"Brighton CCD, Adams County, Colorado",001,90399,08
1206.0,1113.0,0.0,93.0,0.0,0.0,"East Adams CCD, Adams County, Colorado",001,91159,08
21217.0,19607.0,811.0,660.0,121.0,18.0,"Commerce City CCD, Adams County, Colorado",001,90760,08
117292.0,100317.0,9722.0,5389.0,1338.0,526.0,"West Adams CCD, Adams County, Colorado",001,93800,08
4289.0,3567.0,323.0,149.0,244.0,6.0,"Castle Rock CCD, Douglas County, Colorado",035,90513,08
11824.0,9457.0,892.0,916.0,370.0,189.0,"Sedalia CCD, Douglas County, Colorado",035,93249,08
10365.0,8376.0,748.0,943.0,290.0,8.0,"Parker CCD, Douglas County, Colorado",035,92850,08
803.0,795.0,0.0,0.0,8.0,0.0,"Leadville North CCD, Lake County, Colorado",065,92242,08
6979.0,6297.0,520.0,89.0,47.0,26.0,"Minturn-Red Cliff CCD, Eagle County, Colorado",037,92489,08
2834.0,2743.0,40.0,51.0,0.0,0.0,"Basalt CCD, Eagle County, Colorado",037,90247,08
5814.0,4922.0,515.0,261.0,63.0,53.0,"Eagle-Gypsum CCD, Eagle County, Colorado",037,91140,08
1712.0,1495.0,91.0,126.0,0.0,0.0,"Leadville CCD, Lake County, Colorado",065,92223,08
1331.0,1259.0,29.0,7.0,36.0,0.0,"Ignacio CCD, La Plata County, Colorado",067,91862,08
971.0,856.0,79.0,18.0,18.0,0.0,"Bayfield CCD, La Plata County, Colorado",067,90266,08
