B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
0.0,0.0,0.0,"Mount Carmel CCD, McCormick County, South Carolina",065,92262,45
75.0,30.0,45.0,"Clinton CCD, Laurens County, South Carolina",059,90663,45
367.0,131.0,236.0,"Laurens CCD, Laurens County, South Carolina",059,91924,45
0.0,0.0,0.0,"Joanna CCD, Laurens County, South Carolina",059,91690,45
5.0,5.0,0.0,"Parksville CCD, McCormick County, South Carolina",065,92561,45
14.0,14.0,0.0,"McCormick CCD, McCormick County, South Carolina",065,92119,45
313.0,28.0,285.0,"Central CCD, Pickens County, South Carolina",077,90533,45
452.0,232.0,220.0,"Easley CCD, Pickens County, South Carolina",077,90936,45
37.0,37.0,0.0,"Pickens CCD, Pickens County, South Carolina",077,92639,45
132.0,100.0,32.0,"Easley East CCD, Pickens County, South Carolina",077,90949,45
62.0,17.0,45.0,"Six Mile CCD, Pickens County, South Carolina",077,93146,45
152.0,54.0,98.0,"Clemson CCD, Pickens County, South Carolina",077,90650,45
110.0,59.0,51.0,"Liberty CCD, Pickens County, South Carolina",077,91950,45
0.0,0.0,0.0,"Jonesville CCD, Union County, South Carolina",087,91742,45
0.0,0.0,0.0,"Carlisle CCD, Union County, South Carolina",087,90507,45
0.0,0.0,0.0,"Cross Keys CCD, Union County, South Carolina",087,90832,45
26.0,0.0,26.0,"West Springs CCD, Union County, South Carolina",087,93679,45
0.0,0.0,0.0,"Lockhart CCD, Union County, South Carolina",087,91989,45
100.0,45.0,55.0,"Union CCD, Union County, South Carolina",087,93497,45
0.0,0.0,0.0,"Hemingway CCD, Williamsburg County, South Carolina",089,91495,45
0.0,0.0,0.0,"Trio CCD, Williamsburg County, South Carolina",089,93458,45
4.0,4.0,0.0,"Greeleyville CCD, Williamsburg County, South Carolina",089,91339,45
50.0,0.0,50.0,"Kingstree CCD, Williamsburg County, South Carolina",089,91768,45
0.0,0.0,0.0,"Nesmith CCD, Williamsburg County, South Carolina",089,92353,45
40.0,0.0,40.0,"Lane CCD, Williamsburg County, South Carolina",089,91898,45
783.0,507.0,276.0,"Aiken CCD, Aiken County, South Carolina",003,90026,45
33.0,33.0,0.0,"Jackson CCD, Aiken County, South Carolina",003,91651,45
120.0,107.0,13.0,"Beech Island CCD, Aiken County, South Carolina",003,90208,45
232.0,204.0,28.0,"New Ellenton CCD, Aiken County, South Carolina",003,92379,45
1101.0,463.0,638.0,"North Augusta CCD, Aiken County, South Carolina",003,92418,45
6.0,0.0,6.0,"Salley CCD, Aiken County, South Carolina",003,92977,45
22.0,6.0,16.0,"Wagener CCD, Aiken County, South Carolina",003,93562,45
81.0,12.0,69.0,"Monetta CCD, Aiken County, South Carolina",003,92223,45
64.0,54.0,10.0,"Windsor CCD, Aiken County, South Carolina",003,93744,45
0.0,0.0,0.0,"Fairfax CCD, Allendale County, South Carolina",005,91092,45
0.0,0.0,0.0,"Millett CCD, Allendale County, South Carolina",005,92197,45
0.0,0.0,0.0,"Allendale CCD, Allendale County, South Carolina",005,90052,45
20.0,20.0,0.0,"Sycamore CCD, Allendale County, South Carolina",005,93367,45
12.0,12.0,0.0,"Whitmire CCD, Newberry County, South Carolina",071,93705,45
606.0,319.0,287.0,"Newberry CCD, Newberry County, South Carolina",071,92366,45
32.0,15.0,17.0,"Pomaria CCD, Newberry County, South Carolina",071,92704,45
63.0,34.0,29.0,"Barnwell CCD, Barnwell County, South Carolina",011,90143,45
12.0,12.0,0.0,"Mountain Rest CCD, Oconee County, South Carolina",073,92249,45
