B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
5533.0,2604.0,52.0,0.0,13.0,24.0,23.0,36.0,53.0,59.0,632.0,258.0,487.0,246.0,420.0,189.0,32.0,80.0,2929.0,57.0,0.0,0.0,63.0,9.0,54.0,37.0,21.0,749.0,225.0,499.0,314.0,615.0,260.0,3.0,23.0,"Timberlake district, Campbell County, Virginia",031,96087,51
6259.0,3093.0,37.0,0.0,40.0,108.0,40.0,169.0,157.0,34.0,904.0,203.0,557.0,259.0,337.0,228.0,0.0,20.0,3166.0,9.0,13.0,9.0,130.0,90.0,134.0,30.0,24.0,1302.0,271.0,397.0,198.0,385.0,143.0,0.0,31.0,"Concord district, Campbell County, Virginia",031,90968,51
5343.0,2537.0,21.0,42.0,11.0,28.0,46.0,131.0,83.0,86.0,915.0,240.0,380.0,153.0,252.0,136.0,0.0,13.0,2806.0,11.0,0.0,11.0,16.0,133.0,148.0,159.0,24.0,879.0,189.0,418.0,319.0,282.0,187.0,13.0,17.0,"Seneca district, Campbell County, Virginia",031,95623,51
4627.0,2107.0,89.0,0.0,8.0,56.0,126.0,59.0,66.0,44.0,931.0,122.0,213.0,160.0,152.0,67.0,5.0,9.0,2520.0,10.0,8.0,68.0,67.0,44.0,109.0,33.0,63.0,917.0,152.0,362.0,288.0,228.0,122.0,43.0,6.0,"Brookneal district, Campbell County, Virginia",031,90504,51
5704.0,2867.0,71.0,0.0,17.0,77.0,47.0,144.0,81.0,18.0,1086.0,198.0,427.0,190.0,280.0,141.0,63.0,27.0,2837.0,38.0,0.0,18.0,30.0,16.0,32.0,58.0,12.0,768.0,217.0,692.0,279.0,445.0,206.0,26.0,0.0,"Rustburg district, Campbell County, Virginia",031,95503,51
46139.0,21233.0,105.0,137.0,268.0,186.0,85.0,79.0,158.0,256.0,3435.0,841.0,2502.0,1113.0,6730.0,3433.0,1299.0,606.0,24906.0,291.0,103.0,317.0,349.0,175.0,233.0,74.0,206.0,3535.0,1207.0,3537.0,1684.0,8041.0,3684.0,974.0,496.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
42423.0,18167.0,129.0,34.0,143.0,225.0,75.0,344.0,644.0,498.0,5797.0,1306.0,2628.0,1226.0,3537.0,1303.0,157.0,121.0,24256.0,245.0,73.0,209.0,313.0,230.0,521.0,850.0,487.0,5936.0,1605.0,4659.0,2161.0,4616.0,2104.0,145.0,102.0,"Fairfield district, Henrico County, Virginia",087,93511,51
45256.0,21717.0,117.0,0.0,35.0,100.0,41.0,180.0,237.0,0.0,2613.0,628.0,2379.0,933.0,8124.0,4084.0,1358.0,888.0,23539.0,265.0,17.0,68.0,31.0,51.0,56.0,127.0,173.0,3314.0,990.0,2851.0,1745.0,8273.0,3874.0,1128.0,576.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
6551.0,3095.0,31.0,19.0,7.0,124.0,167.0,140.0,155.0,58.0,1055.0,208.0,429.0,242.0,226.0,136.0,64.0,34.0,3456.0,35.0,8.0,47.0,148.0,96.0,38.0,79.0,87.0,1023.0,181.0,606.0,648.0,271.0,113.0,7.0,69.0,"Iriswood district, Henry County, Virginia",089,93975,51
47269.0,21892.0,342.0,264.0,262.0,255.0,269.0,301.0,295.0,275.0,4797.0,1360.0,3452.0,1447.0,5573.0,2144.0,574.0,282.0,25377.0,259.0,43.0,343.0,292.0,343.0,449.0,352.0,333.0,5305.0,1328.0,3698.0,1993.0,6823.0,3078.0,513.0,225.0,"Brookland district, Henrico County, Virginia",087,90496,51
