B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
12.0,12.0,0.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
6.0,0.0,6.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
0.0,0.0,0.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
3.0,3.0,0.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
8.0,3.0,5.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
2.0,2.0,0.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
362.0,188.0,174.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
138.0,50.0,88.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
0.0,0.0,0.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
3.0,3.0,0.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
0.0,0.0,0.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
308.0,90.0,218.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
0.0,0.0,0.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
0.0,0.0,0.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
68.0,62.0,6.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
0.0,0.0,0.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
4.0,0.0,4.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
0.0,0.0,0.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
943.0,454.0,489.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
2.0,2.0,0.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
196.0,139.0,57.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
4.0,0.0,4.0,"Healdton North CCD, Carter County, Oklahoma",019,91287,40
0.0,0.0,0.0,"Healdton Central CCD, Carter County, Oklahoma",019,91274,40
0.0,0.0,0.0,"West Coal CCD, Coal County, Oklahoma",029,93705,40
3.0,3.0,0.0,"East Coal CCD, Coal County, Oklahoma",029,90871,40
0.0,0.0,0.0,"Lamont CCD, Grant County, Oklahoma",053,91625,40
0.0,0.0,0.0,"Medford CCD, Grant County, Oklahoma",053,91820,40
0.0,0.0,0.0,"Wakita CCD, Grant County, Oklahoma",053,93510,40
