B19001I_001E,B19001I_002E,B19001I_003E,B19001I_004E,B19001I_005E,B19001I_006E,B19001I_007E,B19001I_008E,B19001I_009E,B19001I_010E,B19001I_011E,B19001I_012E,B19001I_013E,B19001I_014E,B19001I_015E,B19001I_016E,B19001I_017E,name,county,county subdivision,state
7548.0,237.0,128.0,153.0,267.0,299.0,395.0,248.0,520.0,403.0,604.0,954.0,1209.0,916.0,508.0,447.0,260.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
12.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
490.0,12.0,0.0,37.0,17.0,66.0,67.0,69.0,74.0,0.0,0.0,123.0,25.0,0.0,0.0,0.0,0.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
3524.0,292.0,149.0,321.0,230.0,374.0,226.0,281.0,183.0,296.0,303.0,283.0,346.0,185.0,13.0,42.0,0.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
2142.0,518.0,193.0,71.0,216.0,201.0,261.0,63.0,168.0,49.0,79.0,155.0,86.0,7.0,42.0,7.0,26.0,"Sebring CCD, Highlands County, Florida",055,93120,12
1541.0,142.0,105.0,261.0,302.0,169.0,105.0,39.0,94.0,0.0,166.0,108.0,21.0,14.0,0.0,15.0,0.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
1971.0,285.0,94.0,193.0,152.0,94.0,215.0,192.0,133.0,48.0,170.0,149.0,119.0,72.0,36.0,0.0,19.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
153.0,23.0,39.0,50.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,25.0,0.0,0.0,0.0,"Branford CCD, Suwannee County, Florida",121,90299,12
1357.0,83.0,80.0,110.0,110.0,180.0,62.0,72.0,28.0,55.0,192.0,101.0,107.0,86.0,81.0,0.0,10.0,"Dade City CCD, Pasco County, Florida",101,90741,12
6339.0,454.0,378.0,311.0,472.0,420.0,290.0,380.0,408.0,266.0,585.0,707.0,639.0,388.0,197.0,326.0,118.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
196.0,31.0,30.0,0.0,14.0,11.0,0.0,7.0,0.0,3.0,25.0,17.0,16.0,42.0,0.0,0.0,0.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
117.0,22.0,0.0,0.0,0.0,28.0,9.0,0.0,0.0,9.0,27.0,7.0,15.0,0.0,0.0,0.0,0.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
120.0,23.0,27.0,11.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
5777.0,1366.0,479.0,344.0,334.0,315.0,303.0,176.0,330.0,257.0,364.0,409.0,357.0,245.0,191.0,159.0,148.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
37.0,8.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
490.0,42.0,28.0,21.0,0.0,0.0,0.0,15.0,34.0,32.0,110.0,4.0,107.0,35.0,34.0,16.0,12.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
1282.0,85.0,122.0,95.0,91.0,56.0,79.0,33.0,102.0,17.0,126.0,67.0,180.0,86.0,40.0,6.0,97.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
64.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,12.0,0.0,0.0,22.0,0.0,"Waldo CCD, Alachua County, Florida",001,93536,12
388.0,0.0,11.0,36.0,36.0,17.0,13.0,112.0,45.0,56.0,0.0,19.0,34.0,9.0,0.0,0.0,0.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
