B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
16.0,16.0,0.0,"Little Compton town, Newport County, Rhode Island",005,42400,44
135.0,49.0,86.0,"Middletown town, Newport County, Rhode Island",005,45460,44
95.0,14.0,81.0,"Newport city, Newport County, Rhode Island",005,49960,44
0.0,0.0,0.0,"County subdivisions not defined, Newport County, Rhode Island",005,00000,44
67.0,67.0,0.0,"Jamestown town, Newport County, Rhode Island",005,36820,44
107.0,107.0,0.0,"Portsmouth town, Newport County, Rhode Island",005,57880,44
6.0,0.0,6.0,"Tiverton town, Newport County, Rhode Island",005,70880,44
664.0,416.0,248.0,"Warwick city, Kent County, Rhode Island",003,74300,44
109.0,109.0,0.0,"Coventry town, Kent County, Rhode Island",003,18640,44
257.0,175.0,82.0,"West Warwick town, Kent County, Rhode Island",003,78440,44
96.0,44.0,52.0,"West Greenwich town, Kent County, Rhode Island",003,77720,44
164.0,158.0,6.0,"East Greenwich town, Kent County, Rhode Island",003,22240,44
287.0,110.0,177.0,"Cumberland town, Providence County, Rhode Island",007,20080,44
872.0,262.0,610.0,"Woonsocket city, Providence County, Rhode Island",007,80780,44
486.0,275.0,211.0,"North Providence town, Providence County, Rhode Island",007,51760,44
265.0,92.0,173.0,"Lincoln town, Providence County, Rhode Island",007,41500,44
546.0,141.0,405.0,"East Providence city, Providence County, Rhode Island",007,22960,44
0.0,0.0,0.0,"Glocester town, Providence County, Rhode Island",007,30340,44
11.0,11.0,0.0,"North Smithfield town, Providence County, Rhode Island",007,52480,44
29.0,16.0,13.0,"Central Falls city, Providence County, Rhode Island",007,14140,44
130.0,62.0,68.0,"Smithfield town, Providence County, Rhode Island",007,66200,44
399.0,251.0,148.0,"Pawtucket city, Providence County, Rhode Island",007,54640,44
3259.0,1098.0,2161.0,"Providence city, Providence County, Rhode Island",007,59000,44
0.0,0.0,0.0,"Foster town, Providence County, Rhode Island",007,27460,44
196.0,116.0,80.0,"Johnston town, Providence County, Rhode Island",007,37720,44
7.0,0.0,7.0,"Scituate town, Providence County, Rhode Island",007,64220,44
46.0,46.0,0.0,"Burrillville town, Providence County, Rhode Island",007,11800,44
1350.0,898.0,452.0,"Cranston city, Providence County, Rhode Island",007,19180,44
169.0,125.0,44.0,"Barrington town, Bristol County, Rhode Island",001,05140,44
39.0,5.0,34.0,"Warren town, Bristol County, Rhode Island",001,73760,44
101.0,54.0,47.0,"Bristol town, Bristol County, Rhode Island",001,09280,44
316.0,224.0,92.0,"Westerly town, Washington County, Rhode Island",009,77000,44
220.0,88.0,132.0,"North Kingstown town, Washington County, Rhode Island",009,51580,44
149.0,82.0,67.0,"South Kingstown town, Washington County, Rhode Island",009,67460,44
27.0,27.0,0.0,"Hopkinton town, Washington County, Rhode Island",009,35380,44
30.0,30.0,0.0,"Richmond town, Washington County, Rhode Island",009,61160,44
22.0,0.0,22.0,"Exeter town, Washington County, Rhode Island",009,25300,44
94.0,63.0,31.0,"Narragansett town, Washington County, Rhode Island",009,48340,44
8.0,0.0,8.0,"New Shoreham town, Washington County, Rhode Island",009,50500,44
49.0,49.0,0.0,"Charlestown town, Washington County, Rhode Island",009,14500,44
