B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
2159.0,16.0,77.0,20.0,65.0,154.0,34.0,96.0,74.0,152.0,48.0,321.0,343.0,220.0,185.0,215.0,139.0,"Bow CCD, Skagit County, Washington",057,90272,53
1057.0,36.0,31.0,24.0,24.0,48.0,32.0,73.0,36.0,57.0,104.0,131.0,139.0,116.0,81.0,66.0,59.0,"Swinomish Reservation CCD, Skagit County, Washington",057,93360,53
9433.0,696.0,475.0,407.0,399.0,318.0,396.0,469.0,411.0,288.0,999.0,1090.0,1475.0,663.0,600.0,376.0,371.0,"Mount Vernon CCD, Skagit County, Washington",057,92096,53
4101.0,339.0,258.0,188.0,127.0,166.0,184.0,216.0,223.0,134.0,373.0,584.0,457.0,314.0,297.0,140.0,101.0,"Burlington CCD, Skagit County, Washington",057,90384,53
1210.0,26.0,28.0,25.0,11.0,58.0,40.0,32.0,59.0,24.0,100.0,127.0,192.0,180.0,108.0,87.0,113.0,"Conway CCD, Skagit County, Washington",057,90768,53
1337.0,44.0,37.0,52.0,107.0,75.0,77.0,37.0,91.0,45.0,143.0,148.0,246.0,79.0,45.0,81.0,30.0,"La Conner CCD, Skagit County, Washington",057,91536,53
1058.0,39.0,84.0,59.0,81.0,59.0,42.0,20.0,15.0,69.0,123.0,154.0,167.0,35.0,37.0,36.0,38.0,"Lyman-Hamilton CCD, Skagit County, Washington",057,91776,53
4275.0,353.0,173.0,131.0,263.0,299.0,159.0,264.0,246.0,202.0,353.0,536.0,402.0,390.0,286.0,208.0,10.0,"Sedro-Woolley CCD, Skagit County, Washington",057,92944,53
740.0,71.0,13.0,40.0,42.0,10.0,25.0,43.0,31.0,51.0,47.0,59.0,116.0,76.0,57.0,21.0,38.0,"Clear Lake CCD, Skagit County, Washington",057,90608,53
8715.0,406.0,329.0,369.0,410.0,314.0,381.0,374.0,424.0,305.0,644.0,911.0,1175.0,890.0,524.0,599.0,660.0,"Anacortes CCD, Skagit County, Washington",057,90064,53
1894.0,185.0,74.0,132.0,136.0,73.0,163.0,100.0,75.0,101.0,163.0,224.0,177.0,112.0,66.0,58.0,55.0,"Springdale CCD, Stevens County, Washington",065,93232,53
2202.0,121.0,117.0,176.0,147.0,127.0,314.0,105.0,73.0,104.0,191.0,281.0,173.0,136.0,26.0,107.0,4.0,"Chewelah CCD, Stevens County, Washington",065,90560,53
4340.0,336.0,295.0,151.0,255.0,296.0,205.0,273.0,237.0,218.0,432.0,354.0,542.0,263.0,242.0,122.0,119.0,"Colville CCD, Stevens County, Washington",065,90688,53
103.0,6.0,11.0,5.0,7.0,0.0,12.0,6.0,3.0,0.0,12.0,0.0,16.0,6.0,9.0,4.0,6.0,"Spokane Reservation CCD, Stevens County, Washington",065,93216,53
3634.0,129.0,128.0,162.0,86.0,135.0,111.0,220.0,207.0,138.0,227.0,512.0,630.0,368.0,282.0,154.0,145.0,"Loon Lake CCD, Stevens County, Washington",065,91680,53
