B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
2719.0,2500.0,219.0,1189.0,971.0,218.0,13.0,12.0,1.0,1338.0,1338.0,0.0,179.0,179.0,0.0,0.0,0.0,0.0,"District 2, East Carroll Parish, Louisiana",035,94249,22
313.0,119.0,194.0,313.0,119.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 3, East Carroll Parish, Louisiana",035,94429,22
540.0,209.0,331.0,540.0,209.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 5, East Carroll Parish, Louisiana",035,94807,22
811.0,289.0,522.0,811.0,289.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 8, East Carroll Parish, Louisiana",035,95269,22
676.0,282.0,394.0,666.0,278.0,388.0,6.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 6, East Carroll Parish, Louisiana",035,94975,22
318.0,100.0,218.0,308.0,100.0,208.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 7, East Carroll Parish, Louisiana",035,95128,22
11976.0,6078.0,5898.0,10437.0,5308.0,5129.0,491.0,243.0,248.0,659.0,290.0,369.0,383.0,231.0,152.0,6.0,6.0,0.0,"District 11, Ascension Parish, Louisiana",005,95544,22
8330.0,3964.0,4366.0,7169.0,3312.0,3857.0,780.0,410.0,370.0,282.0,143.0,139.0,99.0,99.0,0.0,0.0,0.0,0.0,"District 1, Ascension Parish, Louisiana",005,94006,22
10126.0,4612.0,5514.0,9111.0,4029.0,5082.0,612.0,351.0,261.0,232.0,147.0,85.0,151.0,85.0,66.0,20.0,0.0,20.0,"District 3, Ascension Parish, Louisiana",005,94387,22
11867.0,5886.0,5981.0,10585.0,5207.0,5378.0,706.0,416.0,290.0,350.0,127.0,223.0,226.0,136.0,90.0,0.0,0.0,0.0,"District 5, Ascension Parish, Louisiana",005,94765,22
14583.0,7404.0,7179.0,13222.0,6664.0,6558.0,1011.0,583.0,428.0,112.0,66.0,46.0,220.0,73.0,147.0,18.0,18.0,0.0,"District 8, Ascension Parish, Louisiana",005,95244,22
11479.0,5873.0,5606.0,9788.0,4840.0,4948.0,1020.0,641.0,379.0,323.0,168.0,155.0,343.0,222.0,121.0,5.0,2.0,3.0,"District 2, Ascension Parish, Louisiana",005,94206,22
