B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
474.0,391.0,83.0,"Boulder Junction town, Vilas County, Wisconsin",125,08950,55
290.0,256.0,34.0,"Plum Lake town, Vilas County, Wisconsin",125,63625,55
1181.0,931.0,250.0,"Lincoln town, Vilas County, Wisconsin",125,44525,55
930.0,727.0,203.0,"St. Germain town, Vilas County, Wisconsin",125,70725,55
1507.0,1126.0,381.0,"Arbor Vitae town, Vilas County, Wisconsin",125,02450,55
2385.0,1532.0,853.0,"Prairie du Chien city, Crawford County, Wisconsin",023,65050,55
78.0,68.0,10.0,"Lynxville village, Crawford County, Wisconsin",023,46675,55
181.0,141.0,40.0,"Marietta town, Crawford County, Wisconsin",023,49275,55
164.0,125.0,39.0,"Eastman village, Crawford County, Wisconsin",023,21900,55
34.0,30.0,4.0,"Steuben village, Crawford County, Wisconsin",023,77175,55
279.0,201.0,78.0,"Wauzeka village, Crawford County, Wisconsin",023,84725,55
364.0,346.0,18.0,"Bridgeport town, Crawford County, Wisconsin",023,09550,55
80.0,69.0,11.0,"Mount Sterling village, Crawford County, Wisconsin",023,54900,55
39.0,39.0,0.0,"De Soto village, Crawford County, Wisconsin",023,19850,55
346.0,289.0,57.0,"Clayton town, Crawford County, Wisconsin",023,15075,55
266.0,224.0,42.0,"Eastman town, Crawford County, Wisconsin",023,21925,55
107.0,89.0,18.0,"Haney town, Crawford County, Wisconsin",023,32500,55
205.0,185.0,20.0,"Scott town, Crawford County, Wisconsin",023,72275,55
230.0,137.0,93.0,"Soldiers Grove village, Crawford County, Wisconsin",023,74550,55
124.0,106.0,18.0,"Wauzeka town, Crawford County, Wisconsin",023,84750,55
292.0,246.0,46.0,"Freeman town, Crawford County, Wisconsin",023,27700,55
57.0,54.0,3.0,"Bell Center village, Crawford County, Wisconsin",023,06225,55
222.0,169.0,53.0,"Camp Douglas village, Juneau County, Wisconsin",057,12350,55
42.0,32.0,10.0,"Finley town, Juneau County, Wisconsin",057,25850,55
928.0,820.0,108.0,"Necedah town, Juneau County, Wisconsin",057,55725,55
626.0,512.0,114.0,"Germantown town, Juneau County, Wisconsin",057,28850,55
95.0,64.0,31.0,"Hustler village, Juneau County, Wisconsin",057,36675,55
27.0,21.0,6.0,"Kingston town, Juneau County, Wisconsin",057,39800,55
119.0,100.0,19.0,"Cutler town, Juneau County, Wisconsin",057,18225,55
203.0,120.0,83.0,"Lyndon Station village, Juneau County, Wisconsin",057,46600,55
128.0,97.0,31.0,"Seven Mile Creek town, Juneau County, Wisconsin",057,72625,55
79.0,48.0,31.0,"Union Center village, Juneau County, Wisconsin",057,81725,55
230.0,185.0,45.0,"Fountain town, Juneau County, Wisconsin",057,26825,55
618.0,546.0,72.0,"Lemonweir town, Juneau County, Wisconsin",057,43300,55
293.0,233.0,60.0,"Wonewoc town, Juneau County, Wisconsin",057,88525,55
269.0,243.0,26.0,"Clearfield town, Juneau County, Wisconsin",057,15225,55
235.0,218.0,17.0,"Kildare town, Juneau County, Wisconsin",057,39575,55
1622.0,1022.0,600.0,"Mauston city, Juneau County, Wisconsin",057,50025,55
353.0,310.0,43.0,"Lisbon town, Juneau County, Wisconsin",057,44825,55
359.0,274.0,85.0,"Wonewoc village, Juneau County, Wisconsin",057,88500,55
588.0,353.0,235.0,"New Lisbon city, Juneau County, Wisconsin",057,56900,55
179.0,172.0,7.0,"Orange town, Juneau County, Wisconsin",057,60150,55
531.0,356.0,175.0,"Elroy city, Juneau County, Wisconsin",057,23800,55
196.0,156.0,40.0,"Marion town, Juneau County, Wisconsin",057,49375,55
404.0,355.0,49.0,"Lyndon town, Juneau County, Wisconsin",057,46525,55
248.0,225.0,23.0,"Centerville town, Manitowoc County, Wisconsin",071,13750,55
521.0,467.0,54.0,"Gibson town, Manitowoc County, Wisconsin",071,28975,55
461.0,437.0,24.0,"Liberty town, Manitowoc County, Wisconsin",071,43850,55
487.0,428.0,59.0,"Cooperstown town, Manitowoc County, Wisconsin",071,16950,55
413.0,391.0,22.0,"Manitowoc town, Manitowoc County, Wisconsin",071,48525,55
186.0,133.0,53.0,"Wilton village, Monroe County, Wisconsin",081,87525,55
390.0,356.0,34.0,"Barnes town, Bayfield County, Wisconsin",007,04750,55
178.0,155.0,23.0,"Kelly town, Bayfield County, Wisconsin",007,39025,55
171.0,152.0,19.0,"Bayview town, Bayfield County, Wisconsin",007,05475,55
472.0,381.0,91.0,"Angelo town, Monroe County, Wisconsin",081,02025,55
124.0,112.0,12.0,"Lafayette town, Monroe County, Wisconsin",081,40925,55
167.0,132.0,35.0,"Norwalk village, Monroe County, Wisconsin",081,58575,55
195.0,184.0,11.0,"Clifton town, Monroe County, Wisconsin",081,15550,55
200.0,190.0,10.0,"Grant town, Monroe County, Wisconsin",081,30325,55
411.0,376.0,35.0,"Leon town, Monroe County, Wisconsin",081,43475,55
587.0,517.0,70.0,"Little Falls town, Monroe County, Wisconsin",081,44975,55
58.0,40.0,18.0,"Scott town, Monroe County, Wisconsin",081,72325,55
1133.0,1010.0,123.0,"Sparta town, Monroe County, Wisconsin",081,75350,55
239.0,212.0,27.0,"Jefferson town, Monroe County, Wisconsin",081,37950,55
688.0,631.0,57.0,"La Grange town, Monroe County, Wisconsin",081,41000,55
297.0,242.0,55.0,"Oakdale town, Monroe County, Wisconsin",081,58875,55
431.0,328.0,103.0,"Byron town, Monroe County, Wisconsin",081,11625,55
375.0,270.0,105.0,"Cashton village, Monroe County, Wisconsin",081,12950,55
265.0,220.0,45.0,"Greenfield town, Monroe County, Wisconsin",081,31225,55
196.0,151.0,45.0,"Kendall village, Monroe County, Wisconsin",081,39150,55
288.0,235.0,53.0,"Adrian town, Monroe County, Wisconsin",081,00475,55
192.0,94.0,98.0,"Warrens village, Monroe County, Wisconsin",081,83450,55
217.0,176.0,41.0,"Wellington town, Monroe County, Wisconsin",081,85125,55
25.0,20.0,5.0,"Melvina village, Monroe County, Wisconsin",081,50800,55
64.0,52.0,12.0,"New Lyme town, Monroe County, Wisconsin",081,56950,55
194.0,149.0,45.0,"Sheldon town, Monroe County, Wisconsin",081,73150,55
217.0,188.0,29.0,"Wells town, Monroe County, Wisconsin",081,85150,55
279.0,254.0,25.0,"Wilton town, Monroe County, Wisconsin",081,87550,55
54.0,35.0,19.0,"Wyeville village, Monroe County, Wisconsin",081,89275,55
115.0,81.0,34.0,"Oakdale village, Monroe County, Wisconsin",081,58850,55
249.0,196.0,53.0,"Glendale town, Monroe County, Wisconsin",081,29450,55
4096.0,2543.0,1553.0,"Sparta city, Monroe County, Wisconsin",081,75325,55
326.0,206.0,120.0,"Elmwood village, Pierce County, Wisconsin",093,23700,55
693.0,613.0,80.0,"Trenton town, Pierce County, Wisconsin",093,80550,55
392.0,347.0,45.0,"Gilman town, Pierce County, Wisconsin",093,29150,55
366.0,297.0,69.0,"Hartland town, Pierce County, Wisconsin",093,33050,55
282.0,267.0,15.0,"Maiden Rock town, Pierce County, Wisconsin",093,48200,55
624.0,576.0,48.0,"Trimbelle town, Pierce County, Wisconsin",093,80700,55
188.0,159.0,29.0,"Bay City village, Pierce County, Wisconsin",093,05325,55
112.0,97.0,15.0,"Isabelle town, Pierce County, Wisconsin",093,37350,55
196.0,170.0,26.0,"Diamond Bluff town, Pierce County, Wisconsin",093,20150,55
444.0,427.0,17.0,"Ellsworth town, Pierce County, Wisconsin",093,23550,55
96.0,78.0,18.0,"Aniwa village, Shawano County, Wisconsin",115,02075,55
85.0,56.0,29.0,"Bowler village, Shawano County, Wisconsin",115,09025,55
