B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
4433.0,3902.0,204.0,126.0,187.0,14.0,"Castleton town, Rutland County, Vermont",021,11950,50
2765.0,2700.0,28.0,0.0,37.0,0.0,"Pittsford town, Rutland County, Vermont",021,55600,50
1094.0,976.0,44.0,45.0,29.0,0.0,"Shrewsbury town, Rutland County, Vermont",021,65275,50
3645.0,3412.0,147.0,0.0,75.0,11.0,"Brandon town, Rutland County, Vermont",021,07750,50
532.0,484.0,32.0,6.0,10.0,0.0,"Hubbardton town, Rutland County, Vermont",021,34450,50
675.0,618.0,28.0,3.0,26.0,0.0,"Killington town, Rutland County, Vermont",021,37685,50
811.0,726.0,71.0,0.0,14.0,0.0,"Middletown Springs town, Rutland County, Vermont",021,44800,50
923.0,876.0,28.0,4.0,15.0,0.0,"Mendon town, Rutland County, Vermont",021,44125,50
1225.0,1178.0,22.0,0.0,25.0,0.0,"Mount Holly town, Rutland County, Vermont",021,47200,50
2303.0,2055.0,207.0,11.0,30.0,0.0,"West Rutland town, Rutland County, Vermont",021,82300,50
1602.0,1510.0,60.0,2.0,30.0,0.0,"Proctor town, Rutland County, Vermont",021,57250,50
417.0,395.0,16.0,0.0,6.0,0.0,"Ira town, Rutland County, Vermont",021,35425,50
1009.0,958.0,38.0,0.0,13.0,0.0,"Benson town, Rutland County, Vermont",021,05200,50
2244.0,2126.0,94.0,0.0,24.0,0.0,"Clarendon town, Rutland County, Vermont",021,14500,50
1378.0,1241.0,130.0,7.0,0.0,0.0,"Danby town, Rutland County, Vermont",021,16825,50
2455.0,2291.0,90.0,11.0,63.0,0.0,"Fair Haven town, Rutland County, Vermont",021,25375,50
3157.0,2835.0,129.0,55.0,131.0,7.0,"Poultney town, Rutland County, Vermont",021,56875,50
240.0,187.0,30.0,19.0,4.0,0.0,"Mount Tabor town, Rutland County, Vermont",021,47425,50
412.0,412.0,0.0,0.0,0.0,0.0,"Pittsfield town, Rutland County, Vermont",021,55450,50
14606.0,13395.0,693.0,166.0,341.0,11.0,"Rutland city, Rutland County, Vermont",021,61225,50
1186.0,1137.0,27.0,0.0,22.0,0.0,"Chittenden town, Rutland County, Vermont",021,14350,50
1266.0,1221.0,12.0,10.0,23.0,0.0,"Pawlet town, Rutland County, Vermont",021,54250,50
566.0,541.0,20.0,0.0,5.0,0.0,"Tinmouth town, Rutland County, Vermont",021,72925,50
2003.0,1849.0,54.0,35.0,65.0,0.0,"Wallingford town, Rutland County, Vermont",021,75925,50
902.0,854.0,37.0,5.0,6.0,0.0,"Wells town, Rutland County, Vermont",021,77950,50
296.0,276.0,8.0,0.0,12.0,0.0,"West Haven town, Rutland County, Vermont",021,80875,50
588.0,544.0,29.0,9.0,6.0,0.0,"Sudbury town, Rutland County, Vermont",021,71050,50
3801.0,3494.0,165.0,1.0,141.0,0.0,"Rutland town, Rutland County, Vermont",021,61300,50
