B28003_001E,B28003_002E,B28003_003E,B28003_004E,B28003_005E,B28003_006E,name,county,county subdivision,state
6269.0,4951.0,9.0,3916.0,1026.0,1318.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
3414.0,2338.0,19.0,1671.0,648.0,1076.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
1796.0,1553.0,6.0,1396.0,151.0,243.0,"Valley View CCD, Cooke County, Texas",097,93995,48
2890.0,2607.0,0.0,2304.0,303.0,283.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
2346.0,2050.0,0.0,1764.0,286.0,296.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
1884.0,1649.0,9.0,1528.0,112.0,235.0,"Muenster CCD, Cooke County, Texas",097,92680,48
784.0,609.0,20.0,459.0,130.0,175.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
776.0,614.0,6.0,456.0,152.0,162.0,"Ralls CCD, Crosby County, Texas",107,93185,48
504.0,397.0,5.0,326.0,66.0,107.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
105.0,102.0,0.0,71.0,31.0,3.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
109.0,92.0,15.0,68.0,9.0,17.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
3862.0,2984.0,62.0,2317.0,605.0,878.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
118.0,97.0,0.0,83.0,14.0,21.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
145.0,111.0,1.0,83.0,27.0,34.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
751.0,610.0,12.0,530.0,68.0,141.0,"Roby CCD, Fisher County, Texas",151,93275,48
829.0,607.0,8.0,510.0,89.0,222.0,"Rotan CCD, Fisher County, Texas",151,93340,48
116.0,99.0,0.0,64.0,35.0,17.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
401.0,222.0,7.0,185.0,30.0,179.0,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
