B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
830.0,43.0,64.0,76.0,42.0,43.0,28.0,49.0,60.0,46.0,90.0,89.0,83.0,42.0,31.0,30.0,14.0,"Palmyra town, Somerset County, Maine",025,56520,23
373.0,12.0,27.0,34.0,11.0,18.0,13.0,23.0,14.0,9.0,49.0,29.0,61.0,62.0,4.0,7.0,0.0,"Solon town, Somerset County, Maine",025,69505,23
26.0,7.0,4.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Brighton plantation, Somerset County, Maine",025,07380,23
323.0,22.0,19.0,18.0,4.0,11.0,21.0,26.0,32.0,19.0,53.0,18.0,23.0,42.0,7.0,0.0,8.0,"New Portland town, Somerset County, Maine",025,49205,23
378.0,6.0,15.0,18.0,14.0,23.0,11.0,23.0,12.0,19.0,29.0,100.0,61.0,8.0,7.0,25.0,7.0,"Smithfield town, Somerset County, Maine",025,69155,23
376.0,13.0,34.0,18.0,15.0,40.0,20.0,5.0,20.0,23.0,6.0,63.0,66.0,24.0,5.0,10.0,14.0,"Embden town, Somerset County, Maine",025,23410,23
4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Northwest Somerset UT, Somerset County, Maine",025,53636,23
779.0,46.0,42.0,65.0,39.0,37.0,26.0,25.0,41.0,48.0,68.0,118.0,132.0,28.0,18.0,40.0,6.0,"St. Albans town, Somerset County, Maine",025,64850,23
13.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"West Forks plantation, Somerset County, Maine",025,82840,23
2143.0,231.0,211.0,134.0,118.0,141.0,151.0,81.0,141.0,67.0,208.0,155.0,182.0,147.0,116.0,41.0,19.0,"Madison town, Somerset County, Maine",025,42660,23
1049.0,82.0,75.0,84.0,80.0,59.0,76.0,48.0,34.0,65.0,101.0,196.0,51.0,36.0,48.0,7.0,7.0,"Anson town, Somerset County, Maine",025,01395,23
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,"Dennistown plantation, Somerset County, Maine",025,17285,23
2622.0,290.0,202.0,184.0,136.0,115.0,113.0,160.0,107.0,125.0,188.0,299.0,298.0,249.0,96.0,34.0,26.0,"Fairfield town, Somerset County, Maine",025,24320,23
705.0,100.0,62.0,55.0,68.0,39.0,79.0,26.0,29.0,16.0,40.0,47.0,80.0,46.0,4.0,14.0,0.0,"Hartland town, Somerset County, Maine",025,31740,23
243.0,13.0,17.0,54.0,22.0,2.0,33.0,19.0,18.0,9.0,8.0,24.0,11.0,9.0,4.0,0.0,0.0,"Moscow town, Somerset County, Maine",025,47455,23
54.0,10.0,0.0,10.0,4.0,4.0,4.0,7.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Pleasant Ridge plantation, Somerset County, Maine",025,59705,23
29.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"Seboomook Lake UT, Somerset County, Maine",025,67238,23
685.0,37.0,28.0,61.0,47.0,26.0,32.0,29.0,31.0,53.0,69.0,58.0,69.0,32.0,5.0,42.0,66.0,"Gouldsboro town, Hancock County, Maine",009,28450,23
2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Northwest Hancock UT, Hancock County, Maine",009,53620,23
323.0,32.0,4.0,15.0,4.0,10.0,24.0,11.0,14.0,31.0,23.0,41.0,46.0,26.0,23.0,8.0,11.0,"Otis town, Hancock County, Maine",009,55890,23
890.0,63.0,35.0,61.0,47.0,84.0,16.0,21.0,45.0,49.0,41.0,101.0,72.0,84.0,43.0,39.0,89.0,"Deer Isle town, Hancock County, Maine",009,17145,23
1069.0,59.0,66.0,72.0,68.0,62.0,64.0,66.0,72.0,43.0,59.0,152.0,155.0,51.0,26.0,32.0,22.0,"Hancock town, Hancock County, Maine",009,30970,23
29.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,2.0,0.0,2.0,0.0,"Osborn town, Hancock County, Maine",009,55855,23
145.0,7.0,10.0,0.0,11.0,15.0,9.0,0.0,12.0,0.0,15.0,39.0,15.0,7.0,4.0,0.0,1.0,"Sorrento town, Hancock County, Maine",009,69750,23
513.0,41.0,42.0,46.0,15.0,36.0,37.0,38.0,15.0,20.0,41.0,62.0,39.0,29.0,38.0,11.0,3.0,"Stonington town, Hancock County, Maine",009,74580,23
446.0,27.0,26.0,17.0,13.0,50.0,30.0,41.0,19.0,26.0,25.0,36.0,66.0,28.0,23.0,5.0,14.0,"Sullivan town, Hancock County, Maine",009,74965,23
429.0,34.0,17.0,51.0,65.0,18.0,58.0,16.0,15.0,20.0,61.0,40.0,11.0,14.0,0.0,9.0,0.0,"Brooks town, Waldo County, Maine",027,07870,23
439.0,28.0,28.0,23.0,58.0,25.0,6.0,30.0,44.0,6.0,32.0,70.0,55.0,21.0,3.0,7.0,3.0,"Frankfort town, Waldo County, Maine",027,26280,23
338.0,17.0,12.0,22.0,17.0,28.0,10.0,12.0,31.0,37.0,44.0,52.0,17.0,26.0,11.0,0.0,2.0,"Knox town, Waldo County, Maine",027,37585,23
418.0,21.0,25.0,27.0,18.0,39.0,37.0,33.0,18.0,12.0,39.0,23.0,49.0,55.0,7.0,12.0,3.0,"Belmont town, Waldo County, Maine",027,04125,23
434.0,23.0,46.0,37.0,35.0,6.0,38.0,12.0,30.0,27.0,23.0,24.0,53.0,43.0,12.0,18.0,7.0,"Monroe town, Waldo County, Maine",027,46475,23
371.0,17.0,35.0,24.0,26.0,17.0,31.0,9.0,35.0,35.0,17.0,34.0,63.0,16.0,8.0,2.0,2.0,"Waldo town, Waldo County, Maine",027,79480,23
338.0,13.0,10.0,6.0,20.0,32.0,30.0,19.0,22.0,9.0,38.0,47.0,55.0,26.0,11.0,0.0,0.0,"Montville town, Waldo County, Maine",027,46790,23
649.0,31.0,9.0,31.0,47.0,41.0,56.0,30.0,46.0,42.0,29.0,60.0,121.0,19.0,44.0,24.0,19.0,"Palermo town, Waldo County, Maine",027,56450,23
346.0,7.0,16.0,9.0,23.0,8.0,10.0,25.0,18.0,23.0,33.0,45.0,64.0,42.0,16.0,7.0,0.0,"Prospect town, Waldo County, Maine",027,61210,23
589.0,58.0,32.0,37.0,37.0,20.0,12.0,46.0,13.0,56.0,23.0,81.0,62.0,83.0,12.0,11.0,6.0,"Searsmont town, Waldo County, Maine",027,66565,23
688.0,59.0,27.0,39.0,38.0,43.0,50.0,35.0,27.0,13.0,52.0,106.0,93.0,50.0,13.0,18.0,25.0,"Stockton Springs town, Waldo County, Maine",027,74475,23
416.0,16.0,32.0,18.0,34.0,43.0,35.0,43.0,34.0,13.0,21.0,40.0,54.0,19.0,5.0,9.0,0.0,"Troy town, Waldo County, Maine",027,77625,23
800.0,45.0,29.0,26.0,27.0,13.0,57.0,44.0,24.0,52.0,75.0,118.0,97.0,55.0,46.0,50.0,42.0,"Northport town, Waldo County, Maine",027,52845,23
761.0,69.0,56.0,92.0,49.0,70.0,8.0,36.0,13.0,34.0,64.0,60.0,102.0,40.0,29.0,17.0,22.0,"Unity town, Waldo County, Maine",027,78255,23
290.0,26.0,16.0,13.0,20.0,6.0,13.0,3.0,24.0,17.0,48.0,46.0,26.0,22.0,3.0,2.0,5.0,"Freedom town, Waldo County, Maine",027,26420,23
351.0,20.0,10.0,19.0,19.0,15.0,13.0,16.0,14.0,12.0,41.0,19.0,61.0,18.0,13.0,11.0,50.0,"Islesboro town, Waldo County, Maine",027,35240,23
390.0,48.0,26.0,13.0,21.0,23.0,45.0,21.0,9.0,14.0,27.0,51.0,41.0,32.0,13.0,6.0,0.0,"Liberty town, Waldo County, Maine",027,39055,23
904.0,39.0,16.0,54.0,48.0,41.0,47.0,40.0,74.0,46.0,90.0,75.0,121.0,100.0,47.0,33.0,33.0,"Lincolnville town, Waldo County, Maine",027,39755,23
269.0,28.0,16.0,15.0,12.0,19.0,26.0,9.0,15.0,2.0,52.0,32.0,27.0,14.0,2.0,0.0,0.0,"Jackson town, Waldo County, Maine",027,35450,23
572.0,30.0,43.0,59.0,30.0,36.0,40.0,21.0,26.0,26.0,36.0,55.0,117.0,23.0,0.0,14.0,16.0,"Swanville town, Waldo County, Maine",027,75525,23
1652.0,89.0,71.0,53.0,56.0,70.0,34.0,51.0,82.0,46.0,216.0,193.0,320.0,141.0,149.0,42.0,39.0,"Winterport town, Waldo County, Maine",027,86760,23
412.0,18.0,16.0,23.0,28.0,16.0,19.0,22.0,11.0,39.0,50.0,63.0,46.0,33.0,11.0,10.0,7.0,"Morrill town, Waldo County, Maine",027,47245,23
535.0,55.0,47.0,40.0,52.0,18.0,48.0,19.0,48.0,23.0,26.0,37.0,59.0,39.0,6.0,15.0,3.0,"Burnham town, Waldo County, Maine",027,09270,23
134.0,14.0,15.0,7.0,9.0,12.0,13.0,0.0,16.0,4.0,9.0,10.0,12.0,7.0,0.0,0.0,6.0,"Burlington town, Penobscot County, Maine",019,09200,23
845.0,59.0,37.0,45.0,155.0,68.0,42.0,39.0,17.0,54.0,22.0,54.0,99.0,69.0,58.0,9.0,18.0,"Corinna town, Penobscot County, Maine",019,14310,23
1338.0,139.0,127.0,105.0,105.0,101.0,80.0,33.0,97.0,0.0,216.0,80.0,70.0,153.0,16.0,16.0,0.0,"Searsport town, Waldo County, Maine",027,66635,23
332.0,17.0,23.0,13.0,22.0,30.0,27.0,29.0,8.0,13.0,30.0,33.0,37.0,16.0,17.0,10.0,7.0,"Thorndike town, Waldo County, Maine",027,76610,23
3754.0,246.0,191.0,183.0,148.0,104.0,315.0,167.0,113.0,184.0,426.0,482.0,583.0,322.0,131.0,99.0,60.0,"Brewer city, Penobscot County, Maine",019,06925,23
1695.0,198.0,213.0,148.0,93.0,108.0,115.0,101.0,75.0,8.0,156.0,184.0,193.0,60.0,11.0,7.0,25.0,"Dexter town, Penobscot County, Maine",019,17530,23
336.0,7.0,15.0,45.0,27.0,23.0,14.0,25.0,17.0,7.0,30.0,41.0,38.0,17.0,14.0,8.0,8.0,"Lee town, Penobscot County, Maine",019,38530,23
643.0,38.0,23.0,18.0,29.0,56.0,30.0,36.0,40.0,23.0,84.0,66.0,91.0,43.0,33.0,14.0,19.0,"Hudson town, Penobscot County, Maine",019,34365,23
2793.0,16.0,29.0,136.0,63.0,71.0,78.0,139.0,159.0,124.0,213.0,259.0,287.0,404.0,283.0,272.0,260.0,"Hampden town, Penobscot County, Maine",019,30795,23
2002.0,59.0,198.0,204.0,111.0,111.0,178.0,140.0,65.0,103.0,158.0,190.0,287.0,64.0,28.0,29.0,77.0,"Lincoln town, Penobscot County, Maine",019,39475,23
2040.0,164.0,108.0,268.0,191.0,219.0,196.0,63.0,101.0,49.0,101.0,215.0,193.0,64.0,68.0,19.0,21.0,"Millinocket town, Penobscot County, Maine",019,45810,23
3121.0,349.0,381.0,196.0,151.0,54.0,207.0,132.0,96.0,191.0,239.0,159.0,280.0,325.0,89.0,111.0,161.0,"Orono town, Penobscot County, Maine",019,55565,23
844.0,58.0,20.0,51.0,72.0,92.0,52.0,18.0,33.0,36.0,39.0,100.0,58.0,80.0,65.0,20.0,50.0,"Veazie town, Penobscot County, Maine",019,78780,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Whitney UT, Penobscot County, Maine",019,85230,23
221.0,14.0,12.0,15.0,14.0,23.0,4.0,14.0,16.0,5.0,23.0,23.0,17.0,10.0,11.0,20.0,0.0,"North Penobscot UT, Penobscot County, Maine",019,52710,23
92.0,10.0,15.0,4.0,9.0,0.0,4.0,5.0,0.0,8.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,"Prentiss UT, Penobscot County, Maine",019,60790,23
231.0,25.0,2.0,26.0,18.0,11.0,8.0,31.0,13.0,16.0,19.0,13.0,25.0,24.0,0.0,0.0,0.0,"Winn town, Penobscot County, Maine",019,86305,23
384.0,13.0,10.0,13.0,18.0,9.0,41.0,21.0,20.0,28.0,45.0,46.0,50.0,35.0,18.0,12.0,5.0,"Alton town, Penobscot County, Maine",019,01115,23
14035.0,1484.0,1075.0,1236.0,596.0,891.0,977.0,750.0,589.0,640.0,1088.0,1291.0,1344.0,722.0,416.0,480.0,456.0,"Bangor city, Penobscot County, Maine",019,02795,23
10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,"Drew plantation, Penobscot County, Maine",019,18580,23
52.0,0.0,5.0,1.0,7.0,2.0,3.0,4.0,0.0,7.0,3.0,5.0,6.0,7.0,2.0,0.0,0.0,"Edinburg town, Penobscot County, Maine",019,22710,23
642.0,29.0,24.0,35.0,50.0,61.0,29.0,38.0,30.0,54.0,60.0,61.0,83.0,35.0,43.0,7.0,3.0,"Enfield town, Penobscot County, Maine",019,23620,23
445.0,53.0,32.0,38.0,20.0,50.0,19.0,16.0,26.0,29.0,31.0,37.0,37.0,44.0,13.0,0.0,0.0,"Howland town, Penobscot County, Maine",019,34190,23
591.0,78.0,35.0,41.0,37.0,31.0,40.0,19.0,27.0,21.0,75.0,85.0,58.0,11.0,15.0,14.0,4.0,"Greenbush town, Penobscot County, Maine",019,29185,23
432.0,27.0,35.0,20.0,23.0,17.0,14.0,47.0,22.0,26.0,51.0,48.0,48.0,30.0,12.0,8.0,4.0,"Etna town, Penobscot County, Maine",019,23865,23
432.0,25.0,23.0,28.0,36.0,14.0,25.0,26.0,33.0,28.0,30.0,39.0,40.0,44.0,36.0,5.0,0.0,"Exeter town, Penobscot County, Maine",019,24110,23
452.0,53.0,27.0,32.0,46.0,33.0,30.0,16.0,24.0,27.0,39.0,62.0,42.0,0.0,16.0,5.0,0.0,"Patten town, Penobscot County, Maine",019,57150,23
524.0,32.0,25.0,12.0,37.0,23.0,40.0,11.0,53.0,18.0,54.0,88.0,57.0,31.0,18.0,11.0,14.0,"Plymouth town, Penobscot County, Maine",019,59950,23
33.0,5.0,3.0,6.0,1.0,4.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,"Webster plantation, Penobscot County, Maine",019,81055,23
1209.0,100.0,0.0,103.0,76.0,39.0,113.0,12.0,93.0,58.0,103.0,120.0,141.0,100.0,50.0,68.0,33.0,"Holden town, Penobscot County, Maine",019,33490,23
264.0,19.0,30.0,13.0,24.0,12.0,16.0,18.0,14.0,4.0,24.0,26.0,32.0,20.0,12.0,0.0,0.0,"Lagrange town, Penobscot County, Maine",019,37760,23
393.0,23.0,55.0,43.0,35.0,26.0,27.0,18.0,22.0,9.0,25.0,30.0,35.0,31.0,7.0,7.0,0.0,"Mattawamkeag town, Penobscot County, Maine",019,44270,23
432.0,14.0,54.0,39.0,12.0,41.0,3.0,18.0,34.0,46.0,39.0,45.0,45.0,27.0,10.0,5.0,0.0,"Bradford town, Penobscot County, Maine",019,06575,23
886.0,29.0,35.0,36.0,57.0,49.0,17.0,72.0,36.0,27.0,97.0,124.0,117.0,79.0,47.0,35.0,29.0,"Eddington town, Penobscot County, Maine",019,22535,23
549.0,55.0,19.0,10.0,13.0,44.0,40.0,21.0,32.0,29.0,53.0,77.0,75.0,41.0,30.0,6.0,4.0,"Dixmont town, Penobscot County, Maine",019,17950,23
111.0,8.0,8.0,16.0,14.0,15.0,0.0,5.0,0.0,12.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,"East Central Penobscot UT, Penobscot County, Maine",019,19868,23
815.0,115.0,49.0,64.0,60.0,28.0,73.0,48.0,44.0,21.0,52.0,93.0,75.0,60.0,23.0,3.0,7.0,"East Millinocket town, Penobscot County, Maine",019,21030,23
468.0,9.0,32.0,43.0,45.0,31.0,45.0,30.0,22.0,8.0,66.0,43.0,56.0,4.0,16.0,18.0,0.0,"Medway town, Penobscot County, Maine",019,45005,23
2179.0,51.0,42.0,30.0,63.0,91.0,130.0,98.0,67.0,33.0,315.0,235.0,362.0,357.0,194.0,88.0,23.0,"Hermon town, Penobscot County, Maine",019,32510,23
1091.0,29.0,30.0,56.0,32.0,49.0,78.0,37.0,79.0,31.0,153.0,121.0,213.0,83.0,34.0,39.0,27.0,"Levant town, Penobscot County, Maine",019,38705,23
52.0,3.0,0.0,1.0,6.0,1.0,17.0,3.0,9.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,"Maxfield town, Penobscot County, Maine",019,44340,23
151.0,13.0,6.0,6.0,2.0,7.0,10.0,6.0,14.0,13.0,13.0,25.0,19.0,6.0,3.0,3.0,5.0,"Charlotte town, Washington County, Maine",029,12175,23
246.0,36.0,11.0,21.0,20.0,19.0,23.0,17.0,17.0,8.0,43.0,15.0,16.0,0.0,0.0,0.0,0.0,"Danforth town, Washington County, Maine",029,16410,23
85.0,11.0,1.0,3.0,8.0,5.0,14.0,6.0,10.0,6.0,2.0,10.0,4.0,2.0,3.0,0.0,0.0,"Whitneyville town, Washington County, Maine",029,85290,23
109.0,4.0,2.0,6.0,11.0,14.0,5.0,3.0,2.0,7.0,6.0,22.0,21.0,2.0,2.0,0.0,2.0,"Topsfield town, Washington County, Maine",029,76895,23
630.0,64.0,51.0,48.0,36.0,37.0,40.0,44.0,13.0,23.0,67.0,67.0,78.0,33.0,17.0,0.0,12.0,"Milbridge town, Washington County, Maine",029,45600,23
250.0,2.0,20.0,4.0,12.0,2.0,5.0,8.0,11.0,8.0,42.0,32.0,62.0,22.0,2.0,8.0,10.0,"Robbinston town, Washington County, Maine",029,63275,23
59.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,10.0,15.0,0.0,0.0,9.0,0.0,"Meddybemps town, Washington County, Maine",029,44760,23
151.0,16.0,5.0,4.0,6.0,12.0,14.0,10.0,3.0,7.0,12.0,13.0,21.0,13.0,5.0,3.0,7.0,"Roque Bluffs town, Washington County, Maine",029,63940,23
306.0,66.0,29.0,24.0,50.0,18.0,9.0,8.0,7.0,19.0,22.0,22.0,23.0,6.0,0.0,3.0,0.0,"Passamaquoddy Indian Township Reservation, Washington County, Maine",029,57082,23
3633.0,130.0,153.0,97.0,113.0,78.0,227.0,39.0,249.0,120.0,254.0,394.0,594.0,523.0,217.0,281.0,164.0,"Standish town, Cumberland County, Maine",005,73670,23
6391.0,66.0,324.0,152.0,309.0,234.0,289.0,188.0,173.0,338.0,450.0,825.0,1259.0,770.0,506.0,284.0,224.0,"Windham town, Cumberland County, Maine",005,86025,23
3318.0,284.0,217.0,220.0,428.0,271.0,211.0,87.0,131.0,177.0,243.0,235.0,344.0,169.0,161.0,56.0,84.0,"Old Town city, Penobscot County, Maine",019,55225,23
1825.0,79.0,51.0,52.0,141.0,86.0,54.0,151.0,44.0,83.0,92.0,264.0,294.0,195.0,119.0,61.0,59.0,"Glenburn town, Penobscot County, Maine",019,27645,23
1193.0,57.0,30.0,24.0,148.0,72.0,56.0,49.0,12.0,69.0,78.0,171.0,252.0,126.0,17.0,17.0,15.0,"Milford town, Penobscot County, Maine",019,45670,23
647.0,34.0,33.0,19.0,22.0,32.0,24.0,40.0,42.0,25.0,79.0,73.0,80.0,78.0,13.0,40.0,13.0,"Newburgh town, Penobscot County, Maine",019,48505,23
1403.0,209.0,86.0,160.0,24.0,64.0,62.0,65.0,25.0,44.0,158.0,168.0,95.0,59.0,85.0,72.0,27.0,"Newport town, Penobscot County, Maine",019,49065,23
1589.0,72.0,87.0,83.0,71.0,46.0,96.0,108.0,57.0,65.0,132.0,155.0,272.0,115.0,104.0,80.0,46.0,"Orrington town, Penobscot County, Maine",019,55680,23
