B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,"Sand Creek township, Meade County, Kansas",119,62925,20
3169.0,312.0,321.0,341.0,238.0,167.0,119.0,104.0,188.0,188.0,252.0,301.0,248.0,205.0,47.0,84.0,54.0,"Coffeyville city, Montgomery County, Kansas",125,14600,20
646.0,36.0,51.0,45.0,32.0,22.0,11.0,40.0,23.0,14.0,104.0,90.0,85.0,28.0,32.0,22.0,11.0,"Meade Center township, Meade County, Kansas",119,45350,20
14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Odee township, Meade County, Kansas",119,52075,20
142.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,10.0,21.0,5.0,12.0,19.0,35.0,12.0,0.0,0.0,"Rutland township, Montgomery County, Kansas",125,61925,20
271.0,10.0,12.0,6.0,17.0,18.0,19.0,36.0,32.0,15.0,37.0,26.0,16.0,6.0,12.0,5.0,4.0,"Fowler township, Meade County, Kansas",119,24200,20
79.0,6.0,4.0,0.0,4.0,0.0,4.0,11.0,0.0,12.0,0.0,21.0,12.0,5.0,0.0,0.0,0.0,"Drum Creek township, Montgomery County, Kansas",125,18700,20
221.0,4.0,10.0,12.0,18.0,52.0,0.0,25.0,19.0,0.0,18.0,30.0,25.0,6.0,0.0,2.0,0.0,"Liberty township, Montgomery County, Kansas",125,40275,20
353.0,25.0,19.0,2.0,13.0,5.0,16.0,12.0,17.0,62.0,37.0,39.0,27.0,38.0,19.0,12.0,10.0,"Sycamore township, Montgomery County, Kansas",125,69750,20
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,4.0,0.0,2.0,"Logan township, Meade County, Kansas",119,42000,20
51.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,1.0,0.0,5.0,6.0,14.0,5.0,5.0,0.0,"Mertilla township, Meade County, Kansas",119,46025,20
47.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,20.0,0.0,0.0,0.0,5.0,"Crooked Creek township, Meade County, Kansas",119,16450,20
137.0,0.0,0.0,8.0,26.0,0.0,0.0,11.0,15.0,19.0,16.0,8.0,13.0,11.0,0.0,0.0,10.0,"Cherokee township, Montgomery County, Kansas",125,12850,20
864.0,99.0,46.0,88.0,19.0,78.0,99.0,46.0,57.0,34.0,65.0,92.0,90.0,19.0,21.0,11.0,0.0,"Cherryvale city, Montgomery County, Kansas",125,12925,20
3190.0,334.0,251.0,190.0,171.0,266.0,261.0,114.0,161.0,185.0,350.0,311.0,308.0,185.0,64.0,32.0,7.0,"Independence city, Montgomery County, Kansas",125,33875,20
694.0,17.0,57.0,70.0,77.0,67.0,31.0,53.0,60.0,37.0,41.0,58.0,88.0,25.0,6.0,7.0,0.0,"Caney city, Montgomery County, Kansas",125,10375,20
894.0,38.0,24.0,13.0,43.0,4.0,84.0,44.0,0.0,62.0,118.0,66.0,185.0,110.0,54.0,10.0,39.0,"Independence township, Montgomery County, Kansas",125,33900,20
417.0,0.0,0.0,20.0,0.0,22.0,35.0,39.0,16.0,0.0,0.0,44.0,151.0,64.0,0.0,13.0,13.0,"Parker township, Montgomery County, Kansas",125,54525,20
607.0,36.0,47.0,16.0,5.0,33.0,7.0,34.0,11.0,23.0,77.0,130.0,96.0,43.0,30.0,19.0,0.0,"Fawn Creek township, Montgomery County, Kansas",125,23325,20
205.0,25.0,12.0,24.0,4.0,12.0,16.0,5.0,20.0,10.0,25.0,20.0,16.0,4.0,12.0,0.0,0.0,"Louisburg township, Montgomery County, Kansas",125,42900,20
129.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,5.0,29.0,6.0,22.0,13.0,19.0,6.0,0.0,4.0,"West Cherry township, Montgomery County, Kansas",125,76825,20
