B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
90.0,32.0,57.0,1.0,0.0,0.0,"Redding town, Fairfield County, Connecticut",001,63480,09
8203.0,7365.0,641.0,31.0,139.0,27.0,"Stratford town, Fairfield County, Connecticut",001,74190,09
18549.0,17338.0,857.0,155.0,145.0,54.0,"Stamford town, Fairfield County, Connecticut",001,73070,09
436.0,243.0,180.0,13.0,0.0,0.0,"New Canaan town, Fairfield County, Connecticut",001,50580,09
99.0,96.0,1.0,2.0,0.0,0.0,"New Fairfield town, Fairfield County, Connecticut",001,50860,09
386.0,253.0,16.0,50.0,67.0,0.0,"Newtown town, Fairfield County, Connecticut",001,52980,09
35.0,35.0,0.0,0.0,0.0,0.0,"Weston town, Fairfield County, Connecticut",001,83430,09
0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Fairfield County, Connecticut",001,00000,09
1.0,1.0,0.0,0.0,0.0,0.0,"Easton town, Fairfield County, Connecticut",001,23890,09
195.0,181.0,14.0,0.0,0.0,0.0,"Wilton town, Fairfield County, Connecticut",001,86370,09
51435.0,42786.0,6256.0,435.0,1146.0,812.0,"Bridgeport town, Fairfield County, Connecticut",001,08070,09
153.0,97.0,56.0,0.0,0.0,0.0,"Darien town, Fairfield County, Connecticut",001,18850,09
1130.0,901.0,170.0,14.0,45.0,0.0,"Fairfield town, Fairfield County, Connecticut",001,26620,09
445.0,417.0,24.0,0.0,4.0,0.0,"Bethel town, Fairfield County, Connecticut",001,04720,09
251.0,227.0,2.0,2.0,0.0,20.0,"Ridgefield town, Fairfield County, Connecticut",001,63970,09
697.0,500.0,46.0,12.0,139.0,0.0,"Shelton town, Fairfield County, Connecticut",001,68170,09
179.0,167.0,12.0,0.0,0.0,0.0,"Westport town, Fairfield County, Connecticut",001,83500,09
6381.0,5263.0,704.0,54.0,332.0,28.0,"Danbury town, Fairfield County, Connecticut",001,18500,09
115.0,115.0,0.0,0.0,0.0,0.0,"Beacon Falls town, New Haven County, Connecticut",009,03250,09
12197.0,10262.0,1466.0,353.0,80.0,36.0,"West Haven town, New Haven County, Connecticut",009,82870,09
67.0,67.0,0.0,0.0,0.0,0.0,"Bethany town, New Haven County, Connecticut",009,04580,09
737.0,668.0,69.0,0.0,0.0,0.0,"East Haven town, New Haven County, Connecticut",009,22910,09
184.0,86.0,68.0,8.0,22.0,0.0,"Guilford town, New Haven County, Connecticut",009,34950,09
