B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
3117.0,1651.0,1466.0,2715.0,1460.0,1255.0,355.0,167.0,188.0,26.0,14.0,12.0,21.0,10.0,11.0,0.0,0.0,0.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
2767.0,1412.0,1355.0,2383.0,1188.0,1195.0,279.0,155.0,124.0,82.0,46.0,36.0,23.0,23.0,0.0,0.0,0.0,0.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
10288.0,5056.0,5232.0,8669.0,4160.0,4509.0,1148.0,602.0,546.0,406.0,237.0,169.0,65.0,57.0,8.0,0.0,0.0,0.0,"Baxley CCD, Appling County, Georgia",001,90240,13
8018.0,3943.0,4075.0,6891.0,3292.0,3599.0,453.0,126.0,327.0,624.0,475.0,149.0,50.0,50.0,0.0,0.0,0.0,0.0,"Alma CCD, Bacon County, Georgia",005,90072,13
4989.0,2395.0,2594.0,4325.0,2110.0,2215.0,136.0,102.0,34.0,167.0,38.0,129.0,361.0,145.0,216.0,0.0,0.0,0.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
6801.0,3380.0,3421.0,6164.0,3044.0,3120.0,81.0,36.0,45.0,416.0,215.0,201.0,99.0,44.0,55.0,41.0,41.0,0.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
6328.0,3140.0,3188.0,5461.0,2713.0,2748.0,271.0,150.0,121.0,416.0,212.0,204.0,180.0,65.0,115.0,0.0,0.0,0.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
3594.0,1717.0,1877.0,3233.0,1590.0,1643.0,146.0,45.0,101.0,107.0,39.0,68.0,82.0,33.0,49.0,26.0,10.0,16.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
39309.0,19620.0,19689.0,34950.0,17371.0,17579.0,1736.0,922.0,814.0,1908.0,948.0,960.0,628.0,292.0,336.0,87.0,87.0,0.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
18633.0,9223.0,9410.0,16184.0,7989.0,8195.0,1664.0,794.0,870.0,527.0,306.0,221.0,258.0,134.0,124.0,0.0,0.0,0.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
1449.0,823.0,626.0,1413.0,801.0,612.0,13.0,13.0,0.0,23.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
