B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
139330,68629.0,4157.0,4601.0,5653.0,3162.0,2047.0,1144.0,666.0,2254.0,4008.0,4017.0,4485.0,5462.0,5580.0,4813.0,4338.0,1242.0,2125.0,1382.0,1995.0,2309.0,1639.0,857.0,693.0,70701.0,3708.0,4834.0,4874.0,2959.0,1646.0,786.0,655.0,2012.0,3764.0,4823.0,5477.0,4975.0,5475.0,5057.0,5234.0,1437.0,2365.0,1620.0,2231.0,2800.0,1832.0,1051.0,1086.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
5620,2766.0,112.0,107.0,236.0,88.0,116.0,9.0,31.0,245.0,13.0,90.0,206.0,139.0,194.0,223.0,200.0,45.0,111.0,78.0,137.0,146.0,115.0,45.0,80.0,2854.0,188.0,143.0,192.0,84.0,11.0,25.0,83.0,63.0,148.0,124.0,167.0,209.0,232.0,254.0,177.0,5.0,81.0,45.0,159.0,58.0,188.0,125.0,93.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
18326,9189.0,424.0,681.0,696.0,243.0,190.0,321.0,79.0,256.0,637.0,771.0,506.0,557.0,596.0,758.0,547.0,308.0,333.0,131.0,433.0,260.0,278.0,151.0,33.0,9137.0,610.0,707.0,668.0,207.0,101.0,33.0,20.0,465.0,658.0,711.0,423.0,441.0,478.0,548.0,823.0,134.0,358.0,296.0,413.0,297.0,290.0,239.0,217.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
115088,56007.0,3094.0,2842.0,3145.0,1739.0,986.0,442.0,664.0,1735.0,2958.0,2852.0,2594.0,3086.0,3441.0,4219.0,4667.0,1543.0,2204.0,1750.0,2455.0,3482.0,2479.0,2048.0,1582.0,59081.0,2805.0,2342.0,2916.0,1823.0,1176.0,642.0,702.0,1968.0,3218.0,2946.0,2488.0,3576.0,3486.0,4452.0,3913.0,1540.0,2894.0,1984.0,2608.0,3985.0,2900.0,2301.0,2416.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
42525,20936.0,989.0,701.0,1039.0,752.0,296.0,348.0,79.0,743.0,1002.0,932.0,966.0,675.0,1319.0,1265.0,1276.0,410.0,749.0,651.0,1102.0,1858.0,1768.0,1230.0,786.0,21589.0,835.0,931.0,750.0,349.0,395.0,166.0,210.0,692.0,870.0,759.0,888.0,864.0,1123.0,1364.0,1663.0,681.0,893.0,969.0,1345.0,1917.0,1755.0,1036.0,1134.0,"Sebring CCD, Highlands County, Florida",055,93120,12
23478,11699.0,436.0,617.0,719.0,313.0,287.0,121.0,88.0,267.0,586.0,478.0,651.0,485.0,509.0,614.0,779.0,369.0,415.0,331.0,772.0,890.0,816.0,603.0,553.0,11779.0,552.0,658.0,376.0,570.0,148.0,76.0,30.0,197.0,600.0,600.0,506.0,540.0,403.0,675.0,656.0,380.0,542.0,495.0,699.0,915.0,847.0,591.0,723.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
34174,15883.0,905.0,978.0,882.0,458.0,351.0,145.0,175.0,483.0,874.0,850.0,903.0,568.0,589.0,799.0,904.0,516.0,695.0,461.0,698.0,1188.0,1209.0,649.0,603.0,18291.0,1119.0,786.0,1317.0,609.0,377.0,158.0,157.0,376.0,766.0,820.0,835.0,972.0,851.0,842.0,1163.0,457.0,754.0,526.0,736.0,1519.0,1324.0,893.0,934.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
7015,3714.0,216.0,208.0,228.0,227.0,93.0,64.0,10.0,179.0,170.0,256.0,175.0,159.0,205.0,418.0,172.0,42.0,175.0,63.0,106.0,260.0,175.0,44.0,69.0,3301.0,172.0,217.0,310.0,26.0,29.0,0.0,25.0,67.0,157.0,345.0,115.0,217.0,310.0,214.0,312.0,69.0,120.0,73.0,85.0,194.0,113.0,72.0,59.0,"Branford CCD, Suwannee County, Florida",121,90299,12
15071,7371.0,440.0,467.0,434.0,223.0,158.0,22.0,158.0,203.0,771.0,508.0,476.0,600.0,312.0,577.0,281.0,140.0,269.0,121.0,211.0,393.0,240.0,182.0,185.0,7700.0,529.0,489.0,484.0,271.0,224.0,117.0,173.0,302.0,562.0,303.0,346.0,483.0,313.0,518.0,389.0,142.0,337.0,64.0,254.0,546.0,439.0,206.0,209.0,"Dade City CCD, Pasco County, Florida",101,90741,12
169765,82742.0,4504.0,5137.0,5298.0,3215.0,1565.0,1139.0,699.0,2466.0,4097.0,4560.0,5157.0,5549.0,6020.0,5740.0,5215.0,2063.0,2978.0,2167.0,3138.0,4356.0,2786.0,2554.0,2339.0,87023.0,4460.0,4627.0,4505.0,3068.0,1426.0,874.0,622.0,2478.0,4315.0,4874.0,5597.0,5558.0,6069.0,5800.0,6196.0,2191.0,4045.0,2476.0,3384.0,4886.0,3465.0,2963.0,3144.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
