B19001B_001E,B19001B_002E,B19001B_003E,B19001B_004E,B19001B_005E,B19001B_006E,B19001B_007E,B19001B_008E,B19001B_009E,B19001B_010E,B19001B_011E,B19001B_012E,B19001B_013E,B19001B_014E,B19001B_015E,B19001B_016E,B19001B_017E,name,county,county subdivision,state
258.0,65.0,30.0,26.0,9.0,0.0,13.0,0.0,0.0,28.0,48.0,24.0,15.0,0.0,0.0,0.0,0.0,"Mount Carmel CCD, McCormick County, South Carolina",065,92262,45
1748.0,245.0,220.0,181.0,193.0,137.0,175.0,85.0,107.0,49.0,84.0,96.0,113.0,43.0,20.0,0.0,0.0,"Clinton CCD, Laurens County, South Carolina",059,90663,45
2655.0,355.0,162.0,213.0,342.0,176.0,197.0,132.0,168.0,221.0,230.0,190.0,198.0,41.0,16.0,14.0,0.0,"Laurens CCD, Laurens County, South Carolina",059,91924,45
104.0,24.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,18.0,8.0,0.0,0.0,8.0,"Joanna CCD, Laurens County, South Carolina",059,91690,45
358.0,73.0,28.0,21.0,7.0,31.0,17.0,15.0,49.0,10.0,34.0,29.0,21.0,5.0,0.0,6.0,12.0,"Parksville CCD, McCormick County, South Carolina",065,92561,45
1101.0,133.0,131.0,114.0,16.0,226.0,80.0,87.0,119.0,3.0,50.0,99.0,30.0,13.0,0.0,0.0,0.0,"McCormick CCD, McCormick County, South Carolina",065,92119,45
561.0,24.0,98.0,16.0,63.0,54.0,83.0,30.0,0.0,0.0,44.0,74.0,56.0,12.0,5.0,0.0,2.0,"Central CCD, Pickens County, South Carolina",077,90533,45
1315.0,113.0,75.0,39.0,72.0,115.0,162.0,79.0,132.0,58.0,78.0,128.0,113.0,52.0,62.0,37.0,0.0,"Easley CCD, Pickens County, South Carolina",077,90936,45
229.0,8.0,49.0,6.0,51.0,9.0,7.0,9.0,0.0,0.0,42.0,0.0,5.0,0.0,43.0,0.0,0.0,"Pickens CCD, Pickens County, South Carolina",077,92639,45
39.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Easley East CCD, Pickens County, South Carolina",077,90949,45
