B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
2800.0,184.0,61.0,114.0,128.0,189.0,105.0,134.0,111.0,181.0,177.0,255.0,541.0,317.0,120.0,100.0,83.0,"Timberlake district, Campbell County, Virginia",031,96087,51
3131.0,260.0,133.0,222.0,180.0,257.0,229.0,58.0,168.0,285.0,284.0,265.0,379.0,157.0,120.0,30.0,104.0,"Concord district, Campbell County, Virginia",031,90968,51
2563.0,87.0,116.0,161.0,160.0,103.0,142.0,202.0,97.0,72.0,227.0,314.0,296.0,329.0,114.0,68.0,75.0,"Seneca district, Campbell County, Virginia",031,95623,51
2018.0,241.0,138.0,118.0,106.0,115.0,111.0,48.0,121.0,89.0,181.0,240.0,218.0,148.0,55.0,20.0,69.0,"Brookneal district, Campbell County, Virginia",031,90504,51
2506.0,90.0,98.0,163.0,196.0,67.0,139.0,152.0,154.0,113.0,160.0,251.0,303.0,300.0,200.0,55.0,65.0,"Rustburg district, Campbell County, Virginia",031,95503,51
20193.0,905.0,382.0,511.0,540.0,649.0,548.0,622.0,542.0,802.0,1380.0,1960.0,2733.0,2562.0,1488.0,1673.0,2896.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
8029.0,380.0,238.0,343.0,380.0,295.0,486.0,257.0,556.0,322.0,738.0,1059.0,1159.0,771.0,359.0,318.0,368.0,"Fairfield district, Henrico County, Virginia",087,93511,51
17674.0,332.0,272.0,300.0,465.0,438.0,535.0,626.0,694.0,634.0,1307.0,1629.0,1954.0,2210.0,1502.0,1812.0,2964.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
2032.0,173.0,112.0,41.0,163.0,164.0,140.0,142.0,61.0,126.0,137.0,166.0,218.0,135.0,83.0,83.0,88.0,"Iriswood district, Henry County, Virginia",089,93975,51
17603.0,420.0,451.0,549.0,562.0,625.0,705.0,843.0,799.0,798.0,1570.0,1894.0,2707.0,2083.0,1253.0,1358.0,986.0,"Brookland district, Henrico County, Virginia",087,90496,51
10528.0,450.0,472.0,448.0,642.0,458.0,329.0,529.0,680.0,605.0,914.0,1111.0,1516.0,958.0,526.0,480.0,410.0,"Varina district, Henrico County, Virginia",087,96175,51
3043.0,309.0,230.0,245.0,90.0,148.0,262.0,238.0,182.0,112.0,361.0,370.0,158.0,172.0,95.0,63.0,8.0,"Collinsville district, Henry County, Virginia",089,90944,51
2828.0,118.0,291.0,117.0,195.0,186.0,255.0,121.0,201.0,129.0,273.0,220.0,427.0,112.0,113.0,70.0,0.0,"Reed Creek district, Henry County, Virginia",089,95263,51
2732.0,200.0,240.0,285.0,251.0,270.0,113.0,169.0,130.0,178.0,267.0,220.0,256.0,76.0,21.0,4.0,52.0,"Blackberry district, Henry County, Virginia",089,90288,51
3082.0,282.0,288.0,242.0,181.0,282.0,139.0,156.0,171.0,128.0,223.0,321.0,331.0,194.0,84.0,19.0,41.0,"Ridgeway district, Henry County, Virginia",089,95295,51
2306.0,155.0,228.0,308.0,166.0,137.0,184.0,110.0,133.0,127.0,203.0,215.0,230.0,87.0,7.0,16.0,0.0,"Horsepasture district, Henry County, Virginia",089,93919,51
1328.0,48.0,31.0,29.0,27.0,62.0,63.0,111.0,35.0,45.0,92.0,88.0,107.0,183.0,76.0,200.0,131.0,"Dahlgren district, King George County, Virginia",099,91080,51
2406.0,45.0,52.0,13.0,27.0,42.0,28.0,78.0,140.0,90.0,70.0,326.0,487.0,184.0,357.0,264.0,203.0,"James Monroe district, King George County, Virginia",099,94039,51
1294.0,24.0,31.0,67.0,41.0,31.0,61.0,36.0,36.0,125.0,30.0,166.0,243.0,111.0,117.0,98.0,77.0,"Shiloh district, King George County, Virginia",099,95687,51
