B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
394.0,370.0,7.0,0.0,11.0,6.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
13.0,10.0,0.0,0.0,3.0,0.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
221.0,162.0,54.0,0.0,0.0,5.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
2.0,2.0,0.0,0.0,0.0,0.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
0.0,0.0,0.0,0.0,0.0,0.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
146.0,13.0,0.0,0.0,133.0,0.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
13.0,13.0,0.0,0.0,0.0,0.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
8.0,8.0,0.0,0.0,0.0,0.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
71.0,71.0,0.0,0.0,0.0,0.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
210.0,57.0,23.0,0.0,130.0,0.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
120.0,37.0,46.0,0.0,37.0,0.0,"Keaau-Mountain View CCD, Hawaii County, Hawaii",001,91350,15
14.0,14.0,0.0,0.0,0.0,0.0,"North Hilo CCD, Hawaii County, Hawaii",001,92430,15
1689.0,1201.0,94.0,33.0,351.0,10.0,"Koolaupoko CCD, Honolulu County, Hawaii",003,91800,15
4034.0,2692.0,533.0,103.0,679.0,27.0,"Wahiawa CCD, Honolulu County, Hawaii",003,93420,15
9323.0,5931.0,1496.0,28.0,1560.0,308.0,"Ewa CCD, Honolulu County, Hawaii",003,90270,15
547.0,227.0,133.0,0.0,179.0,8.0,"Waialua CCD, Honolulu County, Hawaii",003,93510,15
196.0,138.0,13.0,0.0,39.0,6.0,"Koolauloa CCD, Honolulu County, Hawaii",003,91710,15
484.0,360.0,85.0,0.0,30.0,9.0,"Waianae CCD, Honolulu County, Hawaii",003,93600,15
6665.0,4679.0,979.0,30.0,829.0,148.0,"Honolulu CCD, Honolulu County, Hawaii",003,90810,15
26.0,25.0,1.0,0.0,0.0,0.0,"Kula CCD, Maui County, Hawaii",009,91890,15
19.0,19.0,0.0,0.0,0.0,0.0,"Makawao-Paia CCD, Maui County, Hawaii",009,92250,15
206.0,206.0,0.0,0.0,0.0,0.0,"Kihei CCD, Maui County, Hawaii",009,91530,15
106.0,84.0,0.0,22.0,0.0,0.0,"Haiku-Pauwela CCD, Maui County, Hawaii",009,90360,15
0.0,0.0,0.0,0.0,0.0,0.0,"Hana CCD, Maui County, Hawaii",009,90450,15
117.0,113.0,1.0,0.0,3.0,0.0,"Wailuku CCD, Maui County, Hawaii",009,93870,15
65.0,65.0,0.0,0.0,0.0,0.0,"Lanai CCD, Maui County, Hawaii",009,92070,15
16.0,2.0,14.0,0.0,0.0,0.0,"Waihee-Waikapu CCD, Maui County, Hawaii",009,93690,15
74.0,57.0,17.0,0.0,0.0,0.0,"Lahaina CCD, Maui County, Hawaii",009,91980,15
8.0,8.0,0.0,0.0,0.0,0.0,"West Molokai CCD, Maui County, Hawaii",009,93960,15
21.0,21.0,0.0,0.0,0.0,0.0,"East Molokai CCD, Maui County, Hawaii",009,90090,15
275.0,72.0,192.0,11.0,0.0,0.0,"Kahului CCD, Maui County, Hawaii",009,90900,15
0.0,0.0,0.0,0.0,0.0,0.0,"Puunene CCD, Maui County, Hawaii",009,93060,15
0.0,0.0,0.0,0.0,0.0,0.0,"Spreckelsville CCD, Maui County, Hawaii",009,93330,15
0.0,0.0,0.0,0.0,0.0,0.0,"Niihau CCD, Kauai County, Hawaii",007,92340,15
16.0,16.0,0.0,0.0,0.0,0.0,"Kekaha-Waimea CCD, Kauai County, Hawaii",007,91440,15
149.0,108.0,0.0,41.0,0.0,0.0,"Lihue CCD, Kauai County, Hawaii",007,92160,15
32.0,16.0,16.0,0.0,0.0,0.0,"Puhi-Hanamaulu CCD, Kauai County, Hawaii",007,92970,15
12.0,12.0,0.0,0.0,0.0,0.0,"Kaumakani-Hanapepe CCD, Kauai County, Hawaii",007,91260,15
7.0,6.0,0.0,0.0,1.0,0.0,"Eleele-Kalaheo CCD, Kauai County, Hawaii",007,90180,15
169.0,169.0,0.0,0.0,0.0,0.0,"Kapaa CCD, Kauai County, Hawaii",007,91080,15
89.0,73.0,16.0,0.0,0.0,0.0,"Wailua-Anahola CCD, Kauai County, Hawaii",007,93780,15
4.0,4.0,0.0,0.0,0.0,0.0,"Hanalei CCD, Kauai County, Hawaii",007,90540,15
13.0,11.0,2.0,0.0,0.0,0.0,"Koloa-Poipu CCD, Kauai County, Hawaii",007,91620,15
0.0,0.0,0.0,0.0,0.0,0.0,"Kalawao CCD, Kalawao County, Hawaii",005,90990,15
