B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
45.0,28.0,17.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
25.0,25.0,0.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
837.0,513.0,324.0,"Baxley CCD, Appling County, Georgia",001,90240,13
477.0,111.0,366.0,"Alma CCD, Bacon County, Georgia",005,90072,13
74.0,10.0,64.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
39.0,39.0,0.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
63.0,40.0,23.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
66.0,66.0,0.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
1201.0,1040.0,161.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
371.0,226.0,145.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
116.0,106.0,10.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
0.0,0.0,0.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
1313.0,668.0,645.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
45.0,40.0,5.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
43.0,34.0,9.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
155.0,155.0,0.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
105.0,76.0,29.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
81.0,81.0,0.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
584.0,362.0,222.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
590.0,482.0,108.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
74.0,60.0,14.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
113.0,0.0,113.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
789.0,494.0,295.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
367.0,233.0,134.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
318.0,264.0,54.0,"Salem CCD, Upson County, Georgia",293,92671,13
126.0,61.0,65.0,"Cedar Crossing CCD, Toombs County, Georgia",279,90591,13
397.0,189.0,208.0,"South Lincoln CCD, Lincoln County, Georgia",181,92807,13
725.0,482.0,243.0,"Crawford CCD, Oglethorpe County, Georgia",221,90814,13
5832.0,2368.0,3464.0,"Macon East CCD, Bibb County, Georgia",021,91891,13
6.0,6.0,0.0,"Vaughn CCD, Spalding County, Georgia",255,93180,13
20204.0,6663.0,13541.0,"Macon West CCD, Bibb County, Georgia",021,91892,13
359.0,359.0,0.0,"Towalaga CCD, Spalding County, Georgia",255,93071,13
0.0,0.0,0.0,"Digbey CCD, Spalding County, Georgia",255,90942,13
2161.0,1572.0,589.0,"Gray-Macon East CCD, Jones County, Georgia",169,91351,13
118.0,103.0,15.0,"Worthville CCD, Butts County, Georgia",035,93438,13
116.0,88.0,28.0,"Southwest Butts CCD, Butts County, Georgia",035,92822,13
357.0,255.0,102.0,"Eldorado CCD, Tift County, Georgia",277,91052,13
5176.0,2030.0,3146.0,"Milledgeville CCD, Baldwin County, Georgia",009,92015,13
171.0,138.0,33.0,"Martin-Avalon CCD, Stephens County, Georgia",257,91934,13
0.0,0.0,0.0,"Trenton CCD, Dade County, Georgia",083,93084,13
2764.0,1999.0,765.0,"Grovetown-Harlem CCD, Columbia County, Georgia",073,91383,13
543.0,377.0,166.0,"East Baldwin CCD, Baldwin County, Georgia",009,90992,13
0.0,0.0,0.0,"Lookout Mountain CCD, Walker County, Georgia",295,91810,13
0.0,0.0,0.0,"South Gilmer CCD, Gilmer County, Georgia",123,92805,13
0.0,0.0,0.0,"North Gilmer CCD, Gilmer County, Georgia",123,92206,13
773.0,531.0,242.0,"South Newton CCD, Newton County, Georgia",217,92810,13
2166.0,1293.0,873.0,"Buford-Sugar Hill CCD, Gwinnett County, Georgia",135,90469,13
197.0,175.0,22.0,"Coldwater CCD, Elbert County, Georgia",105,90719,13
5748.0,3088.0,2660.0,"Pooler-Bloomingdale CCD, Chatham County, Georgia",051,92393,13
259.0,192.0,67.0,"Tybee Island-Wilmington Island CCD, Chatham County, Georgia",051,93127,13
59.0,59.0,0.0,"East Lanier CCD, Lanier County, Georgia",173,91010,13
39.0,18.0,21.0,"Big Satilla Creek CCD, Appling County, Georgia",001,90273,13
152.0,113.0,39.0,"Surrency-Troper CCD, Appling County, Georgia",001,92905,13
12.0,12.0,0.0,"Mountain City CCD, Rabun County, Georgia",241,92103,13
18.0,18.0,0.0,"Northeast Bleckley CCD, Bleckley County, Georgia",023,92198,13
2190.0,1505.0,685.0,"Peachtree City-Tyrone CCD, Fayette County, Georgia",113,92331,13
0.0,0.0,0.0,"Jekyll Island CCD, Glynn County, Georgia",127,91599,13
306.0,0.0,306.0,"Fort Benning CCD, Muscogee County, Georgia",215,91213,13
37.0,16.0,21.0,"Sunset Village CCD, Upson County, Georgia",293,92902,13
