B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
6758.0,6004.0,273.0,344.0,110.0,27.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
5610.0,5118.0,191.0,216.0,78.0,7.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
741.0,621.0,92.0,22.0,6.0,0.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
450.0,440.0,10.0,0.0,0.0,0.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
6202.0,5047.0,708.0,292.0,155.0,0.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
379.0,322.0,24.0,17.0,12.0,4.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
2080.0,1464.0,198.0,304.0,114.0,0.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
5682.0,4682.0,607.0,349.0,44.0,0.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
1882.0,1690.0,31.0,114.0,41.0,6.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
1154.0,1035.0,63.0,46.0,10.0,0.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
3876.0,3345.0,134.0,217.0,174.0,6.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
4338.0,3672.0,290.0,14.0,296.0,66.0,"Victor CCD, Teton County, Idaho",081,93611,16
1687.0,1497.0,43.0,76.0,2.0,69.0,"Tetonia CCD, Teton County, Idaho",081,93473,16
2569.0,1921.0,125.0,0.0,523.0,0.0,"Driggs CCD, Teton County, Idaho",081,90782,16
532.0,474.0,3.0,44.0,0.0,11.0,"Fort Hall CCD, Power County, Idaho",077,91127,16
729.0,622.0,26.0,68.0,10.0,3.0,"Rockland CCD, Power County, Idaho",077,93082,16
3274.0,2689.0,316.0,269.0,0.0,0.0,"American Falls CCD, Power County, Idaho",077,90092,16
196.0,190.0,0.0,3.0,3.0,0.0,"Arbon CCD, Power County, Idaho",077,90115,16
6022.0,5191.0,406.0,197.0,221.0,7.0,"Weiser CCD, Washington County, Idaho",087,93703,16
895.0,821.0,14.0,56.0,4.0,0.0,"Cambridge CCD, Washington County, Idaho",087,90506,16
810.0,778.0,0.0,15.0,15.0,2.0,"Midvale CCD, Washington County, Idaho",087,92139,16
2685.0,2442.0,129.0,59.0,52.0,3.0,"Albion CCD, Cassia County, Idaho",031,90046,16
