B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
11.0,9.0,2.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
1942.0,1526.0,416.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
3077.0,2126.0,951.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
11.0,0.0,11.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
1381.0,1058.0,323.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
15.0,15.0,0.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
1035.0,680.0,355.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
172.0,108.0,64.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
58.0,42.0,16.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
3.0,0.0,3.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
14.0,11.0,3.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
168.0,159.0,9.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
193.0,146.0,47.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
1404.0,922.0,482.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
492.0,393.0,99.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
217.0,165.0,52.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
1133.0,795.0,338.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
484.0,344.0,140.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
169.0,56.0,113.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
8503.0,5435.0,3068.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
0.0,0.0,0.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
2548.0,1814.0,734.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
342.0,214.0,128.0,"Jal CCD, Lea County, New Mexico",025,91620,35
6636.0,3982.0,2654.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
440.0,312.0,128.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
158.0,130.0,28.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
4584.0,3702.0,882.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
16192.0,10381.0,5811.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
4429.0,3132.0,1297.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
43.0,39.0,4.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
397.0,235.0,162.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
353.0,339.0,14.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
872.0,490.0,382.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
162.0,154.0,8.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
11.0,11.0,0.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
2344.0,1317.0,1027.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
90.0,62.0,28.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
92.0,37.0,55.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
738.0,362.0,376.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
265.0,223.0,42.0,"White Rock CCD, Los Alamos County, New Mexico",028,93810,35
357.0,334.0,23.0,"Dixon CCD, Rio Arriba County, New Mexico",039,91020,35
819.0,787.0,32.0,"Rio Chama CCD, Rio Arriba County, New Mexico",039,92610,35
328.0,254.0,74.0,"Coyote CCD, Rio Arriba County, New Mexico",039,90810,35
832.0,690.0,142.0,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",039,93390,35
0.0,0.0,0.0,"Conchas Dam CCD, San Miguel County, New Mexico",047,90750,35
668.0,562.0,106.0,"Villanueva CCD, San Miguel County, New Mexico",047,93690,35
2306.0,1616.0,690.0,"South Rio Arriba CCD, Rio Arriba County, New Mexico",039,93210,35
902.0,766.0,136.0,"Chimayo CCD, Rio Arriba County, New Mexico",039,90570,35
2008.0,1528.0,480.0,"Pecos CCD, San Miguel County, New Mexico",047,92310,35
1912.0,1304.0,608.0,"Santa Clara Pueblo CCD, Rio Arriba County, New Mexico",039,92790,35
5787.0,3857.0,1930.0,"Las Vegas CCD, San Miguel County, New Mexico",047,91770,35
