B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
10137.0,5014.0,5123.0,9623.0,4779.0,4844.0,366.0,172.0,194.0,101.0,46.0,55.0,40.0,17.0,23.0,7.0,0.0,7.0,"Northern district, Harrison County, West Virginia",033,92352,54
11217.0,5471.0,5746.0,10535.0,5038.0,5497.0,324.0,203.0,121.0,204.0,151.0,53.0,136.0,61.0,75.0,18.0,18.0,0.0,"Southwest district, Harrison County, West Virginia",033,92952,54
11589.0,5418.0,6171.0,9035.0,4050.0,4985.0,1847.0,930.0,917.0,401.0,247.0,154.0,285.0,170.0,115.0,21.0,21.0,0.0,"South Urban district, Harrison County, West Virginia",033,92932,54
12352.0,6252.0,6100.0,11221.0,5804.0,5417.0,723.0,286.0,437.0,334.0,122.0,212.0,74.0,40.0,34.0,0.0,0.0,0.0,"Southern district, Harrison County, West Virginia",033,92923,54
9547.0,4711.0,4836.0,8020.0,3876.0,4144.0,1121.0,564.0,557.0,218.0,130.0,88.0,188.0,141.0,47.0,0.0,0.0,0.0,"North Urban district, Harrison County, West Virginia",033,92368,54
13046.0,6228.0,6818.0,11709.0,5559.0,6150.0,721.0,334.0,387.0,396.0,177.0,219.0,194.0,150.0,44.0,26.0,8.0,18.0,"Eastern district, Harrison County, West Virginia",033,90975,54
11832.0,5747.0,6085.0,10186.0,4813.0,5373.0,731.0,395.0,336.0,225.0,162.0,63.0,668.0,360.0,308.0,22.0,17.0,5.0,"District 2, Ohio County, West Virginia",069,90824,54
15055.0,7033.0,8022.0,13464.0,6313.0,7151.0,802.0,379.0,423.0,377.0,149.0,228.0,369.0,167.0,202.0,43.0,25.0,18.0,"District 3, Ohio County, West Virginia",069,90862,54
15644.0,7678.0,7966.0,14371.0,7182.0,7189.0,330.0,126.0,204.0,302.0,85.0,217.0,616.0,260.0,356.0,25.0,25.0,0.0,"District 1, Ohio County, West Virginia",069,90788,54
1821.0,878.0,943.0,1734.0,819.0,915.0,30.0,19.0,11.0,8.0,5.0,3.0,49.0,35.0,14.0,0.0,0.0,0.0,"Grant district, Ritchie County, West Virginia",085,91380,54
1286.0,626.0,660.0,1074.0,531.0,543.0,121.0,66.0,55.0,31.0,0.0,31.0,60.0,29.0,31.0,0.0,0.0,0.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
3391.0,1799.0,1592.0,3119.0,1623.0,1496.0,157.0,89.0,68.0,95.0,76.0,19.0,20.0,11.0,9.0,0.0,0.0,0.0,"Union district, Ritchie County, West Virginia",085,93336,54
3433.0,1681.0,1752.0,3266.0,1610.0,1656.0,96.0,35.0,61.0,46.0,20.0,26.0,24.0,16.0,8.0,1.0,0.0,1.0,"Clay district, Ritchie County, West Virginia",085,90552,54
1811.0,909.0,902.0,1615.0,826.0,789.0,25.0,0.0,25.0,19.0,8.0,11.0,152.0,75.0,77.0,0.0,0.0,0.0,"District 4, Calhoun County, West Virginia",013,90873,54
1267.0,671.0,596.0,1254.0,663.0,591.0,9.0,6.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 1, Calhoun County, West Virginia",013,90766,54
1935.0,992.0,943.0,1732.0,904.0,828.0,65.0,42.0,23.0,138.0,46.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 5, Calhoun County, West Virginia",013,90885,54
1488.0,694.0,794.0,1344.0,650.0,694.0,100.0,38.0,62.0,44.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 3, Calhoun County, West Virginia",013,90836,54
899.0,395.0,504.0,861.0,374.0,487.0,38.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 2, Calhoun County, West Virginia",013,90800,54
