B19013H_001E,name,county,county subdivision,state
58109.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
116962.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
62736.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
73996.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
70214.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
80482.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
96321.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
73313.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
58373.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
64653.0,"Milton CCD, Sussex County, Delaware",005,92664,10
56140.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
53675.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
71176.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
58190.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
56540.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
65760.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
50919.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
68906.0,"Kenton CCD, Kent County, Delaware",001,91480,10
53768.0,"Milford North CCD, Kent County, Delaware",001,92220,10
55929.0,"Harrington CCD, Kent County, Delaware",001,91332,10
50012.0,"Felton CCD, Kent County, Delaware",001,90888,10
59416.0,"Dover CCD, Kent County, Delaware",001,90740,10
66972.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
62220.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
67140.0,"Newark CCD, New Castle County, Delaware",003,92738,10
89392.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
63778.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
