B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
20.0,20.0,0.0,0.0,0.0,0.0,"Bow CCD, Skagit County, Washington",057,90272,53
16.0,14.0,0.0,2.0,0.0,0.0,"Swinomish Reservation CCD, Skagit County, Washington",057,93360,53
1015.0,584.0,160.0,219.0,12.0,40.0,"Mount Vernon CCD, Skagit County, Washington",057,92096,53
333.0,299.0,6.0,8.0,20.0,0.0,"Burlington CCD, Skagit County, Washington",057,90384,53
57.0,26.0,31.0,0.0,0.0,0.0,"Conway CCD, Skagit County, Washington",057,90768,53
11.0,11.0,0.0,0.0,0.0,0.0,"La Conner CCD, Skagit County, Washington",057,91536,53
0.0,0.0,0.0,0.0,0.0,0.0,"Lyman-Hamilton CCD, Skagit County, Washington",057,91776,53
45.0,38.0,7.0,0.0,0.0,0.0,"Sedro-Woolley CCD, Skagit County, Washington",057,92944,53
0.0,0.0,0.0,0.0,0.0,0.0,"Clear Lake CCD, Skagit County, Washington",057,90608,53
497.0,366.0,84.0,6.0,38.0,3.0,"Anacortes CCD, Skagit County, Washington",057,90064,53
16.0,14.0,0.0,2.0,0.0,0.0,"Springdale CCD, Stevens County, Washington",065,93232,53
60.0,60.0,0.0,0.0,0.0,0.0,"Chewelah CCD, Stevens County, Washington",065,90560,53
106.0,106.0,0.0,0.0,0.0,0.0,"Colville CCD, Stevens County, Washington",065,90688,53
3.0,3.0,0.0,0.0,0.0,0.0,"Spokane Reservation CCD, Stevens County, Washington",065,93216,53
97.0,41.0,0.0,31.0,14.0,11.0,"Loon Lake CCD, Stevens County, Washington",065,91680,53
22.0,14.0,0.0,4.0,0.0,4.0,"Kettle Falls CCD, Stevens County, Washington",065,91472,53
8961.0,7177.0,646.0,301.0,617.0,220.0,"Spokane CCD, Spokane County, Washington",063,93200,53
284.0,210.0,10.0,0.0,31.0,33.0,"Deer Park CCD, Spokane County, Washington",063,90880,53
21.0,21.0,0.0,0.0,0.0,0.0,"Rockford CCD, Spokane County, Washington",063,92816,53
79.0,79.0,0.0,0.0,0.0,0.0,"Valleyford CCD, Spokane County, Washington",063,93584,53
391.0,362.0,10.0,14.0,5.0,0.0,"Airway Heights CCD, Spokane County, Washington",063,90048,53
0.0,0.0,0.0,0.0,0.0,0.0,"Colbert CCD, Spokane County, Washington",063,90640,53
337.0,304.0,0.0,33.0,0.0,0.0,"Liberty Lake CCD, Spokane County, Washington",063,91616,53
92.0,92.0,0.0,0.0,0.0,0.0,"Mount Spokane CCD, Spokane County, Washington",063,92080,53
11.0,11.0,0.0,0.0,0.0,0.0,"Odessa CCD, Lincoln County, Washington",043,92304,53
30.0,23.0,0.0,0.0,7.0,0.0,"Wilbur CCD, Lincoln County, Washington",043,93760,53
24.0,19.0,0.0,0.0,5.0,0.0,"Davenport CCD, Lincoln County, Washington",043,90848,53
350.0,332.0,10.0,1.0,0.0,7.0,"Wenatchee CCD, Chelan County, Washington",007,93712,53
329.0,293.0,0.0,36.0,0.0,0.0,"Cashmere CCD, Chelan County, Washington",007,90448,53
