B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
566.0,12.0,9.0,34.0,34.0,29.0,47.0,17.0,20.0,15.0,17.0,78.0,69.0,68.0,55.0,32.0,30.0,"Dublin town, Cheshire County, New Hampshire",005,19140,33
439.0,20.0,14.0,0.0,23.0,17.0,13.0,20.0,19.0,28.0,43.0,80.0,66.0,45.0,31.0,1.0,19.0,"Richmond town, Cheshire County, New Hampshire",005,64420,33
1423.0,63.0,26.0,0.0,64.0,49.0,17.0,97.0,82.0,95.0,87.0,123.0,198.0,195.0,53.0,74.0,200.0,"Chesterfield town, Cheshire County, New Hampshire",005,12260,33
1601.0,81.0,32.0,62.0,19.0,44.0,86.0,73.0,150.0,86.0,52.0,151.0,217.0,215.0,87.0,128.0,118.0,"Walpole town, Cheshire County, New Hampshire",005,78420,33
1674.0,80.0,50.0,129.0,153.0,72.0,114.0,57.0,53.0,120.0,102.0,255.0,272.0,147.0,30.0,40.0,0.0,"Winchester town, Cheshire County, New Hampshire",005,85540,33
368.0,5.0,14.0,11.0,7.0,7.0,5.0,9.0,0.0,10.0,38.0,64.0,74.0,52.0,38.0,30.0,4.0,"Surry town, Cheshire County, New Hampshire",005,75300,33
1794.0,69.0,71.0,74.0,47.0,76.0,93.0,76.0,75.0,31.0,148.0,176.0,316.0,213.0,108.0,158.0,63.0,"Rindge town, Cheshire County, New Hampshire",005,64580,33
84.0,2.0,3.0,1.0,1.0,0.0,7.0,5.0,2.0,1.0,4.0,21.0,12.0,8.0,6.0,7.0,4.0,"Roxbury town, Cheshire County, New Hampshire",005,65700,33
293.0,16.0,1.0,17.0,16.0,8.0,16.0,23.0,25.0,12.0,11.0,25.0,54.0,32.0,14.0,14.0,9.0,"Sullivan town, Cheshire County, New Hampshire",005,74900,33
999.0,28.0,43.0,58.0,57.0,55.0,83.0,48.0,76.0,31.0,66.0,82.0,108.0,90.0,71.0,27.0,76.0,"Fitzwilliam town, Cheshire County, New Hampshire",005,26500,33
767.0,66.0,42.0,8.0,26.0,20.0,46.0,49.0,34.0,36.0,75.0,113.0,112.0,72.0,22.0,33.0,13.0,"Alstead town, Cheshire County, New Hampshire",005,00820,33
272.0,22.0,8.0,9.0,11.0,15.0,6.0,14.0,14.0,13.0,26.0,44.0,35.0,16.0,25.0,9.0,5.0,"Gilsum town, Cheshire County, New Hampshire",005,29220,33
419.0,11.0,6.0,9.0,13.0,14.0,9.0,18.0,26.0,28.0,52.0,50.0,45.0,57.0,26.0,34.0,21.0,"Harrisville town, Cheshire County, New Hampshire",005,34420,33
2149.0,92.0,132.0,129.0,66.0,117.0,137.0,160.0,100.0,48.0,92.0,167.0,511.0,121.0,150.0,106.0,21.0,"Jaffrey town, Cheshire County, New Hampshire",005,38500,33
8957.0,663.0,404.0,497.0,682.0,526.0,338.0,313.0,239.0,329.0,852.0,1107.0,1149.0,717.0,360.0,353.0,428.0,"Keene city, Cheshire County, New Hampshire",005,39300,33
472.0,3.0,3.0,0.0,3.0,36.0,37.0,28.0,22.0,13.0,29.0,49.0,70.0,77.0,51.0,42.0,9.0,"Stoddard town, Cheshire County, New Hampshire",005,73700,33
842.0,22.0,65.0,31.0,18.0,43.0,48.0,27.0,68.0,11.0,92.0,100.0,135.0,48.0,75.0,18.0,41.0,"Troy town, Cheshire County, New Hampshire",005,77380,33
222.0,18.0,0.0,5.0,6.0,9.0,10.0,6.0,8.0,10.0,14.0,25.0,25.0,16.0,32.0,6.0,32.0,"Nelson town, Cheshire County, New Hampshire",005,50580,33
2678.0,98.0,111.0,185.0,95.0,109.0,68.0,91.0,217.0,134.0,316.0,225.0,433.0,245.0,138.0,104.0,109.0,"Swanzey town, Cheshire County, New Hampshire",005,75700,33
274.0,12.0,7.0,10.0,4.0,4.0,8.0,14.0,8.0,34.0,33.0,37.0,34.0,39.0,19.0,5.0,6.0,"Marlow town, Cheshire County, New Hampshire",005,45700,33
1729.0,110.0,142.0,121.0,111.0,45.0,83.0,55.0,55.0,63.0,143.0,275.0,271.0,130.0,59.0,27.0,39.0,"Hinsdale town, Cheshire County, New Hampshire",005,36660,33
923.0,21.0,31.0,36.0,30.0,29.0,15.0,33.0,25.0,12.0,95.0,88.0,150.0,117.0,120.0,52.0,69.0,"Canterbury town, Merrimack County, New Hampshire",013,09860,33
946.0,10.0,5.0,4.0,17.0,29.0,32.0,19.0,22.0,50.0,53.0,55.0,166.0,140.0,91.0,118.0,135.0,"Dunbarton town, Merrimack County, New Hampshire",013,19460,33
2040.0,142.0,33.0,16.0,100.0,15.0,160.0,161.0,18.0,14.0,248.0,261.0,304.0,192.0,92.0,149.0,135.0,"Loudon town, Merrimack County, New Hampshire",013,43380,33
1573.0,42.0,48.0,53.0,74.0,65.0,74.0,14.0,75.0,29.0,115.0,210.0,168.0,179.0,187.0,93.0,147.0,"New London town, Merrimack County, New Hampshire",013,52100,33
751.0,10.0,0.0,5.0,38.0,37.0,24.0,7.0,59.0,41.0,54.0,74.0,100.0,89.0,92.0,60.0,61.0,"Sutton town, Merrimack County, New Hampshire",013,75460,33
1018.0,35.0,26.0,27.0,28.0,43.0,17.0,45.0,14.0,63.0,69.0,133.0,178.0,87.0,94.0,97.0,62.0,"Warner town, Merrimack County, New Hampshire",013,78580,33
640.0,17.0,12.0,7.0,26.0,40.0,15.0,32.0,14.0,42.0,76.0,73.0,58.0,78.0,46.0,50.0,54.0,"Wilmot town, Merrimack County, New Hampshire",013,84900,33
2105.0,24.0,14.0,44.0,68.0,30.0,82.0,72.0,72.0,119.0,130.0,226.0,276.0,341.0,125.0,185.0,297.0,"Hopkinton town, Merrimack County, New Hampshire",013,37540,33
774.0,26.0,19.0,13.0,16.0,20.0,28.0,49.0,57.0,28.0,58.0,69.0,146.0,102.0,54.0,59.0,30.0,"Webster town, Merrimack County, New Hampshire",013,80020,33
1659.0,32.0,215.0,8.0,42.0,73.0,130.0,87.0,74.0,56.0,190.0,222.0,212.0,127.0,89.0,90.0,12.0,"Allenstown town, Merrimack County, New Hampshire",013,00660,33
946.0,12.0,26.0,17.0,27.0,17.0,17.0,20.0,32.0,75.0,62.0,132.0,183.0,120.0,44.0,99.0,63.0,"Chichester town, Merrimack County, New Hampshire",013,12420,33
548.0,3.0,6.0,33.0,19.0,36.0,28.0,36.0,25.0,8.0,49.0,122.0,97.0,47.0,16.0,16.0,7.0,"Danbury town, Merrimack County, New Hampshire",013,16980,33
3380.0,186.0,263.0,218.0,145.0,192.0,154.0,183.0,218.0,161.0,263.0,386.0,561.0,261.0,122.0,27.0,40.0,"Franklin city, Merrimack County, New Hampshire",013,27380,33
1236.0,59.0,34.0,92.0,18.0,50.0,99.0,26.0,9.0,46.0,100.0,193.0,251.0,88.0,92.0,17.0,62.0,"Boscawen town, Merrimack County, New Hampshire",013,06260,33
1622.0,63.0,106.0,123.0,31.0,35.0,113.0,27.0,34.0,40.0,39.0,277.0,223.0,195.0,86.0,123.0,107.0,"Henniker town, Merrimack County, New Hampshire",013,35540,33
4975.0,104.0,176.0,133.0,161.0,121.0,123.0,264.0,195.0,145.0,261.0,560.0,804.0,600.0,557.0,314.0,457.0,"Hooksett town, Merrimack County, New Hampshire",013,37300,33
825.0,10.0,11.0,11.0,30.0,23.0,19.0,27.0,0.0,35.0,66.0,69.0,167.0,100.0,63.0,95.0,99.0,"Newbury town, Merrimack County, New Hampshire",013,50900,33
2489.0,87.0,79.0,14.0,104.0,127.0,42.0,30.0,28.0,46.0,134.0,314.0,521.0,337.0,206.0,256.0,164.0,"Pembroke town, Merrimack County, New Hampshire",013,60020,33
1772.0,25.0,34.0,62.0,62.0,144.0,98.0,113.0,37.0,133.0,100.0,206.0,254.0,275.0,98.0,95.0,36.0,"Northfield town, Merrimack County, New Hampshire",013,54260,33
510.0,6.0,23.0,10.0,22.0,7.0,8.0,3.0,38.0,13.0,29.0,96.0,104.0,66.0,25.0,32.0,28.0,"Salisbury town, Merrimack County, New Hampshire",013,66980,33
2672.0,60.0,20.0,62.0,91.0,92.0,36.0,56.0,80.0,53.0,153.0,143.0,333.0,376.0,224.0,546.0,347.0,"Bow town, Merrimack County, New Hampshire",013,06500,33
638.0,34.0,8.0,14.0,19.0,49.0,33.0,27.0,14.0,16.0,67.0,48.0,122.0,59.0,52.0,38.0,38.0,"Bradford town, Merrimack County, New Hampshire",013,06980,33
1070.0,39.0,39.0,18.0,56.0,24.0,76.0,47.0,103.0,7.0,78.0,109.0,164.0,147.0,78.0,56.0,29.0,"Andover town, Merrimack County, New Hampshire",013,01460,33
389.0,3.0,0.0,0.0,24.0,7.0,11.0,42.0,18.0,13.0,25.0,60.0,110.0,33.0,27.0,5.0,11.0,"Hill town, Merrimack County, New Hampshire",013,35860,33
16010.0,906.0,756.0,413.0,858.0,778.0,823.0,566.0,791.0,784.0,1137.0,1618.0,2342.0,1513.0,834.0,1052.0,839.0,"Concord city, Merrimack County, New Hampshire",013,14200,33
1779.0,18.0,49.0,72.0,84.0,59.0,134.0,37.0,26.0,65.0,203.0,242.0,168.0,134.0,231.0,114.0,143.0,"Epsom town, Merrimack County, New Hampshire",013,24900,33
349.0,19.0,12.0,18.0,13.0,19.0,27.0,18.0,10.0,21.0,16.0,59.0,55.0,7.0,10.0,26.0,19.0,"Bath town, Grafton County, New Hampshire",009,03940,33
1637.0,100.0,131.0,18.0,46.0,45.0,65.0,104.0,107.0,61.0,103.0,242.0,220.0,47.0,95.0,125.0,128.0,"Campton town, Grafton County, New Hampshire",009,08660,33
726.0,5.0,14.0,65.0,34.0,17.0,49.0,36.0,56.0,50.0,11.0,84.0,93.0,74.0,35.0,58.0,45.0,"Holderness town, Grafton County, New Hampshire",009,36900,33
114.0,2.0,1.0,3.0,7.0,2.0,14.0,8.0,9.0,8.0,11.0,12.0,18.0,14.0,1.0,1.0,3.0,"Benton town, Grafton County, New Hampshire",009,05060,33
1257.0,49.0,103.0,61.0,19.0,69.0,90.0,85.0,52.0,60.0,103.0,205.0,113.0,126.0,94.0,20.0,8.0,"Bristol town, Grafton County, New Hampshire",009,07700,33
523.0,5.0,9.0,16.0,34.0,12.0,18.0,13.0,17.0,6.0,64.0,36.0,80.0,35.0,58.0,39.0,81.0,"Orford town, Grafton County, New Hampshire",009,58500,33
352.0,9.0,4.0,6.0,22.0,12.0,10.0,20.0,10.0,14.0,20.0,63.0,49.0,41.0,27.0,22.0,23.0,"Piermont town, Grafton County, New Hampshire",009,61060,33
540.0,44.0,50.0,22.0,29.0,40.0,35.0,47.0,0.0,9.0,58.0,102.0,35.0,5.0,15.0,41.0,8.0,"Lincoln town, Grafton County, New Hampshire",009,41860,33
606.0,18.0,25.0,24.0,35.0,47.0,23.0,55.0,8.0,49.0,70.0,43.0,96.0,56.0,18.0,6.0,33.0,"Lisbon town, Grafton County, New Hampshire",009,42020,33
2544.0,170.0,177.0,142.0,174.0,38.0,248.0,354.0,96.0,82.0,160.0,247.0,125.0,285.0,143.0,64.0,39.0,"Littleton town, Grafton County, New Hampshire",009,42580,33
450.0,15.0,13.0,49.0,25.0,21.0,18.0,24.0,19.0,31.0,25.0,41.0,66.0,31.0,12.0,31.0,29.0,"Bridgewater town, Grafton County, New Hampshire",009,07540,33
133.0,5.0,0.0,5.0,0.0,3.0,15.0,10.0,7.0,5.0,20.0,7.0,12.0,11.0,9.0,23.0,1.0,"Easton town, Grafton County, New Hampshire",009,22020,33
248.0,0.0,2.0,3.0,24.0,11.0,21.0,13.0,21.0,5.0,16.0,21.0,54.0,33.0,20.0,2.0,2.0,"Hebron town, Grafton County, New Hampshire",009,35220,33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Livermore town, Grafton County, New Hampshire",009,42820,33
