B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
52326,27124.0,1642.0,1663.0,1873.0,1159.0,738.0,307.0,336.0,946.0,1646.0,1613.0,1626.0,1545.0,1569.0,1919.0,2247.0,919.0,1279.0,846.0,1029.0,990.0,563.0,393.0,276.0,25202.0,1711.0,1611.0,1566.0,1073.0,537.0,279.0,292.0,758.0,1470.0,1564.0,1424.0,1497.0,1620.0,1823.0,2331.0,849.0,1070.0,532.0,977.0,958.0,436.0,417.0,407.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
7712,4133.0,184.0,193.0,285.0,177.0,93.0,1.0,124.0,290.0,293.0,242.0,119.0,309.0,250.0,339.0,378.0,63.0,248.0,294.0,100.0,73.0,44.0,13.0,21.0,3579.0,235.0,290.0,175.0,149.0,6.0,23.0,34.0,40.0,388.0,178.0,169.0,298.0,328.0,276.0,307.0,224.0,69.0,84.0,103.0,145.0,33.0,5.0,20.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
2303,1168.0,42.0,40.0,78.0,33.0,18.0,65.0,28.0,85.0,71.0,50.0,50.0,74.0,104.0,81.0,75.0,81.0,82.0,27.0,33.0,21.0,21.0,9.0,0.0,1135.0,39.0,27.0,35.0,31.0,52.0,35.0,44.0,61.0,83.0,113.0,105.0,52.0,74.0,83.0,94.0,32.0,112.0,17.0,11.0,7.0,24.0,4.0,0.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
1727,768.0,48.0,96.0,39.0,4.0,16.0,20.0,0.0,43.0,14.0,78.0,70.0,25.0,42.0,82.0,48.0,38.0,9.0,9.0,25.0,31.0,9.0,10.0,12.0,959.0,85.0,171.0,84.0,13.0,45.0,23.0,20.0,41.0,35.0,68.0,17.0,88.0,27.0,68.0,66.0,6.0,15.0,5.0,19.0,10.0,49.0,0.0,4.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
5635,3137.0,162.0,100.0,105.0,68.0,51.0,56.0,22.0,201.0,267.0,262.0,251.0,241.0,182.0,312.0,173.0,153.0,115.0,41.0,140.0,125.0,48.0,26.0,36.0,2498.0,146.0,142.0,242.0,55.0,32.0,15.0,64.0,49.0,205.0,157.0,132.0,132.0,143.0,226.0,229.0,81.0,111.0,45.0,90.0,73.0,28.0,35.0,66.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
1028,588.0,44.0,44.0,41.0,17.0,24.0,13.0,15.0,24.0,44.0,36.0,27.0,30.0,31.0,29.0,56.0,16.0,26.0,17.0,12.0,27.0,9.0,3.0,3.0,440.0,41.0,40.0,30.0,13.0,6.0,4.0,9.0,34.0,40.0,21.0,9.0,23.0,25.0,41.0,34.0,8.0,19.0,5.0,7.0,11.0,8.0,8.0,4.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
1301,661.0,43.0,44.0,42.0,35.0,9.0,17.0,22.0,36.0,36.0,43.0,55.0,36.0,32.0,53.0,53.0,34.0,27.0,8.0,12.0,14.0,6.0,3.0,1.0,640.0,44.0,64.0,61.0,32.0,15.0,3.0,4.0,41.0,66.0,54.0,29.0,26.0,39.0,35.0,43.0,6.0,24.0,0.0,11.0,19.0,10.0,7.0,7.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
6889,3813.0,227.0,248.0,316.0,152.0,78.0,62.0,22.0,138.0,319.0,243.0,234.0,225.0,246.0,298.0,303.0,64.0,164.0,135.0,120.0,88.0,66.0,51.0,14.0,3076.0,272.0,247.0,254.0,146.0,93.0,65.0,3.0,93.0,216.0,165.0,109.0,242.0,203.0,175.0,239.0,96.0,92.0,67.0,89.0,83.0,63.0,14.0,50.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
3201,1697.0,122.0,140.0,126.0,74.0,37.0,17.0,14.0,69.0,102.0,116.0,111.0,57.0,87.0,124.0,135.0,46.0,83.0,40.0,70.0,56.0,34.0,22.0,15.0,1504.0,115.0,111.0,121.0,89.0,26.0,26.0,16.0,44.0,92.0,96.0,87.0,87.0,82.0,96.0,113.0,49.0,47.0,32.0,40.0,52.0,32.0,28.0,23.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
1224,651.0,44.0,63.0,32.0,31.0,12.0,3.0,8.0,26.0,63.0,48.0,41.0,48.0,30.0,43.0,48.0,21.0,18.0,6.0,24.0,19.0,12.0,5.0,6.0,573.0,63.0,63.0,27.0,31.0,30.0,2.0,5.0,17.0,39.0,42.0,41.0,19.0,23.0,37.0,39.0,16.0,24.0,18.0,19.0,12.0,2.0,4.0,0.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
298225,152311.0,11303.0,10172.0,10453.0,6033.0,3794.0,2526.0,2824.0,8702.0,14226.0,12549.0,11142.0,8216.0,9357.0,9926.0,9961.0,3472.0,4483.0,2593.0,3066.0,3542.0,2014.0,1046.0,911.0,145914.0,10722.0,9925.0,9500.0,5753.0,3171.0,2177.0,1847.0,7013.0,13057.0,11818.0,9896.0,8989.0,9169.0,10024.0,10372.0,3345.0,4160.0,2509.0,3088.0,3813.0,2187.0,1619.0,1760.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
3338,2049.0,42.0,74.0,88.0,45.0,39.0,29.0,9.0,136.0,167.0,140.0,152.0,172.0,252.0,280.0,138.0,47.0,96.0,37.0,50.0,22.0,14.0,7.0,13.0,1289.0,54.0,41.0,53.0,49.0,29.0,10.0,6.0,79.0,77.0,94.0,85.0,73.0,134.0,178.0,103.0,33.0,60.0,56.0,15.0,29.0,14.0,6.0,11.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
