B19013H_001E,name,county,county subdivision,state
32119.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
31429.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
35905.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
35272.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
32500.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
39500.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
35994.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
43523.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
51528.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
49922.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
41959.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
45000.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
42083.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
47550.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
52338.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
46923.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
44231.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
42441.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
52162.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
49787.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
49706.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
42016.0,"Healdton North CCD, Carter County, Oklahoma",019,91287,40
38594.0,"Healdton Central CCD, Carter County, Oklahoma",019,91274,40
51875.0,"West Coal CCD, Coal County, Oklahoma",029,93705,40
38594.0,"East Coal CCD, Coal County, Oklahoma",029,90871,40
55000.0,"Lamont CCD, Grant County, Oklahoma",053,91625,40
66111.0,"Medford CCD, Grant County, Oklahoma",053,91820,40
45000.0,"Wakita CCD, Grant County, Oklahoma",053,93510,40
53536.0,"Southwest Grant CCD, Grant County, Oklahoma",053,93159,40
