B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
64.0,36.0,36.0,26.0,10.0,0.0,28.0,"Dixie Valley CCD, Churchill County, Nevada",001,94238,32
18827.0,10690.0,9975.0,9202.0,773.0,715.0,8137.0,"Fallon CCD, Churchill County, Nevada",001,94308,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Carson Sink CCD, Churchill County, Nevada",001,94154,32
7117.0,4133.0,4117.0,3742.0,375.0,16.0,2984.0,"Genoa-Jacks Valley CCD, Douglas County, Nevada",005,94378,32
670.0,205.0,205.0,203.0,2.0,0.0,465.0,"Pine Nut CCD, Douglas County, Nevada",005,94658,32
4724.0,2762.0,2762.0,2675.0,87.0,0.0,1962.0,"Zephyr Cove CCD, Douglas County, Nevada",005,94952,32
25595.0,14184.0,14140.0,13373.0,767.0,44.0,11411.0,"Gardnerville-Minden CCD, Douglas County, Nevada",005,94364,32
2043.0,884.0,882.0,751.0,131.0,2.0,1159.0,"Topaz Lake CCD, Douglas County, Nevada",005,94826,32
4065.0,2731.0,2731.0,2530.0,201.0,0.0,1334.0,"Battle Mountain CCD, Lander County, Nevada",015,94070,32
357.0,174.0,174.0,153.0,21.0,0.0,183.0,"Austin CCD, Lander County, Nevada",015,94042,32
4506.0,1656.0,1656.0,1565.0,91.0,0.0,2850.0,"Lovelock CCD, Pershing County, Nevada",027,94518,32
1200.0,651.0,651.0,646.0,5.0,0.0,549.0,"Imlay CCD, Pershing County, Nevada",027,94448,32
991.0,463.0,463.0,434.0,29.0,0.0,528.0,"McDermitt CCD, Humboldt County, Nevada",013,94546,32
448.0,223.0,223.0,208.0,15.0,0.0,225.0,"Goldfield CCD, Esmeralda County, Nevada",009,94420,32
420.0,238.0,238.0,238.0,0.0,0.0,182.0,"Beowawe CCD, Eureka County, Nevada",011,94098,32
973.0,666.0,666.0,666.0,0.0,0.0,307.0,"Eureka CCD, Eureka County, Nevada",011,94294,32
1227.0,772.0,772.0,702.0,70.0,0.0,455.0,"Golconda CCD, Humboldt County, Nevada",013,94406,32
116.0,68.0,68.0,68.0,0.0,0.0,48.0,"Mina CCD, Mineral County, Nevada",021,94588,32
113.0,38.0,38.0,38.0,0.0,0.0,75.0,"Summit Lake CCD, Humboldt County, Nevada",013,94798,32
10593.0,7786.0,7781.0,7220.0,561.0,5.0,2807.0,"Winnemucca CCD, Humboldt County, Nevada",013,94910,32
2696.0,1520.0,1520.0,1259.0,261.0,0.0,1176.0,"Hawthorne CCD, Mineral County, Nevada",021,94434,32
835.0,533.0,533.0,358.0,175.0,0.0,302.0,"Walker River CCD, Mineral County, Nevada",021,94868,32
19.0,0.0,0.0,0.0,0.0,0.0,19.0,"Cherry Creek CCD, White Pine County, Nevada",033,94168,32
4556.0,2624.0,2624.0,2447.0,177.0,0.0,1932.0,"Ely CCD, White Pine County, Nevada",033,94280,32
1205.0,598.0,598.0,564.0,34.0,0.0,607.0,"McGill CCD, White Pine County, Nevada",033,94560,32
321.0,242.0,242.0,219.0,23.0,0.0,79.0,"Lund CCD, White Pine County, Nevada",033,94532,32
1792.0,249.0,249.0,249.0,0.0,0.0,1543.0,"Ruth CCD, White Pine County, Nevada",033,94742,32
139.0,88.0,88.0,88.0,0.0,0.0,51.0,"Baker CCD, White Pine County, Nevada",033,94056,32
