B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
18742.0,13860.0,768.0,231.0,350.0,71.0,23.0,412.0,3027.0,"Sonora CCD, Tuolumne County, California",109,93080,06
13564.0,11591.0,45.0,160.0,65.0,10.0,16.0,425.0,1252.0,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",109,90835,06
13697.0,9355.0,3.0,32.0,88.0,0.0,0.0,219.0,4000.0,"Escalon CCD, San Joaquin County, California",077,90900,06
14197.0,4520.0,1131.0,0.0,3326.0,134.0,0.0,687.0,4399.0,"Thornton CCD, San Joaquin County, California",077,93340,06
6230.0,3125.0,67.0,32.0,64.0,0.0,0.0,176.0,2766.0,"Linden-Farmington CCD, San Joaquin County, California",077,91630,06
11533.0,7295.0,7.0,28.0,260.0,9.0,0.0,215.0,3719.0,"Lockeford CCD, San Joaquin County, California",077,91690,06
85025.0,41971.0,1478.0,219.0,9174.0,324.0,18.0,2521.0,29320.0,"Lodi CCD, San Joaquin County, California",077,91700,06
354346.0,81326.0,34086.0,747.0,61841.0,2041.0,387.0,11217.0,162701.0,"Stockton CCD, San Joaquin County, California",077,93240,06
106493.0,41520.0,4511.0,432.0,12300.0,453.0,343.0,4132.0,42802.0,"Manteca CCD, San Joaquin County, California",077,91870,06
17394.0,11990.0,100.0,15.0,333.0,6.0,29.0,468.0,4453.0,"Ripon CCD, San Joaquin County, California",077,92620,06
115238.0,39068.0,6792.0,163.0,19431.0,814.0,97.0,7427.0,41446.0,"Tracy CCD, San Joaquin County, California",077,93400,06
8441.0,7132.0,2.0,34.0,183.0,22.0,0.0,200.0,868.0,"Sutter Creek-Plymouth CCD, Amador County, California",005,93300,06
7470.0,6315.0,15.0,23.0,150.0,28.0,0.0,263.0,676.0,"Jackson CCD, Amador County, California",005,91430,06
9838.0,8060.0,32.0,45.0,120.0,2.0,0.0,318.0,1261.0,"Pine Grove-Silver Lake CCD, Amador County, California",005,92470,06
11557.0,8064.0,715.0,162.0,112.0,27.0,1.0,338.0,2138.0,"Ione CCD, Amador County, California",005,91410,06
9576.0,2070.0,405.0,18.0,87.0,0.0,10.0,369.0,6617.0,"Dos Palos CCD, Merced County, California",047,90720,06
7785.0,994.0,47.0,42.0,27.0,10.0,0.0,9.0,6656.0,"Planada-Le Grand CCD, Merced County, California",047,92500,06
42126.0,10135.0,459.0,112.0,1088.0,43.0,10.0,927.0,29352.0,"Los Banos CCD, Merced County, California",047,91760,06
104678.0,30749.0,5079.0,209.0,12193.0,107.0,210.0,2303.0,53828.0,"Merced CCD, Merced County, California",047,91960,06
984.0,556.0,0.0,19.0,0.0,0.0,0.0,8.0,401.0,"Snelling CCD, Merced County, California",047,93050,06
9758.0,6419.0,30.0,45.0,12.0,0.0,0.0,302.0,2950.0,"Hilmar-Irwin CCD, Merced County, California",047,91290,06
8241.0,3261.0,24.0,22.0,21.0,0.0,0.0,34.0,4879.0,"Gustine CCD, Merced County, California",047,91210,06
9363.0,6945.0,23.0,384.0,314.0,0.0,0.0,195.0,1502.0,"Lakeport CCD, Lake County, California",033,91540,06
12817.0,10750.0,177.0,377.0,50.0,56.0,0.0,371.0,1036.0,"Mariposa CCD, Mariposa County, California",043,91880,06
3040.0,2211.0,9.0,28.0,12.0,0.0,0.0,211.0,569.0,"Coulterville CCD, Mariposa County, California",043,90600,06
1124.0,846.0,10.0,138.0,36.0,0.0,0.0,6.0,88.0,"Surprise Valley CCD, Modoc County, California",049,93270,06
51427.0,17131.0,1830.0,228.0,2706.0,220.0,58.0,1001.0,28253.0,"Atwater CCD, Merced County, California",047,90150,06
32815.0,5777.0,133.0,102.0,3459.0,0.0,198.0,432.0,22714.0,"Livingston-Delhi CCD, Merced County, California",047,91670,06
4365.0,3635.0,79.0,35.0,33.0,0.0,8.0,296.0,279.0,"Yuba Foothills CCD, Yuba County, California",115,93830,06
12725.0,7009.0,402.0,35.0,484.0,5.0,14.0,733.0,4043.0,"Marysville CCD, Yuba County, California",115,91900,06
650.0,540.0,0.0,57.0,0.0,0.0,0.0,30.0,23.0,"Adin-Lookout CCD, Modoc County, California",049,90010,06
6494.0,5153.0,55.0,166.0,60.0,8.0,0.0,81.0,971.0,"Alturas CCD, Modoc County, California",049,90040,06
22264.0,11329.0,653.0,247.0,1364.0,71.0,25.0,1199.0,7376.0,"Olivehurst CCD, Yuba County, California",115,92250,06
4508.0,3263.0,5.0,31.0,147.0,42.0,8.0,224.0,788.0,"Wheatland CCD, Yuba County, California",115,93720,06
18807.0,8126.0,789.0,227.0,2111.0,137.0,71.0,985.0,6361.0,"Linda CCD, Yuba County, California",115,91610,06
136046.0,68404.0,11258.0,562.0,11570.0,975.0,373.0,6893.0,36011.0,"East Contra Costa CCD, Contra Costa County, California",013,90780,06
63571.0,21003.0,5622.0,56.0,25382.0,486.0,232.0,3439.0,7351.0,"Tassajara CCD, Contra Costa County, California",013,93310,06
259721.0,62778.0,37420.0,558.0,51679.0,837.0,1285.0,11582.0,93582.0,"West Contra Costa CCD, Contra Costa County, California",013,93620,06
500484.0,311926.0,12566.0,965.0,71510.0,1525.0,1544.0,22248.0,78200.0,"Central Contra Costa CCD, Contra Costa County, California",013,90440,06
569.0,458.0,22.0,34.0,7.0,0.0,4.0,7.0,37.0,"Death Valley CCD, Inyo County, California",027,90650,06
2227.0,1275.0,22.0,167.0,2.0,0.0,0.0,11.0,750.0,"Lone Pine CCD, Inyo County, California",027,91720,06
13010.0,8454.0,119.0,1266.0,213.0,23.0,0.0,206.0,2729.0,"Bishop CCD, Inyo County, California",027,90250,06
2389.0,1370.0,9.0,489.0,48.0,11.0,11.0,73.0,378.0,"Independence CCD, Inyo County, California",027,91390,06
295.0,256.0,0.0,0.0,0.0,0.0,1.0,3.0,35.0,"Madeline Plains CCD, Lassen County, California",035,91820,06
24125.0,15312.0,2190.0,703.0,419.0,216.0,8.0,438.0,4839.0,"Susanville CCD, Lassen County, California",035,93280,06
2712.0,2355.0,77.0,103.0,0.0,0.0,0.0,12.0,165.0,"Westwood CCD, Lassen County, California",035,93710,06
3209.0,1879.0,405.0,97.0,43.0,3.0,7.0,58.0,717.0,"Honey Lake CCD, Lassen County, California",035,91320,06
1129.0,1010.0,36.0,10.0,0.0,0.0,0.0,0.0,73.0,"Big Valley CCD, Lassen County, California",035,90240,06
14658.0,7813.0,114.0,64.0,500.0,13.0,0.0,342.0,5812.0,"Waterford CCD, Stanislaus County, California",099,93580,06
12318.0,7356.0,18.0,67.0,353.0,55.0,28.0,198.0,4243.0,"Hughson CCD, Stanislaus County, California",099,91350,06
85733.0,44974.0,1431.0,292.0,4035.0,171.0,214.0,2250.0,32366.0,"Turlock CCD, Stanislaus County, California",099,93460,06
32572.0,21704.0,177.0,49.0,585.0,0.0,8.0,873.0,9176.0,"Oakdale CCD, Stanislaus County, California",099,92210,06
4195.0,1748.0,0.0,93.0,150.0,0.0,0.0,0.0,2204.0,"Westport CCD, Stanislaus County, California",099,93650,06
13042.0,3416.0,258.0,10.0,236.0,0.0,52.0,185.0,8885.0,"Newman CCD, Stanislaus County, California",099,92120,06
27633.0,6655.0,1529.0,197.0,1061.0,314.0,22.0,723.0,17132.0,"Patterson CCD, Stanislaus County, California",099,92420,06
158725.0,38932.0,25744.0,518.0,15666.0,1372.0,289.0,7918.0,68286.0,"Antioch-Pittsburg CCD, Contra Costa County, California",013,90080,06
5131.0,1775.0,530.0,9.0,1737.0,0.0,11.0,496.0,573.0,"Briones CCD, Contra Costa County, California",013,90270,06
325278.0,128844.0,9944.0,1453.0,20888.0,2770.0,516.0,8636.0,152227.0,"Modesto CCD, Stanislaus County, California",099,91980,06
20255.0,9720.0,136.0,9.0,872.0,110.0,49.0,588.0,8771.0,"Salida CCD, Stanislaus County, California",099,92720,06
7581.0,491.0,36.0,38.0,219.0,0.0,0.0,79.0,6718.0,"Guadalupe CCD, Santa Barbara County, California",083,91200,06
193787.0,111266.0,3166.0,381.0,13721.0,53.0,174.0,5032.0,59994.0,"Santa Barbara CCD, Santa Barbara County, California",083,92890,06
941.0,471.0,6.0,4.0,5.0,0.0,0.0,18.0,437.0,"Cuyama CCD, Santa Barbara County, California",083,90630,06
7305.0,5489.0,303.0,88.0,234.0,3.0,3.0,309.0,876.0,"Weed CCD, Siskiyou County, California",093,93600,06
1375.0,1194.0,1.0,13.0,0.0,0.0,0.0,53.0,114.0,"McCloud-Medicine Lake CCD, Siskiyou County, California",093,91800,06
580.0,518.0,0.0,4.0,0.0,0.0,0.0,21.0,37.0,"Hornbrook-Hilt CCD, Siskiyou County, California",093,91340,06
4170.0,3307.0,18.0,129.0,57.0,6.0,0.0,191.0,462.0,"Montague CCD, Siskiyou County, California",093,92010,06
6697.0,5827.0,35.0,0.0,51.0,0.0,0.0,198.0,586.0,"Mount Shasta CCD, Siskiyou County, California",093,92050,06
1753.0,977.0,43.0,77.0,0.0,0.0,0.0,32.0,624.0,"Butte Valley CCD, Siskiyou County, California",093,90290,06
1948.0,1553.0,83.0,20.0,28.0,0.0,0.0,49.0,215.0,"Dunsmuir CCD, Siskiyou County, California",093,90740,06
1202.0,437.0,6.0,5.0,0.0,0.0,0.0,9.0,745.0,"Tulelake CCD, Siskiyou County, California",093,93450,06
1874.0,1463.0,0.0,18.0,133.0,0.0,0.0,68.0,192.0,"Fort Jones CCD, Siskiyou County, California",093,91040,06
11469.0,9110.0,144.0,417.0,152.0,93.0,29.0,509.0,1015.0,"Yreka CCD, Siskiyou County, California",093,93810,06
1816.0,1107.0,25.0,259.0,5.0,5.0,3.0,225.0,187.0,"Happy Camp CCD, Siskiyou County, California",093,91240,06
11095.0,9867.0,48.0,297.0,47.0,0.0,0.0,199.0,637.0,"Central Shasta CCD, Shasta County, California",089,90450,06
3771.0,3373.0,4.0,39.0,38.0,7.0,0.0,159.0,151.0,"Southwest Shasta CCD, Shasta County, California",089,93210,06
147108.0,47457.0,21934.0,559.0,25800.0,1970.0,297.0,7959.0,41132.0,"Fairfield-Suisun City CCD, Solano County, California",095,90950,06
7918.0,6494.0,49.0,354.0,87.0,0.0,0.0,33.0,901.0,"East Shasta CCD, Shasta County, California",089,90820,06
1499.0,1261.0,8.0,52.0,9.0,0.0,0.0,104.0,65.0,"Sacramento Canyon CCD, Shasta County, California",089,92700,06
22541.0,11178.0,481.0,24.0,821.0,52.0,0.0,882.0,9103.0,"Dixon CCD, Solano County, California",095,90700,06
10075.0,6867.0,621.0,24.0,657.0,47.0,18.0,163.0,1678.0,"Rio Vista CCD, Solano County, California",095,92610,06
104902.0,56655.0,10182.0,339.0,7055.0,279.0,278.0,5732.0,24382.0,"Vacaville CCD, Solano County, California",095,93520,06
