B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
160.0,44.0,116.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
0.0,0.0,0.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
5.0,2.0,3.0,"Valley View CCD, Cooke County, Texas",097,93995,48
0.0,0.0,0.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
0.0,0.0,0.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
15.0,15.0,0.0,"Muenster CCD, Cooke County, Texas",097,92680,48
0.0,0.0,0.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
0.0,0.0,0.0,"Ralls CCD, Crosby County, Texas",107,93185,48
0.0,0.0,0.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
0.0,0.0,0.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
0.0,0.0,0.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
18.0,18.0,0.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
1.0,0.0,1.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
0.0,0.0,0.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
0.0,0.0,0.0,"Roby CCD, Fisher County, Texas",151,93275,48
15.0,0.0,15.0,"Rotan CCD, Fisher County, Texas",151,93340,48
0.0,0.0,0.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
0.0,0.0,0.0,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
0.0,0.0,0.0,"Benavides CCD, Duval County, Texas",131,90260,48
0.0,0.0,0.0,"San Diego CCD, Duval County, Texas",131,93420,48
0.0,0.0,0.0,"Freer CCD, Duval County, Texas",131,91405,48
0.0,0.0,0.0,"Old River CCD, Burleson County, Texas",051,92890,48
0.0,0.0,0.0,"Somerville CCD, Burleson County, Texas",051,93610,48
16.0,0.0,16.0,"Caldwell CCD, Burleson County, Texas",051,90570,48
0.0,0.0,0.0,"Cooks Point CCD, Burleson County, Texas",051,90825,48
31.0,17.0,14.0,"Blanco CCD, Blanco County, Texas",031,90330,48
0.0,0.0,0.0,"Johnson City CCD, Blanco County, Texas",031,91950,48
0.0,0.0,0.0,"Buna CCD, Jasper County, Texas",241,90520,48
30.0,30.0,0.0,"Jasper CCD, Jasper County, Texas",241,91920,48
0.0,0.0,0.0,"Kirbyville CCD, Jasper County, Texas",241,92040,48
6.0,6.0,0.0,"Nome-China CCD, Jefferson County, Texas",245,92770,48
1250.0,792.0,458.0,"Beaumont CCD, Jefferson County, Texas",245,90230,48
0.0,0.0,0.0,"Sabine Pass CCD, Jefferson County, Texas",245,93385,48
0.0,0.0,0.0,"Brackettville CCD, Kinney County, Texas",271,90400,48
1.0,1.0,0.0,"Hereford West CCD, Deaf Smith County, Texas",117,91790,48
18.0,18.0,0.0,"Hereford East CCD, Deaf Smith County, Texas",117,91785,48
679.0,182.0,497.0,"Galveston CCD, Galveston County, Texas",167,91445,48
44.0,24.0,20.0,"Borger CCD, Hutchinson County, Texas",233,90385,48
1.0,1.0,0.0,"Stinnett CCD, Hutchinson County, Texas",233,93750,48
3.0,3.0,0.0,"Dilley CCD, Frio County, Texas",163,91055,48
0.0,0.0,0.0,"Crane South CCD, Crane County, Texas",103,90885,48
0.0,0.0,0.0,"Crane North CCD, Crane County, Texas",103,90880,48
0.0,0.0,0.0,"Adamsville CCD, Lampasas County, Texas",281,90015,48
0.0,0.0,0.0,"Lometa CCD, Lampasas County, Texas",281,92255,48
89.0,76.0,13.0,"Lampasas CCD, Lampasas County, Texas",281,92130,48
0.0,0.0,0.0,"Rochelle CCD, McCulloch County, Texas",307,93280,48
0.0,0.0,0.0,"Melvin CCD, McCulloch County, Texas",307,92505,48
0.0,0.0,0.0,"Brady CCD, McCulloch County, Texas",307,90405,48
0.0,0.0,0.0,"Mason West CCD, Mason County, Texas",319,92450,48
0.0,0.0,0.0,"Bolivar Peninsula CCD, Galveston County, Texas",167,90370,48
2656.0,2204.0,452.0,"Texas City-League City CCD, Galveston County, Texas",167,93880,48
67.0,67.0,0.0,"La Marque-Hitchcock CCD, Galveston County, Texas",167,92100,48
50.0,0.0,50.0,"El Paso North Central CCD, El Paso County, Texas",141,91225,48
