B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
9859.0,3255.0,40.0,4596.0,73.0,6.0,0.0,1056.0,833.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
5053.0,2458.0,4.0,1694.0,6.0,43.0,3.0,589.0,256.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
2512.0,1480.0,0.0,676.0,32.0,0.0,0.0,197.0,127.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
4712.0,1836.0,17.0,2270.0,27.0,0.0,4.0,367.0,191.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
2758.0,1766.0,21.0,724.0,0.0,0.0,0.0,173.0,74.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
2211.0,1596.0,33.0,412.0,0.0,0.0,0.0,111.0,59.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
7486.0,4433.0,723.0,1556.0,8.0,2.0,3.0,447.0,314.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
12791.0,8644.0,429.0,2251.0,45.0,0.0,49.0,613.0,760.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
1898.0,1662.0,0.0,94.0,20.0,0.0,0.0,69.0,53.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
8433.0,7119.0,41.0,516.0,22.0,8.0,0.0,433.0,294.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
5992.0,5018.0,0.0,353.0,13.0,0.0,0.0,208.0,400.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
27970.0,22012.0,753.0,1308.0,238.0,8.0,24.0,1166.0,2461.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
399.0,323.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
1822.0,1403.0,7.0,12.0,4.0,0.0,0.0,8.0,388.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
4653.0,3097.0,346.0,201.0,0.0,0.0,8.0,250.0,751.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
1548.0,1297.0,0.0,110.0,11.0,0.0,0.0,85.0,45.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
1876.0,1407.0,32.0,293.0,3.0,0.0,0.0,110.0,31.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
1603.0,1363.0,0.0,65.0,0.0,0.0,0.0,54.0,121.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
38119.0,25892.0,2646.0,2953.0,521.0,4.0,11.0,3213.0,2879.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
3324.0,2943.0,13.0,196.0,13.0,0.0,0.0,108.0,51.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
2632.0,1651.0,397.0,137.0,0.0,0.0,0.0,273.0,174.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
1313.0,1098.0,18.0,106.0,2.0,2.0,0.0,46.0,41.0,"Healdton North CCD, Carter County, Oklahoma",019,91287,40
3019.0,2671.0,6.0,69.0,0.0,0.0,0.0,112.0,161.0,"Healdton Central CCD, Carter County, Oklahoma",019,91274,40
1881.0,1341.0,0.0,191.0,7.0,0.0,0.0,247.0,95.0,"West Coal CCD, Coal County, Oklahoma",029,93705,40
3785.0,2598.0,9.0,540.0,9.0,0.0,17.0,457.0,155.0,"East Coal CCD, Coal County, Oklahoma",029,90871,40
638.0,564.0,0.0,0.0,1.0,0.0,0.0,40.0,33.0,"Lamont CCD, Grant County, Oklahoma",053,91625,40
1769.0,1590.0,5.0,12.0,0.0,4.0,2.0,52.0,104.0,"Medford CCD, Grant County, Oklahoma",053,91820,40
458.0,394.0,1.0,1.0,1.0,0.0,0.0,48.0,13.0,"Wakita CCD, Grant County, Oklahoma",053,93510,40
1593.0,1413.0,1.0,6.0,4.0,0.0,0.0,112.0,57.0,"Southwest Grant CCD, Grant County, Oklahoma",053,93159,40
260.0,244.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,"Northwest Greer CCD, Greer County, Oklahoma",055,92275,40
3383.0,2538.0,250.0,26.0,0.0,0.0,0.0,74.0,495.0,"Mangum CCD, Greer County, Oklahoma",055,91768,40
2375.0,1753.0,256.0,132.0,0.0,0.0,0.0,81.0,153.0,"Granite CCD, Greer County, Oklahoma",055,91196,40
8332.0,6751.0,138.0,194.0,0.0,0.0,0.0,359.0,890.0,"Kingfisher CCD, Kingfisher County, Oklahoma",073,91586,40
4646.0,2896.0,28.0,222.0,0.0,0.0,0.0,74.0,1426.0,"Hennessey CCD, Kingfisher County, Oklahoma",073,91326,40
2532.0,2339.0,0.0,70.0,0.0,0.0,0.0,86.0,37.0,"Okarche-Cashion CCD, Kingfisher County, Oklahoma",073,92379,40
18004.0,13658.0,158.0,1034.0,115.0,13.0,9.0,1045.0,1972.0,"Purcell CCD, McClain County, Oklahoma",087,92626,40
1156.0,957.0,17.0,32.0,0.0,0.0,0.0,122.0,28.0,"East McClain CCD, McClain County, Oklahoma",087,90929,40
11972.0,8588.0,422.0,1656.0,7.0,0.0,0.0,948.0,351.0,"Checotah CCD, McIntosh County, Oklahoma",091,90520,40
1598.0,1112.0,9.0,259.0,1.0,0.0,0.0,204.0,13.0,"Hitchita-Pierce CCD, McIntosh County, Oklahoma",091,91352,40
5321.0,3327.0,108.0,956.0,25.0,0.0,0.0,770.0,135.0,"Eufaula CCD, McIntosh County, Oklahoma",091,91079,40
983.0,540.0,10.0,327.0,0.0,0.0,0.0,88.0,18.0,"Hanna CCD, McIntosh County, Oklahoma",091,91248,40
7480.0,5972.0,35.0,561.0,1.0,0.0,0.0,597.0,314.0,"South Marshall CCD, Marshall County, Oklahoma",095,93081,40
8746.0,4794.0,221.0,647.0,26.0,0.0,4.0,635.0,2419.0,"North Marshall CCD, Marshall County, Oklahoma",095,92210,40
5053.0,3656.0,154.0,351.0,39.0,0.0,0.0,525.0,328.0,"West Murray CCD, Murray County, Oklahoma",099,93770,40
8744.0,6446.0,76.0,793.0,42.0,0.0,0.0,888.0,499.0,"East Murray CCD, Murray County, Oklahoma",099,90962,40
772.0,660.0,15.0,7.0,0.0,0.0,0.0,90.0,0.0,"Billings CCD, Noble County, Oklahoma",103,90234,40
7472.0,6602.0,74.0,247.0,0.0,2.0,0.0,363.0,184.0,"Perry CCD, Noble County, Oklahoma",103,92522,40
3177.0,2091.0,8.0,583.0,4.0,0.0,0.0,277.0,214.0,"East Noble CCD, Noble County, Oklahoma",103,90975,40
5985.0,3981.0,187.0,986.0,20.0,0.0,0.0,686.0,125.0,"Nowata CCD, Nowata County, Oklahoma",105,92353,40
2167.0,1620.0,14.0,226.0,0.0,5.0,0.0,237.0,65.0,"South Coffeyville-Wann CCD, Nowata County, Oklahoma",105,92912,40
1659.0,973.0,33.0,397.0,7.0,0.0,0.0,181.0,68.0,"Lenapah-Delaware CCD, Nowata County, Oklahoma",105,91664,40
3432.0,2248.0,17.0,729.0,32.0,4.0,0.0,260.0,142.0,"Wyandotte CCD, Ottawa County, Oklahoma",115,93913,40
19798.0,12794.0,284.0,2475.0,147.0,192.0,15.0,2515.0,1376.0,"Miami CCD, Ottawa County, Oklahoma",115,91846,40
4370.0,3023.0,1.0,898.0,14.0,18.0,0.0,340.0,76.0,"Afton-Fairland CCD, Ottawa County, Oklahoma",115,90039,40
5087.0,3441.0,4.0,987.0,10.0,11.0,0.0,540.0,94.0,"Chelsea CCD, Rogers County, Oklahoma",131,90533,40
44540.0,31220.0,420.0,6305.0,305.0,34.0,87.0,4116.0,2053.0,"Claremore CCD, Rogers County, Oklahoma",131,90585,40
6689.0,4785.0,42.0,640.0,211.0,0.0,0.0,857.0,154.0,"Inola CCD, Rogers County, Oklahoma",131,91482,40
26239.0,19929.0,432.0,1637.0,323.0,0.0,42.0,2267.0,1609.0,"Catoosa CCD, Rogers County, Oklahoma",131,90468,40
9463.0,6323.0,279.0,1338.0,123.0,14.0,0.0,985.0,401.0,"Roland CCD, Sequoyah County, Oklahoma",135,92678,40
10298.0,6873.0,232.0,1502.0,80.0,6.0,0.0,1181.0,424.0,"Muldrow CCD, Sequoyah County, Oklahoma",135,91911,40
5035.0,2913.0,26.0,1546.0,51.0,1.0,0.0,442.0,56.0,"Sallisaw North CCD, Sequoyah County, Oklahoma",135,92730,40
7972.0,4961.0,189.0,1510.0,12.0,0.0,0.0,1007.0,293.0,"Vian CCD, Sequoyah County, Oklahoma",135,93445,40
