B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
68.0,4.0,0.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,10.0,0.0,14.0,21.0,2.0,0.0,0.0,"Enterprise township, Linn County, Missouri",115,22438,29
60.0,0.0,5.0,4.0,7.0,4.0,7.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,4.0,0.0,"Grantsville township, Linn County, Missouri",115,28612,29
37.0,4.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,4.0,3.0,10.0,3.0,2.0,2.0,1.0,0.0,"North Salem township, Linn County, Missouri",115,53300,29
190.0,35.0,24.0,22.0,9.0,2.0,13.0,14.0,6.0,9.0,13.0,26.0,13.0,0.0,3.0,0.0,1.0,"Benton township, Linn County, Missouri",115,04726,29
59.0,0.0,3.0,6.0,0.0,10.0,0.0,3.0,0.0,0.0,4.0,19.0,8.0,6.0,0.0,0.0,0.0,"Jackson township, Linn County, Missouri",115,35864,29
294.0,2.0,8.0,14.0,20.0,14.0,24.0,15.0,16.0,21.0,35.0,32.0,27.0,43.0,13.0,7.0,3.0,"Parson Creek township, Linn County, Missouri",115,56378,29
149.0,0.0,0.0,8.0,0.0,15.0,7.0,0.0,10.0,6.0,3.0,33.0,35.0,6.0,11.0,7.0,8.0,"Yellow Creek township, Linn County, Missouri",115,81304,29
2042.0,216.0,194.0,113.0,125.0,176.0,266.0,90.0,126.0,18.0,105.0,203.0,178.0,112.0,90.0,13.0,17.0,"Willow Springs township, Howell County, Missouri",091,80116,29
751.0,110.0,31.0,44.0,70.0,19.0,90.0,91.0,68.0,21.0,53.0,29.0,88.0,19.0,18.0,0.0,0.0,"Benton township, Howell County, Missouri",091,04690,29
460.0,40.0,56.0,30.0,5.0,28.0,9.0,36.0,28.0,9.0,51.0,36.0,29.0,36.0,7.0,38.0,22.0,"South Fork township, Howell County, Missouri",091,68780,29
649.0,92.0,57.0,43.0,20.0,56.0,55.0,29.0,28.0,45.0,9.0,93.0,45.0,8.0,28.0,19.0,22.0,"Dry Creek township, Howell County, Missouri",091,20188,29
8193.0,743.0,723.0,657.0,461.0,708.0,625.0,475.0,439.0,434.0,610.0,643.0,630.0,572.0,172.0,148.0,153.0,"Howell township, Howell County, Missouri",091,33382,29
600.0,78.0,71.0,35.0,31.0,23.0,49.0,25.0,25.0,50.0,20.0,79.0,61.0,27.0,7.0,11.0,8.0,"Sisson township, Howell County, Missouri",091,68078,29
232.0,19.0,11.0,44.0,4.0,6.0,12.0,8.0,9.0,18.0,18.0,20.0,27.0,13.0,15.0,4.0,4.0,"Myatt township, Howell County, Missouri",091,50960,29
1592.0,275.0,166.0,143.0,166.0,105.0,107.0,78.0,84.0,46.0,62.0,148.0,45.0,134.0,23.0,0.0,10.0,"Goldsberry township, Howell County, Missouri",091,27748,29
538.0,27.0,10.0,26.0,55.0,14.0,80.0,28.0,20.0,37.0,40.0,45.0,59.0,30.0,34.0,20.0,13.0,"Kingsville township, Johnson County, Missouri",101,38936,29
322.0,7.0,25.0,0.0,19.0,9.0,32.0,32.0,21.0,8.0,63.0,23.0,62.0,10.0,0.0,0.0,11.0,"Rose Hill township, Johnson County, Missouri",101,63146,29
8876.0,910.0,588.0,682.0,381.0,526.0,407.0,536.0,446.0,423.0,669.0,1185.0,938.0,481.0,334.0,271.0,99.0,"Warrensburg township, Johnson County, Missouri",101,77110,29
2765.0,140.0,48.0,92.0,121.0,172.0,159.0,175.0,222.0,282.0,419.0,345.0,308.0,140.0,79.0,49.0,14.0,"Washington township, Johnson County, Missouri",101,77524,29
2082.0,61.0,42.0,37.0,32.0,77.0,115.0,82.0,110.0,117.0,113.0,278.0,417.0,294.0,218.0,41.0,48.0,"Jackson township, Johnson County, Missouri",101,35846,29
204.0,0.0,0.0,10.0,17.0,2.0,8.0,6.0,8.0,29.0,0.0,35.0,29.0,38.0,10.0,12.0,0.0,"Jefferson township, Johnson County, Missouri",101,36836,29
447.0,19.0,13.0,24.0,43.0,7.0,14.0,12.0,25.0,43.0,85.0,28.0,69.0,34.0,17.0,12.0,2.0,"Chilhowee township, Johnson County, Missouri",101,13672,29
259.0,16.0,15.0,41.0,0.0,23.0,14.0,19.0,12.0,0.0,18.0,0.0,38.0,30.0,0.0,20.0,13.0,"Simpson township, Johnson County, Missouri",101,68006,29
264.0,0.0,0.0,16.0,12.0,15.0,0.0,11.0,38.0,0.0,42.0,58.0,15.0,20.0,0.0,37.0,0.0,"Columbus township, Johnson County, Missouri",101,15724,29
211.0,4.0,15.0,31.0,3.0,0.0,0.0,0.0,10.0,12.0,0.0,20.0,25.0,57.0,0.0,34.0,0.0,"Grover township, Johnson County, Missouri",101,29620,29
821.0,31.0,33.0,68.0,30.0,31.0,39.0,51.0,46.0,56.0,78.0,89.0,110.0,106.0,21.0,28.0,4.0,"Post Oak township, Johnson County, Missouri",101,59312,29
1296.0,115.0,75.0,110.0,86.0,93.0,127.0,24.0,85.0,54.0,87.0,127.0,172.0,67.0,46.0,23.0,5.0,"Madison township, Johnson County, Missouri",101,45434,29
739.0,34.0,17.0,10.0,51.0,8.0,12.0,62.0,57.0,65.0,119.0,160.0,105.0,12.0,6.0,16.0,5.0,"Auglaize township, Laclede County, Missouri",105,02494,29
7672.0,802.0,541.0,674.0,675.0,326.0,459.0,407.0,406.0,467.0,420.0,773.0,921.0,386.0,185.0,103.0,127.0,"Lebanon township, Laclede County, Missouri",105,41186,29
289.0,28.0,13.0,0.0,37.0,16.0,23.0,15.0,0.0,10.0,0.0,76.0,12.0,13.0,0.0,46.0,0.0,"Eldridge township, Laclede County, Missouri",105,21556,29
337.0,15.0,22.0,25.0,58.0,46.0,2.0,11.0,8.0,5.0,32.0,30.0,58.0,8.0,11.0,6.0,0.0,"Gasconade township, Laclede County, Missouri",105,26596,29
604.0,21.0,13.0,20.0,0.0,8.0,56.0,54.0,0.0,44.0,158.0,59.0,106.0,32.0,1.0,32.0,0.0,"Washington township, Laclede County, Missouri",105,77542,29
247.0,0.0,0.0,17.0,24.0,2.0,0.0,34.0,25.0,0.0,72.0,20.0,41.0,12.0,0.0,0.0,0.0,"Franklin township, Laclede County, Missouri",105,25660,29
